#ID F090W F115W F150W F200W F277W F356W F444W errF090W errF115W errF150W errF200W errF277W errF356W errF444W
1 0.06334392788310247 0.07346180875742601 0.08818344801258426 0.11011493525874447 0.17418461072752836 0.22054066025191932 0.26447502922132876 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
2 0.006018227311885075 0.00704852753329794 0.00638985041148858 0.011014958379141342 0.025752853917950826 0.03350741796566718 0.03762834883696806 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
3 0.024073337067964818 0.026577801742116252 0.033973822074934754 0.04209241324413154 0.0766882987626867 0.09372998555046674 0.10938247064174157 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
4 0.2507616496251971 0.3071378077093291 0.37071371589073365 0.48109409300647504 0.8477596359802291 1.070162015386836 1.2584945917656207 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
5 1.2224451481308412 1.371212954725099 1.5012694681863024 1.6815398320644046 2.1332378236247043 2.743365773283253 3.2228972704001624 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
6 0.011133390306805373 0.015116041048213407 0.018345016019617345 0.024164344552585572 0.050398658594278806 0.0673819600286576 0.08286567294961716 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
7 0.13669568846862176 0.18842084669226003 0.24420606932733846 0.35402776569977024 0.8175469834524002 1.0227535122156393 1.2256593630343249 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
8 0.008435058827073844 0.011788774601384326 0.013120613382679168 0.01953730798474904 0.0378831147074138 0.05259580935154325 0.06577752796873378 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
9 0.05136365533649078 0.06485718286094719 0.0836559324009708 0.11109086652260626 0.21804229415939091 0.2773562688841173 0.3445615701156363 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
10 0.1095990514714697 0.12538374858383924 0.14442895071891448 0.16212170710087725 0.22342169400087342 0.27711203844254556 0.33559243846474474 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
11 0.13791711630378686 0.1689580387586279 0.20782114294997042 0.27424787057578387 0.4751919903373544 0.6268832584232411 0.7493499807777996 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
12 1.6351215968475132 1.611882606428909 1.573151692029681 1.5585584364492344 1.8774155593883624 2.1426570834731216 2.4511542617787723 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
13 0.023636962373581098 0.0332627017583401 0.041123802827085665 0.05598985322827022 0.10685293197375433 0.1395693296394395 0.1691606750311598 0.001261914688960386 0.0010496149204995424 0.000957260184645276 0.0008730316644803305 0.001261914688960386 0.001261914688960386 0.0016635275422053383
