#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST
111 -0.001528 0.003065 0.005433 0.002819 0.01108 0.002061 0.01517 0.001485 0.01922 0.002025 0.02277 0.00193 0.02267 0.00196 0.05819 0.02552 0.07001 0.103 -0.09015 0.09527 3.670499
112 -4.4e-05 0.002591 0.003381 0.002478 0.004878 0.00182 0.004901 0.001549 0.005011 0.002112 0.005788 0.001885 0.00548 0.001597 -0.0229 0.02434 -0.007449 0.1095 0.03893 0.1041 3.7188000679016113
113 -0.005811 0.005339 0.03085 0.005262 0.05522 0.0038 0.06377 0.003205 0.06749 0.004313 0.08161 0.00394 0.07865 0.004506 0.1778 0.0388 0.3167 0.205 0.266 0.1582 3.8299999237060547
114 0.007865 0.004642 0.007029 0.00276 0.01369 0.002374 0.01584 0.002072 0.01456 0.002653 0.02051 0.003225 0.02551 0.004979 0.06147663 0.08999056 0.1853297 0.05367066 -0.006424182 0.0509608 3.8575
115 0.006247 0.007078 0.02169 0.006366 0.03989 0.004669 0.02993 0.004278 0.02616 0.005017 0.03764 0.004817 0.02773 0.005503 0.0432 0.02179 -0.4091 0.254 -0.4995 0.3028 3.8745
116 -0.002758 0.006304 0.008162 0.004235 0.01154 0.003711 0.01269 0.002343 0.006875 0.003245 0.01148 0.003157 0.01103 0.002994 0.090126 0.1123737 0.01235205 0.141597 -0.1037854 0.1383679 3.93
117 -0.001772 0.004518 0.003192 0.002826 0.006721 0.002397 0.005759 0.001997 0.005132 0.002283 0.006879 0.003243 0.01373 0.0025 0.2186048 0.09712417 0.1516809 0.07545879 -0.07827982 0.06671344 3.932
118 0.002144 0.007445 0.01467 0.006023 0.0276 0.004687 0.04092 0.009248 0.03551 0.01203 0.05568 0.009944 0.07572 0.01572 0.1155653 0.08902951 0.68006 0.1943645 0.6578178 0.1515648 3.9415
119 0.001419 0.001584 0.0009474 0.00147 0.004315 0.001094 0.005013 0.001198 0.005058 0.001601 0.008885 0.001485 0.01243 0.002593 0.07258 0.01539 0.6637 0.8676 0.2589 0.5692 3.9524
120 0.002126 0.00353 0.01943 0.003449 0.0279 0.002418 0.01904 0.002109 0.01677 0.002646 0.01756 0.002427 0.01654 0.002671 0.004487 0.02054 0.02492 0.1066 0.1176 0.1349 3.9715
121 0.003442 0.005652 0.02837 0.005751 0.06013 0.00422 0.07071 0.003686 0.07978 0.005018 0.07921 0.004493 0.08772 0.005772 0.1925 0.03936 0.09437 0.1294 0.0388 0.1292 4.016499996185303
122 0.008426 0.0104 0.1082 0.009555 0.2808 0.006846 0.4342 0.004763 0.5012 0.00631 0.545 0.006532 0.6581 0.007432 0.5415821 0.2302221 0.5001677 0.1854762 0.9102675 0.172451 4.0415
123 0.004685 0.004417 0.006533 0.004251 0.01586 0.003164 0.01561 0.00197 0.01654 0.002709 0.0161 0.002426 0.01828 0.002594 0.06889 0.0339 -0.2223 0.466 -0.2261 0.3275 4.074999809265137
124 -0.0003907 0.006914 0.04194 0.006924 0.09467 0.004991 0.09045 0.004381 0.1044 0.005954 0.09786 0.005331 0.1049 0.006365 0.2695 0.04489 -0.5419 0.7396 -0.307 0.5024 4.088699817657471
125 -0.008742 0.007482 0.01408 0.006084 0.01753 0.004858 0.03109 0.004469 0.02668 0.005595 0.02551 0.005306 0.02265 0.005559 -0.02509235 0.07842937 0.00783979 0.1748831 0.04253004 0.1523052 4.106
126 0.004347 0.003686 0.002481 0.003137 0.003663 0.002244 0.006683 0.002059 0.007286 0.002336 0.008147 0.00237 0.008675 0.002284 0.06334 0.02005 0.02782 0.0925 -0.03472 0.112 4.1277
127 0.0008067 0.003382 0.007058 0.0031 0.01114 0.002764 0.01153 0.002423 0.01321 0.003568 0.01122 0.003433 0.01029 0.002725 0.01457 0.02515 0.2478 0.1022 0.09852 0.08634 4.15
128 -0.00204 0.004403 0.003397 0.003897 0.008146 0.002884 0.01085 0.002014 0.01126 0.002122 0.01433 0.002725 0.01793 0.003563 0.06224462 0.1301917 0.1036197 0.1360257 0.02470321 0.1279292 4.1576
129 -0.0005221 0.004794 0.002158 0.00288 0.009049 0.002435 0.01247 0.00203 0.01239 0.002327 0.01663 0.003268 0.01687 0.002605 0.07096647 0.08879618 0.04947502 0.08605036 0.1208733 0.07594144 4.167
130 -0.002437 0.005927 0.02049 0.005215 0.03951 0.003801 0.03532 0.002571 0.02663 0.003375 0.03364 0.003427 0.03062 0.004066 0.2005558 0.09145816 -0.06539396 0.06765534 0.5772874 0.09464229 4.175
131 -0.0005624 0.003402 0.002739 0.003432 0.00864 0.002588 0.008384 0.002324 0.009627 0.003133 0.00936 0.002825 0.01343 0.002371 0.01935 0.02733 -0.1543 0.2249 -0.1053 0.2075 4.176599979400635
132 -0.002055 0.003775 0.03952 0.00376 0.05995 0.002593 0.05351 0.002382 0.04418 0.002957 0.03908 0.002682 0.03356 0.003654 0.06797 0.02356 -0.1236 0.09768 -0.1513 0.1254 4.18715
133 -0.003059 0.004813 0.006722 0.003682 0.01551 0.002871 0.01552 0.002582 0.008966 0.003199 0.01414 0.003072 0.0179 0.004374 0.06840895 0.07196331 -0.01063933 0.08704145 -0.02468124 0.08024517 4.241999
134 0.003245 0.004841 0.05767 0.004509 0.1195 0.003153 0.1113 0.003333 0.1062 0.004408 0.1087 0.004222 0.108 0.007074 0.08524 0.03075 0.3576 0.08753 0.2585 0.08972 4.268999
135 -0.000338 0.006074 0.001871 0.003939 0.005406 0.0032 0.008233 0.00204 0.008627 0.002262 0.007709 0.003193 0.01207 0.003164 0.2388763 0.09518278 -0.05868863 0.07441179 0.01669241 0.06643581 4.297
136 -0.001322 0.007624 0.08278 0.005932 0.2006 0.00474 0.2042 0.004011 0.1963 0.005018 0.1934 0.004878 0.2111 0.006419 0.4314602 0.0864841 0.5167758 0.1125033 0.5370573 0.1040717 4.305001
137 -0.003256 0.006321 0.004369 0.004527 0.01242 0.003974 0.01038 0.002643 0.007256 0.003413 0.008398 0.003419 0.01203 0.003389 0.026365 0.1051516 -0.06613649 0.108711 -0.05606556 0.08475122 4.362
138 -0.0006184 0.003147 0.0002556 0.002041 0.001979 0.001733 0.004569 0.00151 0.004589 0.001707 0.008822 0.002419 0.0107 0.002045 -0.01338313 0.08718748 0.1845039 0.08431657 0.1626281 0.06126643 4.410501
139 -0.0009122 0.00402 0.01249 0.003762 0.03227 0.002696 0.03527 0.002368 0.03483 0.002941 0.033 0.002708 0.03355 0.005295 0.0004068 0.02091 0.03351 0.1092 -0.03562 0.1116 4.475001
140 -0.000263 0.002832 0.001168 0.00258 0.0009902 0.002365 0.003949 0.002166 0.007285 0.003247 0.005965 0.003126 0.01121 0.002681 0.06873 0.03264 0.1416 0.1032 0.1453 0.09511 4.482
141 -0.003973 0.004165 0.0005585 0.003861 0.02629 0.003635 0.03738 0.003237 0.04085 0.004761 0.03995 0.004584 0.04935 0.005582 0.1507 0.038 -0.1534 0.1744 -0.1745 0.1548 4.591
142 -0.0001146 0.005565 0.0006396 0.003369 0.006859 0.002945 0.008156 0.002476 0.0102 0.00281 0.009817 0.004021 0.01518 0.003496 0.0336599 0.08843156 0.3269324 0.1590216 0.001103407 0.1328913 4.63955
143 0.0182 0.005955 0.006585 0.005436 0.06218 0.003992 0.01547 0.005155 0.02844 0.007038 0.01927 0.007009 0.02258 0.00621 0.06084 0.02978 0.436 0.2035 -0.05642 0.2089 4.7025
144 0.001708 0.003433 0.002333 0.003195 0.01433 0.002416 0.01089 0.002225 0.01181 0.00255 0.01101 0.002583 0.008067 0.002435 0.03533 0.02257 0.04154 0.06959 -0.01637 0.09221 4.707999
145 0.00175 0.002292 0.001782 0.001991 0.005173 0.001434 0.008572 0.00147 0.007172 0.001944 0.008157 0.001933 0.008058 0.001797 0.0476 0.02169 0.09697 0.1052 0.129 0.09611 4.782849
146 -0.004263 0.004581 0.004545 0.003814 0.01767 0.002831 0.01684 0.002087 0.01574 0.002775 0.01378 0.002654 0.01421 0.003249 -0.003319 0.02333 0.09433 0.09179 0.07799 0.08921 4.8012
147 -0.003196 0.00514 -0.0003248 0.003094 0.008375 0.002762 0.0108 0.002327 0.01213 0.002603 0.01531 0.003658 0.01688 0.003771 0.04838348 0.08568995 0.4213131 0.08199088 -0.0222891 0.06521565 4.850001
148 0.01062 0.00832 0.01349 0.006347 0.06312 0.005151 0.06883 0.004517 0.05258 0.005647 0.06434 0.00549 0.05883 0.008209 0.07025234 0.07476913 0.02502169 0.0968374 0.1030024 0.08896741 4.943
149 -0.006556 0.01002 0.001047 0.0101 0.05679 0.007417 0.06328 0.006701 0.07678 0.009211 0.07243 0.008123 0.07837 0.008419 0.08066 0.03194 0.2495 0.1287 0.1612 0.1246 4.965000152587891
150 0.006399 0.003609 0.01415 0.003388 0.03192 0.002492 0.0367 0.00241 0.04349 0.002824 0.03986 0.002803 0.0398 0.003621 0.04675 0.02275 1.026 0.08032 1.13 0.108 4.968
151 0.001134 0.002373 0.0006124 0.001553 0.003669 0.001324 0.005325 0.001149 0.006949 0.001425 0.007984 0.001826 0.007621 0.001268 0.01149213 0.09120117 0.2245037 0.05929661 0.01406898 0.05414004 5.0274
152 0.0004733 0.002665 0.002932 0.002342 0.003794 0.0017 0.004468 0.001717 0.006449 0.002271 0.006739 0.002223 0.005023 0.002065 -0.02244 0.02296 0.1285 0.08336 0.233 0.0817 5.029999
153 -0.001574 0.004996 0.004638 0.004356 0.01777 0.003186 0.02952 0.002111 0.03173 0.003398 0.03021 0.002846 0.03961 0.006998 -0.006210852 0.1000184 0.2631041 0.113484 0.4081697 0.1156058 5.0482
154 0.002448 0.004821 -5.794e-05 0.003814 0.01139 0.002993 0.01308 0.002637 0.01774 0.00327 0.01428 0.003178 0.01299 0.003189 0.1542914 0.08336493 -0.1328127 0.1696773 -0.07459787 0.1187395 5.095401
155 0.001667 0.003383 0.001771 0.003338 0.01111 0.002472 0.0115 0.002213 0.01296 0.002983 0.009099 0.002673 0.00841 0.002254 0.01127 0.027 -0.01169 0.09859 0.02914 0.09828 5.107999801635742
156 -0.04839 0.02259 0.01046 0.01504 0.04949 0.01339 0.07379 0.01269 0.08107 0.01629 0.07597 0.01641 0.1058 0.0169 -0.02258496 0.1352056 0.03442761 0.1716132 0.1580808 0.123416 5.1366
157 0.007405 0.004102 0.009367 0.003956 0.01255 0.002927 0.0241 0.00267 0.02446 0.003333 0.02271 0.003025 0.02696 0.004097 0.0357 0.02285 0.2156 0.07076 0.2606 0.09606 5.1419
158 0.0001002 0.00324 0.001219 0.002988 0.005573 0.002186 0.007468 0.001833 0.008198 0.002471 0.006066 0.00222 0.003261 0.001893 0.03885 0.02487 0.08252 0.1217 -0.01713 0.1126 5.177999973297119
159 -0.006176 0.02705 -0.01138 0.02036 0.04449 0.01658 0.05839 0.014 0.04011 0.0175 0.03292 0.01689 0.0316 0.01693 -0.0168535 0.07007375 0.136695 0.1219273 0.1340747 0.09620416 5.18615
160 -0.01203 0.01196 0.01114 0.01141 0.01557 0.01023 0.02462 0.009196 0.0511 0.01341 0.04295 0.01286 0.04717 0.01124 0.06435 0.03927 0.3759 0.3467 0.51 0.2874 5.233299
161 0.004276 0.009011 -0.005258 0.008248 -0.02598 0.005979 0.0185 0.006716 0.04336 0.008993 0.03446 0.008783 0.02249 0.008056 0.1306 0.02844 0.07518 0.3586 0.07862 0.3882 5.288999
162 -0.001187 0.003666 0.004014 0.003437 0.01062 0.003143 0.01794 0.00272 0.02637 0.004011 0.01697 0.00385 0.02428 0.005232 -0.0508 0.03487 0.06404 0.1048 0.1442 0.08771 5.311451
163 -0.006496 0.008931 0.006672 0.006409 0.01505 0.004862 0.02228 0.004251 0.02078 0.005205 0.01759 0.005046 0.009422 0.005218 0.01324067 0.06834716 0.01722302 0.1318085 -0.134586 0.1155036 5.32
164 0.0005747 0.002476 0.002632 0.002341 0.004584 0.001677 0.005407 0.001706 0.009256 0.00225 0.01193 0.002173 0.007708 0.002016 -0.01107 0.02103 0.3492 0.09148 0.4846 0.08889 5.3825
165 -0.0003869 0.008893 0.002338 0.008241 0.01032 0.006164 0.01683 0.00437 0.01684 0.00592 0.03038 0.005658 0.01802 0.005679 -0.009169776 0.08289076 0.2740068 0.1000083 0.4928179 0.1059215 5.4215
166 -0.008664 0.003858 0.000741 0.002722 0.007114 0.002412 0.01164 0.001762 0.009371 0.002236 0.006311 0.002229 0.007303 0.002223 -0.07997789 0.1142515 -0.1681618 0.08760978 -0.06566381 0.07082476 5.4383
167 -0.004162 0.003672 0.00379 0.003158 0.002972 0.003153 0.006995 0.001941 0.008774 0.002849 0.008988 0.002764 0.007321 0.002397 -0.006245 0.02982 0.4714 0.2918 0.5103 0.202 5.4879
168 0.005928 0.007181 0.004511 0.006599 0.0159 0.004982 0.02518 0.004409 0.02528 0.00555 0.02309 0.00503 0.02011 0.004981 -0.02287 0.02562 -0.2682 0.2084 -0.2956 0.2444 5.52565
169 -0.0006986 0.03851 0.02689 0.03423 0.1849 0.02535 0.4684 0.01767 0.4797 0.02732 0.5094 0.02402 0.5652 0.01688 0.6450224 0.1928757 2.017898 0.1720166 0.4939075 0.1646117 5.535001
170 0.00785 0.006127 0.001035 0.004151 0.01356 0.003625 0.03253 0.002422 0.03424 0.003283 0.03444 0.003249 0.03597 0.004852 0.1059148 0.1160956 0.1576031 0.1206617 0.5351629 0.09971097 5.535001
171 -0.0008943 0.002967 0.0005463 0.001928 -0.0004712 0.001618 -0.0004039 0.002615 -0.001578 0.002226 0.2077 0.005877 0.003423 0.002361 0.0300421 0.1298895 -0.1266146 0.2155791 0.0220271 0.1624039 5.551551
172 0.0006346 0.004244 0.001395 0.003816 0.003315 0.003426 0.008447 0.003152 0.009993 0.004601 0.007291 0.004434 0.008773 0.003841 0.006055 0.02922 0.1551 0.1483 0.08816 0.1284 5.559
173 -0.001023 0.005889 0.003579 0.003843 0.0262 0.003315 0.05448 0.002813 0.043 0.003197 0.05095 0.004475 0.05044 0.004174 0.04841876 0.1131307 0.1154076 0.06830991 0.1473067 0.06018966 5.614001
174 -0.004558 0.01116 0.005465 0.007889 0.09771 0.007124 0.2137 0.004981 0.2287 0.006479 0.2307 0.006383 0.2582 0.00887 0.130452 0.1333853 0.0 -99.0 0.4883531 0.1547164 5.64015
175 0.0008859 0.009757 -0.001587 0.009287 0.01477 0.008524 0.03316 0.007688 0.01108 0.01121 0.03669 0.01085 0.03784 0.009416 0.008306 0.03342 0.01222 0.2383 -0.07618 0.1796 5.7195
176 -0.0004587 0.00488 -0.0002118 0.003141 0.008641 0.00274 0.02465 0.00254 0.02363 0.002815 0.02071 0.004198 0.02125 0.002626 0.005211961 0.09232776 0.1851864 0.05692351 -0.006069872 0.05062605 5.745
177 -0.0005158 0.003678 0.002765 0.002472 0.001811 0.002206 -0.001991 0.001891 -0.0009393 0.002146 0.393 0.004054 0.0001523 0.002002 0.03823013 0.1206929 0.4024148 0.2032543 0.1513831 0.1240989 5.7575
178 -0.003685 0.006077 0.002701 0.004138 0.006708 0.003548 0.01675 0.003194 0.01964 0.004271 0.01056 0.005031 0.01102 0.003607 -0.007753377 0.101211 0.05894079 0.1310035 -0.004661642 0.09620466 5.865
179 -0.001761 0.004307 0.001165 0.003878 0.003103 0.002788 0.001495 0.001884 0.004529 0.002663 0.01494 0.002532 0.01303 0.002441 0.06084811 0.07991756 0.03064072 0.1193621 0.08772233 0.1540552 5.925
180 0.02788 0.01711 0.03856 0.01521 0.04944 0.01111 0.1355 0.0213 0.171 0.02414 0.1648 0.02745 0.1545 0.04451 -0.0626 0.03269 -0.08713 0.1436 0.1905 0.1587 5.955502
181 0.004492 0.01431 0.001538 0.0103 0.008646 0.009026 0.02716 0.006481 0.04123 0.009011 0.01784 0.008417 0.0248 0.008283 0.05355328 0.1122943 -0.1950028 0.2336753 -0.1182052 0.1327763 6.025
182 -0.00202 0.009835 0.0005493 0.007122 0.03061 0.006429 0.1085 0.004583 0.109 0.005921 0.1118 0.005857 0.1133 0.008713 -0.07936791 0.1389535 0.1894436 0.1264004 0.1120778 0.1009602 6.05105
183 0.00141 0.00275 0.001444 0.002548 0.0008368 0.001793 0.01253 0.001881 0.01119 0.002463 0.009238 0.002382 0.01266 0.003263 0.0368 0.02025 0.2093 0.1042 0.2615 0.08855 6.065
184 -0.001008 0.002717 -0.002789 0.00287 0.003317 0.002097 0.01119 0.001921 0.008278 0.002597 0.01213 0.002321 0.01022 0.001978 0.001234 0.02523 0.08207 0.1158 0.05555 0.1144 6.100500106811523
185 0.001736 0.004008 -0.0006722 0.003838 0.003351 0.003498 0.01356 0.003358 0.01164 0.00489 0.02234 0.004715 0.01944 0.004452 0.009664 0.03106 0.1448 0.1267 0.1566 0.09754 6.128249
186 0.002667 0.01792 -0.00331 0.01673 0.02633 0.01528 0.1015 0.01532 0.1163 0.02432 0.1164 0.02173 0.1081 0.01908 0.03725 0.05322 -0.12 0.1618 -0.08825 0.1504 6.171
187 -0.001923 0.003121 -0.00126 0.003098 0.00238 0.002276 0.0105 0.002037 0.01009 0.002748 0.01202 0.002481 0.009957 0.002113 -0.001653 0.02566 0.2034 0.1745 0.08125 0.154 6.171000003814697
188 0.005661 0.006099 0.004137 0.004643 0.01619 0.003686 0.07571 0.005413 0.06345 0.005637 0.06718 0.006636 0.06266 0.01122 0.09259259 0.07280394 0.1546103 0.09628835 0.1551036 0.08932863 6.215
189 0.001162 0.005574 0.000596 0.005181 0.001268 0.003694 0.008996 0.003147 0.006074 0.004254 0.01472 0.003815 0.01375 0.003267 -0.01942 0.03399 -0.07551 0.3089 -0.1066 0.2497 6.255000114440918
190 -0.004321 0.00497 -0.0003903 0.004568 0.001749 0.003289 0.01303 0.002218 0.0112 0.003066 0.01798 0.002945 0.01322 0.00288 0.01083954 0.08642223 0.00574895 0.09118048 0.06118146 0.1134561 6.267999
191 -0.0005227 0.008011 0.001216 0.007136 0.0136 0.005126 0.09249 0.003487 0.08802 0.00468 0.0916 0.004641 0.1027 0.005437 -0.06401575 0.1063462 0.04757478 0.0816306 0.0822755 0.1048627 6.308001
192 -0.003364 0.004667 0.002319 0.003155 0.0005708 0.002751 0.00705 0.00175 0.005913 0.00238 0.007853 0.002376 0.009842 0.002238 -0.001845232 0.0960099 -0.1295039 0.09472307 -0.143492 0.07359009 6.32
193 0.007081 0.01221 -0.004239 0.009197 0.004832 0.007273 0.0388 0.00641 0.02971 0.008014 0.02168 0.0077 0.04166 0.007751 0.06866708 0.08968422 0.03519039 0.1380436 0.3250056 0.12526 6.38955
194 -0.005457 0.006403 0.002156 0.004786 0.001378 0.003529 0.01241 0.003111 0.01203 0.003949 0.006082 0.003772 0.008365 0.003824 0.01745939 0.07422304 0.03874235 0.1033827 0.004897242 0.0954158 6.431151
195 0.000873 0.003957 -0.001113 0.003678 0.0004563 0.002769 0.005522 0.001844 0.009467 0.002586 0.01372 0.002451 0.01098 0.002394 0.00937849 0.08338262 -0.09096904 0.0667033 0.1167506 0.0856756 6.44
196 -0.005095 0.005251 -0.003208 0.003767 -0.0005462 0.003385 0.01585 0.002376 0.01141 0.003038 0.01304 0.003063 0.008431 0.002994 0.04029392 0.0903483 -0.1828741 0.1109523 -0.1612873 0.08432359 6.455001
197 -0.007526 0.009277 0.009894 0.007882 0.009723 0.006058 0.218 0.007046 0.02574 1843000060.0 0.101 0.01001 0.07227 0.009163 0.1780325 0.1114623 -0.8774179 0.4994008 -2.384965 0.4191973 6.456501
198 -0.00238 0.008695 0.006095 0.006143 -0.001879 0.00532 1.074 0.008006 0.4359 0.008918 0.2376 0.008473 -0.00221 0.007496 -0.05878846 0.2018033 0.0 -99.0 0.0 -99.0 6.491551
199 -0.002354 0.004042 3.771e-05 0.003135 0.0006678 0.002707 1.367 0.007295 0.02244 0.00588 0.01436 0.005629 0.008743 0.004845 -0.01755172 0.1421497 0.0 -99.0 -0.5675934 0.649581 6.49195
200 0.005194 0.01325 0.00978 0.01216 0.00408 0.01107 0.09619 0.01012 0.08475 0.01473 0.1019 0.01474 0.1358 0.01151 0.02869 0.05229 0.2247 0.138 0.2813 0.1268 6.5189
201 0.001592 0.007053 0.0038 0.006832 0.001766 0.004849 0.01244 0.004124 0.01153 0.005604 0.02059 0.004968 0.01289 0.004215 0.004045 0.02563 -0.04012 0.2509 0.03664 0.2167 6.601500034332275
202 0.004676 0.004883 -0.003206 0.003532 -0.003361 0.003234 0.007889 0.002035 0.005042 0.002678 0.005589 0.002529 0.006873 0.002529 0.02547095 0.07346902 -0.09642068 0.09110231 -0.09019481 0.08038969 6.637
203 0.003811 0.003698 -0.001615 0.002994 0.001108 0.002399 0.008232 0.002231 0.01191 0.002797 0.003694 0.002681 0.008671 0.002698 0.01336151 0.07429238 -0.03851391 0.08336345 -0.09704023 0.08480012 6.6963
204 -0.008247 0.009259 -0.001714 0.008341 -0.002901 0.006063 0.02547 0.005397 0.02211 0.006697 0.02508 0.006234 0.02973 0.00611 0.02173 0.03639 -0.367 0.1724 -0.3767 0.2059 6.7445
205 0.0006989 0.002738 -0.0022 0.002174 -0.002374 0.001762 0.005431 0.00155 0.004662 0.002 0.004722 0.001843 0.003866 0.001902 0.004926133 0.005774299 0.0009136926 0.02847845 -0.01224993 0.02435865 6.852
206 -0.002941 0.009567 0.001208 0.008874 -0.009764 0.007798 0.04549 0.007063 0.04812 0.01028 0.05544 0.01 0.03269 0.008633 -0.028 0.05014 -0.0435 0.1526 0.02322 0.1114 6.90225
207 0.008584 0.01161 -0.007179 0.009281 -0.004787 0.007439 0.02658 0.006793 0.02847 0.008327 0.03052 0.008102 0.03955 0.00817 -0.1278087 0.08808951 -0.07011745 0.1334282 -0.05097871 0.1174177 6.922
208 -0.01491 0.01851 0.002389 0.01486 -0.008389 0.01219 0.04211 0.01312 0.04777 0.01864 0.04147 0.01597 0.048 0.01681 -0.02974893 0.07656432 -0.1275999 0.1195385 0.06372421 0.1149037 6.9809
209 -0.01097 0.01281 0.002 0.009105 -0.0009232 0.008233 0.02659 0.006051 0.03627 0.008075 0.02277 0.007665 0.04822 0.007782 -0.06391789 0.10646 -0.04381994 0.08787827 -0.03118202 0.079129 7.0386
210 -0.001032 0.005068 1.152e-05 0.005019 -0.001578 0.003646 0.004618 0.003226 0.009358 0.004363 0.01478 0.003917 0.01162 0.0033 -0.03894 0.02427 0.3324 0.1298 0.4059 0.1229 7.054100036621094
211 -0.03542 0.01388 -0.0178 0.01007 -0.01142 0.00902 0.0467 0.00632 0.05109 0.008256 0.06248 0.008121 0.04509 0.008043 -0.09308454 0.1384317 -0.04133737 0.08617525 0.07197571 0.06867703 7.0725
212 0.005293 0.008203 -0.003511 0.007791 -0.003405 0.00711 0.02674 0.009303 0.03587 0.01382 0.03761 0.01333 0.02155 0.01171 0.0244 0.03922 -0.2141 0.1487 -0.2224 0.1245 7.087949
213 -0.01605 0.01478 -0.001323 0.01056 -0.001654 0.009433 0.01863 0.006546 0.02529 0.008628 0.02055 0.00843 0.03365 0.008454 0.07232244 0.09849118 -0.3420988 0.2256904 -0.3178799 0.12253 7.175851
214 -0.002341 0.01713 -0.001727 0.01265 -0.01035 0.0113 0.01776 0.00818 0.02353 0.01041 0.02283 0.01046 0.02528 0.01045 -0.08697845 0.1042208 -0.1718983 0.07843102 -0.08753058 0.06540535 7.188749
215 -0.04948 0.03171 -0.01027 0.02498 -0.01431 0.01952 0.06819 0.01769 0.08316 0.02234 0.08677 0.02173 0.09328 0.02229 0.04523995 0.09157202 -0.07820865 0.1245808 0.05243121 0.1185542 7.19175
216 -0.01115 0.01409 0.002335 0.01229 0.005946 0.009011 0.03674 0.01328 0.06445 0.01745 0.05238 0.01666 0.03804 0.01573 -0.1392 0.02828 0.02879 0.1185 0.01925 0.1229 7.23265
217 -0.0004673 0.004621 -0.004785 0.003296 0.0002713 0.002994 0.008223 0.00208 0.01239 0.002689 0.01309 0.00269 0.01211 0.002675 -0.03573741 0.1066805 0.0 -99.0 0.01364368 0.0813052 7.246999
218 -0.04364 0.03733 -0.02521 0.02606 -0.04504 0.02301 0.09698 0.01881 0.09856 0.02693 0.1586 0.02469 0.1256 0.02635 0.06367607 0.1216923 -0.06662225 0.1673603 0.01229649 0.1484132 7.255
219 -0.003331 0.006627 0.001698 0.0047 -0.004191 0.003999 0.01516 0.002788 0.02322 0.003608 0.01908 0.003579 0.01939 0.003658 0.03052678 0.1156065 -0.1202869 0.08169457 -0.0156054 0.06426731 7.315001
220 0.0004122 0.007788 -0.001317 0.005442 0.002024 0.004915 0.007255 0.003371 0.01247 0.004323 0.007414 0.004338 0.01061 0.004602 0.0004785647 0.09356461 -0.05625362 0.1012669 -0.02298024 0.09382465 7.325
221 0.006358 0.007794 -0.003701 0.007285 0.003396 0.006721 0.01545 0.006134 0.02754 0.009014 0.02731 0.008774 0.01894 0.007595 -0.03463 0.0331 -0.3549 0.7351 -0.5327 0.4285 7.40965
222 -0.007472 0.01242 0.003616 0.01151 0.004962 0.008703 0.01288 0.006021 0.02005 0.00845 0.04518 0.008172 0.02459 0.007822 -0.09852353 0.08794098 0.08439334 0.1210757 0.2249565 0.1218815 7.420051
223 0.01356 0.01928 -0.02344 0.01412 0.005367 0.0116 0.01963 0.01182 0.04139 0.01433 0.03733 0.01409 0.01147 0.01375 -0.00387484 0.07325044 -0.03169926 0.1331157 -0.02797083 0.1188969 7.420051
224 0.00102 0.008218 0.000767 0.005753 -0.009262 0.005092 0.01434 0.003631 0.02349 0.004704 0.01805 0.004719 0.02197 0.004792 -0.01194395 0.1174142 -0.04516118 0.113859 -0.06540111 0.09558275 7.425
225 -0.001792 0.003631 -0.00217 0.00373 0.001023 0.002801 0.01449 0.002533 0.02308 0.003759 0.02458 0.003083 0.02271 0.003462 -0.00839 0.03938 -0.06541 0.2557 -0.01614 0.2306 7.436100006103516
226 1.971e-05 0.007491 -0.005199 0.006847 0.0004938 0.005227 0.01185 0.005063 0.02319 0.006845 0.01563 0.005866 0.01696 0.005826 0.005379 0.0239 0.03363 0.09847 -0.05561 0.111 7.43665
227 -0.03215 0.03518 -0.03377 0.0215 -0.04413 0.02016 0.05204 0.02213 0.06714 0.02951 0.1224 0.0296 0.05851 0.02361 -0.06629625 0.139015 -0.04246763 0.1843825 -0.08511132 0.1543289 7.455001
228 0.0002351 0.01199 -0.00717 0.007804 -0.009312 0.006917 0.01237 0.004655 0.0198 0.005942 0.02121 0.005989 0.02608 0.005972 -0.1313727 0.1081307 -0.1203246 0.1169222 -0.05573057 0.08566342 7.494001
229 0.001979 0.004134 0.0007416 0.003575 0.0002267 0.002637 0.001676 0.002707 0.01271 0.003566 0.01443 0.003441 0.01201 0.003269 -0.003892 0.02605 0.23 0.08441 0.2761 0.09347 7.511151
230 -0.0009825 0.004588 -0.004567 0.004256 0.0008136 0.003135 0.004663 0.002677 0.005981 0.003642 0.01191 0.003274 0.008877 0.00277 -0.05122 0.02759 -0.09371 0.4005 -0.09403 0.2921 7.521999835968018
231 -0.01712 0.01766 -0.004571 0.01499 0.01534 0.01128 0.02742 0.01015 0.04868 0.01225 0.05177 0.01188 0.04763 0.01146 0.01506 0.0288 -0.1285 0.2336 0.0334 0.2584 7.564501
232 0.0121 0.01181 0.0003844 0.008597 -0.003688 0.007532 0.0149 0.005316 0.0285 0.006997 0.02996 0.006891 0.0349 0.007023 -0.04338522 0.1365477 0.0 -99.0 -0.01089177 0.1301664 7.584551
233 0.03234 0.06468 0.01343 0.04571 -0.01711 0.04104 0.1444 0.04736 0.4023 0.07196 0.2376 0.06066 0.235 0.06784 0.04665554 0.1083123 -0.0303796 0.191862 -0.1550222 0.1656888 7.6488
