#ID  z lgM lgSFR magnif
          22      1.4750000      8.0991783       0.6245694213443471      1.9808280
          25      2.3657999      8.0763998      -0.6058786458439158      3.1408839
          29      4.1736002      8.2598972       0.4536916070514394      3.2392139
          33      2.6329999      7.9782448      -0.6348680800861644      3.0521250
          36      1.7483000      8.1616955       1.1010999732547475      2.4381609
          37      4.0865998      8.4662294       0.8669484310680104      3.2002640
          39      4.6698999      8.3660650       0.8918499999576284      2.0063851
          42      2.8411000      9.0536232       0.7492490463786794      1.9259020
          52      2.4879999      7.7748628      -0.1625390297836589      1.7196389
          64      4.4289999      7.2199168      -0.1835446304745005      6.8403592
          65      4.1669998      8.5650406       0.5216538661056234      2.7741721
          67      5.5370002      8.0854721       0.3603304677539541      1.7593319
          68      2.1935999      8.7464409       0.3958591871791555      2.7072980
          71      1.7175000      8.4260359      -0.5739084429210948      2.4787440
          75      2.7300000     10.0319901       1.5195597463184072      2.5259190
          82      2.6480000      8.3916836      -0.2469381339020060      1.6463470
          86      1.3099999      7.4927826       0.2053331189685537      1.9786780
          89      2.1754999      8.3008518      -0.6613247341579722      1.6396720
          91      1.5545000      8.3260632      -0.0929650313324260      1.4754560
          98      1.7309999      8.1149950      -0.1055750644869136      1.5370440
          99      2.2502999      8.1944380      -0.4631229288048075      4.5043092
         108      1.6640000      8.3873911      -0.3523740715450572      2.0979459
         112      1.3530000      6.8512979      -0.4726260251468943      1.4077590
         114      2.3329999      7.9383550      -0.0916802383131312      1.7610370
         120      4.3332000      8.2946243       0.6674494796329213      3.0795889
         122      2.6359999      8.2578526      -0.3125858253902720      4.7246218
         126      1.4990000      7.1270690      -0.2041874325937556      1.2777170
         129      1.6310000      9.0762339       1.0916843467288686      1.5076960
         132      1.9605000      8.8966312       0.5046133451991750      1.3055210
         133      3.9565001      8.8586998       0.4748748593860341      7.0416818
         136      1.5835000      9.2041550       0.4970174186759664      2.2385709
         143      1.5115000      9.1647711       0.1620849721961690      1.6757810
         146      2.3199999      6.4097986      -0.6516392178005503      2.7105689
         161      1.3900000      9.5448847       0.7831723146968557      1.5311190
         163      1.6803000      9.5883312       1.3102635198169423      4.6548500
         164      1.7386000      8.2585201      -0.0894158653086947      1.6553510
         169      4.4740000      9.3204107       0.7885454946094228      1.5727251
         170      1.6100000      8.0163898       0.5153180413776113      4.5875649
         172      2.3329999      8.4601030      -0.0786987788147258      3.5358760
         173      2.2621000      7.4651623      -0.7039962357944773      4.4166241
         175      3.8650000      8.4877043       0.0915249639087392      1.9957690
         176      2.0000999      9.0157347       0.5196474843555166      1.3260740
         177      2.3650000      7.7779226      -0.0387236273950862      1.4551001
         181      3.1786001      8.1104898      -0.4894499129719065      7.3683648
         183      2.5730000      7.5490966      -0.6341313666767405      4.4368992
         185      1.5265000      7.9084964      -0.9610308355755137      1.6320560
         186      1.4245000      7.9432807      -0.7272118277019786      1.7286420
         187      2.9695001      9.2872562       0.9635517650180532      1.5519490
         197      2.3515000      8.5267525      -0.1636150575346278      2.6721590
         201      2.4856999      8.7904062       0.2478152566486074      5.2983661
         205      3.6810989      8.2735882       0.3308189564281179      7.0997372
         206      1.3735000      7.9340229      -1.2693781799740123      1.8892760
         208      4.3527002      7.0703073       0.3007497840457631     10.7082472
         216      2.2600999      8.2677698      -0.1613616890377330      6.6340990
         220      4.0514998      8.1343327       0.5578002982669545     10.0111036
         222      5.0162001      8.7356281       0.0662943177753164      5.3084641
         227      2.5905001      7.4569311       1.4642369800143911      4.8293781
         234      2.6180000      8.7087078      -0.3020626849598216      1.3351250
         236      1.3465000      8.3711681      -0.2113342083162593      2.2824509
         239      2.4019001     10.9766083       1.2208466582828237      1.6336631
         256      2.3036001      8.5746880       1.9897788816028310      3.1791890
         263      5.2487001      9.7851343       0.8670457058482839      1.7155271
         268      4.1448002      7.8724947      -0.1305040068096446     22.7339706
         273      1.3720000      9.8288851       0.8654666595988942      1.5081190
         274      4.3600001      8.4705782      -0.2493387407726573      7.9488621
         276      2.9045000      7.5500250      -0.6342523641056346      6.1944480
         284      2.9885001      8.3378363       0.1497979217105581      6.0177670
         299      4.4973001      9.0116091       0.3668441825442983      1.6931289
         301      1.3720000      8.7741537       0.5026900523238851      1.5170650
         304      2.2414999      8.5418129       0.3914048724704458      1.5325100
         309      5.3020000     10.1731424       3.2933957629733754      1.8277020
         312      4.2500000      8.8980284       0.1142281793885900      1.5529950
         331      4.0064998      9.4093428       0.9005032830768300      1.9855779
         333      1.4220001      8.6132116       0.1754579597049428      2.2041709
         338      1.9339000      9.6466351       0.8633208923869802      1.3900050
         351      1.3735000      8.5501318      -0.2930698043770121      1.6364210
         357      3.6305001      7.6997471      -0.8713641113704966     19.1037807
         360      3.3067000      9.6496773       0.8982039742999746      1.9417410
         361      2.1710000      7.4525270      -0.7705901808208750      5.3548150
         365      2.8599999      8.4626265      -0.2564010269111918      1.7242661
         367      1.5200000      8.6180363      -0.3385698146290110      1.5945020
         375      1.4245000      9.3407173       0.6242216878467275      1.5113760
         377      3.5603001      7.3668470       0.3787717574172689      2.3989460
         383      1.4295000      7.7675467      -1.2253127045101451      9.9500217
         389      5.3575010      7.4493217       0.3975221567683889      1.3877110
         393      2.4765000      8.4653301       0.0129059606128408      1.7365140
         404      1.6950001      8.0626345      -0.6167201942867564      1.3201870
         407      1.3415000      8.0853395      -0.8651876396602916      1.4082210
         412      1.6600000      8.1795073       0.1769228928619100      2.0273249
         416      4.4749999      9.7633924       0.8482961707645131      1.6839300
         418      2.9981999      9.0450420      -0.0619445390171336      2.0824270
         419      1.3738000      7.1210499      -0.4859548754162120      5.3335471
         420      1.3025000      8.3216133       1.1054492049747182      2.2154710
         425      5.2442002      7.6686215       0.1646456771426870      3.5409970
         427      2.6545000      9.1706438       0.6918604426913930      2.0941019
