

    0.146399080459154603E-03    0.390208129882812500E+02    0.894426629288100195E+01    0.919516438455543472E+01    0.346210877987691568E-01    0.924668233992281152E+01    0.185174785364213812E+01    0.305029600858688354E+00
    0.146510800894350302E-03    0.390098533630371094E+02    0.913837235920479785E+01    0.100331397543864114E+02    0.143367683111614852E-01    0.932098948298874852E+01    0.184176215974537039E+01    0.241740524768829346E+00
    0.150563023730504935E-03    0.389458541870117188E+02    0.899572477922711400E+01    0.104128815656729614E+02    0.208947596673429992E+00    0.920006264959990006E+01    0.167034368455074467E+01    0.357117325067520142E+00
    0.149917673752444387E-03    0.389450111389160156E+02    0.914735524329380922E+01    0.103304847742610431E+02   -0.322596798508696825E+00    0.912764577140234756E+01    0.163717395364484397E+01    0.154472962021827698E+00
    0.149473386362470158E-03    0.389415130615234375E+02    0.866609093400641939E+01    0.101365136671243494E+02   -0.593433420376205278E+00    0.875059781465654929E+01    0.157165488741748427E+01    0.289886057376861572E+00
    0.151498907042125645E-03    0.389051589965820312E+02    0.928025952398301612E+01    0.953563246183913726E+01   -0.308665398851430295E+00    0.924756727218882801E+01    0.164053963660685675E+01    0.599354468286037445E-01
    0.151374399584800704E-03    0.388973693847656250E+02    0.839523292195521442E+01    0.998102434226222002E+01   -0.363170615091527038E+00    0.879081730420063678E+01    0.183296288957478959E+01    0.428047448396682739E+00
    0.152829862918290801E-03    0.388687973022460938E+02    0.867154456539815044E+01    0.863605461198644697E+01   -0.290671912447755476E+00    0.903310581247636080E+01    0.180742367291069161E+01    0.292871832847595215E+00
    0.155592578303538680E-03    0.388235321044921875E+02    0.895458571296829753E+01    0.968036680702273422E+01    0.990245921104349058E-01    0.915616643388611529E+01    0.166113359811944661E+01    0.362048596143722534E+00
    0.157923762799999705E-03    0.387843551635742188E+02    0.896391433627083067E+01    0.103283795041980682E+02    0.801362970906271954E-01    0.918955192699809942E+01    0.177145715353523392E+01    0.343220978975296021E+00
    0.160554241893923167E-03    0.387418823242187500E+02    0.877439754247800963E+01    0.897892705805512570E+01   -0.404755619415074541E+00    0.902543967327626362E+01    0.182751683795876874E+01    0.234930858016014099E+00
    0.163356855834997813E-03    0.386978378295898438E+02    0.908982764621227268E+01    0.909489220092321915E+01    0.138573734638072210E-01    0.918072900594027175E+01    0.158393076283877643E+01    0.140589594841003418E+00
    0.164045002522564249E-03    0.386799964904785156E+02    0.902694984893064323E+01    0.946804034261609395E+01    0.822071889696607272E-01    0.917417230339557932E+01    0.164779297145197634E+01    0.304027974605560303E+00
    0.165984393706301137E-03    0.386470565795898438E+02    0.952871431022667359E+01    0.101247911522559360E+02    0.110791254621438462E+00    0.945515929367556929E+01    0.163768914574316837E+01    0.199920870363712311E-01
    0.171337906052325346E-03    0.385741348266601562E+02    0.894616481306047007E+01    0.948261655557645611E+01   -0.385907486676363876E+00    0.896830023781064689E+01    0.157524904741765881E+01    0.190722465515136719E+00
