#ID b_B435 b_V606 b_I814 b_Y105 b_J125 b_JH140 b_H160 b_Ks b_CH1 b_CH2 b_errB435 b_errV606 b_errI814 b_errY105 b_errJ125 b_errJH140 b_errH160 b_errKs b_errCH1 b_errCH2
1 0.07270197045260962 0.09785340671473852 0.1252453020224229 0.18671929438684237 0.2883747481486641 0.33940571631601085 0.3615041919962391 0.41063457224532746 0.5874005257155199 0.6628710549781778 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
2 0.9681051570434298 0.9836204004271186 0.999845882628611 1.088447059218522 1.2268682198193515 1.3285168037111845 1.323352195469307 1.224800519812467 1.0120775661695582 0.7187358036550201 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
3 1.1417669492677054 1.2173813577803816 1.31443495673902 1.7440089756696613 2.6290157148865307 3.181677317203796 3.384794715342322 3.1766462270907105 3.019087406804709 2.7221681115773344 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
4 0.22163290760622473 0.23153610323009866 0.24345745767304908 0.2781426976531427 0.34357359653436625 0.3827250842433568 0.3908480875085304 0.3775085516315783 0.3424503086988277 0.2570563511150166 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
5 1.1763940849887604 1.251463857981213 1.36020104626617 1.8700442267040227 2.976007775805488 3.558786480650934 3.7848620759251723 3.893049397061284 3.94519493960538 3.8173024619168037 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
6 2.169980442793175 2.1627987028209223 2.16729801166873 2.6873584453516526 3.7427949333220947 4.0844191966446015 4.1142649821473 4.228688383789453 3.6854691658936045 3.22303285844694 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
7 0.22965932076144918 0.3115697106299925 0.4190374672404573 0.6883457143138657 1.144421074554584 1.3539502509189558 1.4739670019901905 1.902066391302898 2.3112503100212503 2.317776028278501 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
8 0.08472582704692701 0.1068405257297246 0.13491933788590724 0.2067792389640615 0.345640195705621 0.4380242326653423 0.4850511227057545 0.5032764923678912 0.5977432759590959 0.6110924333720145 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
9 1.4246141270891244 1.3419376807279062 1.238842209500709 1.292916887769506 1.5872544352634466 2.0166978706664787 2.156268026090829 1.494511997158731 1.2554922918467886 1.0337087303130514 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
10 2.1561986420711126 1.974943083675975 1.849073014582034 2.1764555903329676 2.7658871200407638 2.927439551913464 2.946416451750567 2.9750644087148803 2.56041361303184 2.235760096707525 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202 0.000726156109540202
