#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original
26 -0.03795 0.03453 0.1003 0.02215 0.2262 0.01974 0.4796 0.01495 0.5912 0.01886 0.6292 0.01841 0.6116 0.03037 0.4468488 0.2099654 -67.0 -67.0 -67.0 -67.0 1.114 7.0 31.0
27 0.01141 0.009245 0.02034 0.006048 0.08198 0.005412 0.1467 0.00409 0.1852 0.005279 0.2101 0.005149 0.2251 0.004871 0.303787 0.1420237 -67.0 -67.0 -67.0 -67.0 0.90995 7.0 32.0
28 0.04982 0.02113 0.1644 0.01394 0.875 0.01256 1.685 0.008681 2.197 0.0114 2.534 0.01095 2.891 0.01037 4.338667 0.1602999 5.867215 0.1486596 4.283898 0.08871635 0.8915 7.0 33.0
29 0.002103 0.01626 0.0244 0.01053 0.06848 0.009386 0.2019 0.007247 0.2392 0.009544 0.2579 0.009034 0.3046 0.01062 0.2017363 0.1686302 -67.0 -67.0 -67.0 -67.0 1.29645 7.0 34.0
30 0.01642 0.01217 0.05283 0.007921 0.1446 0.007042 0.2383 0.005952 0.3021 0.007484 0.3324 0.007265 0.3378 0.008423 0.5590729 0.1890523 -0.4544759 0.6478541 -0.2991161 0.2699158 0.27 7.0 35.0
31 0.03534 0.01364 0.03704 0.008809 0.04549 0.007692 0.07674 0.005566 0.08064 0.006986 0.0993 0.007007 0.09511 0.01025 -0.03991489 0.150038 0.1714494 0.2188749 0.09084541 0.1382832 1.38 7.0 36.0
32 1.466 0.04108 1.973 0.02742 4.659 0.02403 6.347 0.01724 7.892 0.02208 8.7 0.02087 9.085 0.02045 14.26063 0.271786 20.72132 0.3141602 16.58965 0.1846272 0.99 7.0 37.0
33 0.1044 0.009893 0.2536 0.007161 0.1859 0.005471 0.183 0.005319 0.1862 0.006779 0.1888 0.006617 0.1966 0.009606 0.2312793 0.145711 0.1565482 0.1897757 0.205187 0.1380585 1.66415 7.0 38.0
34 0.0713 0.01172 0.117 0.00778 0.108 0.006561 0.156 0.004522 0.1876 0.005838 0.2495 0.005765 0.2816 0.008276 0.3800524 0.1508998 0.1017934 0.115051 0.06292299 0.1023728 2.02 7.0 39.0
35 0.2501 0.01687 0.2581 0.01094 0.4795 0.009375 0.6108 0.00904 0.6697 0.01169 0.6911 0.01133 0.7189 0.01204 0.3554149 0.1712538 -0.08229548 0.2539134 -0.09477047 0.1666789 0.9641 7.0 40.0
36 0.009238 0.006251 0.01636 0.004133 0.01997 0.003593 0.01728 0.00246 0.02259 0.00317 0.01975 0.00316 0.03025 0.004763 -0.0144246 0.1150353 -67.0 -67.0 -67.0 -67.0 3.107999 7.0 42.0
37 0.2359 0.01256 0.2507 0.008012 0.3066 0.006627 0.4228 0.004712 0.607 0.006446 0.5873 0.005939 0.5521 0.00694 0.5036812 0.1339922 0.582394 0.1407879 0.5977852 0.0976155 1.741 7.0 43.0
38 0.1235 0.01647 0.1919 0.01084 0.2481 0.009326 0.2697 0.006383 0.3189 0.008402 0.4154 0.00825 0.4987 0.01189 0.3255171 0.1847644 0.7064123 0.1955964 0.8224069 0.1321016 2.59625 7.0 44.0
39 0.05527 0.01596 0.0629 0.01056 0.1118 0.009239 0.1801 0.0064 0.205 0.008206 0.1978 0.008125 0.2355 0.01132 0.2207288 0.1638041 0.5891377 0.3002109 0.6321573 0.1822916 1.16155 7.0 45.0
40 0.006518 0.005146 0.003846 0.003486 0.008254 0.002943 0.01568 0.003146 0.02271 0.004117 0.02486 0.003909 0.02231 0.007849 0.004059557 0.1157109 0.05318652 0.1700768 0.08714788 0.1336446 1.651 7.0 46.0
41 0.002212 0.007267 0.01493 0.004819 0.03152 0.004216 0.03979 0.002911 0.04235 0.00375 0.03775 0.003707 0.04523 0.004542 -0.1473682 0.1322572 -0.2252846 0.07653757 -0.1810396 0.06656159 0.09 7.0 47.0
42 0.04394 0.01177 0.04186 0.007594 0.03722 0.006602 0.05796 0.005844 0.0797 0.007612 0.09774 0.007823 0.1108 0.009946 -0.04760942 0.1538642 -0.01287429 0.1347886 0.1083379 0.08851144 1.9295 7.0 48.0
43 0.01058 0.02014 -0.002837 0.0123 0.01999 0.01154 0.0518 0.01372 0.04381 0.01643 0.07131 0.01741 0.07917 0.015 0.0987826 0.1322712 0.3242113 0.1610741 -67.0 -67.0 5.475001 7.0 49.0
44 0.009265 0.01861 -0.001034 0.01208 0.003523 0.01095 0.03824 0.01598 0.04738 0.02283 0.08643 0.02354 0.09237 0.02688 -0.01243971 0.115175 0.001919997 0.07681168 0.02426481 0.06793752 7.497 7.0 50.0
45 0.07781 0.01182 0.0972 0.007736 0.2089 0.006764 0.3364 0.004657 0.3774 0.006175 0.4161 0.005923 0.427 0.006415 0.4473165 0.1470643 0.02879776 0.2254736 -0.01119108 0.140192 0.96985 7.0 51.0
46 0.003393 0.007209 0.009722 0.004668 0.03563 0.004185 0.03141 0.002807 0.0357 0.003605 0.03283 0.003586 0.03615 0.004676 -0.007895132 0.1312768 0.08044682 0.1189112 0.07684099 0.08397618 4.474 7.0 52.0
47 1.128 0.04504 2.55 0.03095 8.48 0.02783 16.3 0.02257 22.71 0.03069 26.56 0.02855 30.34 0.02888 53.53433 0.3275275 80.69812 0.9330987 62.93452 0.4813344 0.9503 7.0 53.0
48 0.01153 0.007112 0.006312 0.004624 0.01009 0.004049 0.02252 0.0028 0.03819 0.003681 0.04375 0.003577 0.05996 0.004923 -0.08234457 0.1256735 0.0216815 0.08743633 -0.06097652 0.07465736 0.3055 7.0 54.0
49 0.2177 0.01368 0.2691 0.009109 0.2807 0.007403 0.3495 0.01025 0.4602 0.01635 0.5575 0.01895 0.6325 0.3328 0.5452772 0.1420377 0.7422662 0.086665 0.6780282 0.0778143 2.125 7.0 55.0
50 0.7417 0.02372 0.9526 0.01528 1.056 0.01257 1.119 0.008992 1.478 0.01169 1.635 0.0112 1.929 0.01321 2.416883 0.2107202 2.069745 0.1822376 2.287283 0.156945 2.351899 7.0 56.0
51 0.01499 0.00727 0.05467 0.00506 0.05825 0.00432 0.06482 0.004182 0.06279 0.005313 0.0766 0.005265 0.08166 0.006514 0.14799 0.1374423 0.1002679 0.08022333 0.18382 0.07240459 3.1955 7.0 58.0
52 0.08928 0.0238 0.1393 0.01541 0.1861 0.01352 0.4313 0.009848 0.8419 0.01264 1.161 0.01244 1.56 0.01665 3.47183 0.2256608 9.47246 0.204322 13.84952 0.1789183 2.35565 7.0 59.0
53 4.046 0.03607 7.405 0.02581 9.726 0.01865 10.29 0.01212 10.26 0.01587 10.26 0.01399 10.22 0.009419 7.102157 0.1415167 -67.0 -67.0 2.229027 0.08969703 0.01 7.0 60.0
54 0.01802 0.008793 0.02914 0.005836 0.06395 0.005102 0.07757 0.003444 0.08211 0.004422 0.08626 0.004357 0.09736 0.006844 0.05734507 0.1365986 -0.06205217 0.08800984 -0.05127616 0.0759028 0.5944 7.0 61.0
55 0.003256 0.01157 0.1208 0.007962 0.1874 0.006816 0.2106 0.00461 0.2161 0.00589 0.2273 0.005816 0.2828 0.0073 0.6796908 0.1638087 0.4732161 0.1024367 0.5370257 0.08338831 3.5065 7.0 62.0
56 0.01112 0.007319 0.02728 0.004781 0.02999 0.004149 0.02756 0.002999 0.03869 0.003872 0.05308 0.003788 0.06037 0.00506 -0.1065375 0.1290306 0.1543233 0.09846697 0.1171879 0.07745598 2.4645 7.0 63.0
57 0.02251 0.009207 0.07554 0.006413 0.1011 0.005449 0.1143 0.003707 0.1168 0.004814 0.1152 0.004685 0.131 0.008032 0.2891613 0.1333859 -67.0 -67.0 0.4681733 0.1732172 3.469 7.0 64.0
58 0.06206 0.01821 0.03967 0.01184 0.08879 0.01037 0.1185 0.007134 0.133 0.009117 0.1127 0.009062 0.1541 0.01068 0.199148 0.1452029 -1.068467 0.4068474 -0.8720136 0.2396784 0.9 7.0 65.0
59 0.01504 0.01598 0.04631 0.01021 0.04161 0.009387 0.03459 0.005036 0.03814 0.006381 0.03528 0.006225 0.03762 0.007449 -0.02234464 0.1196473 0.02869195 0.1648389 -0.02009854 0.1300582 0.321 7.0 66.0
60 -0.002003 0.004569 -4.803e-05 0.003165 0.01554 0.002772 0.0143 0.001937 0.01374 0.002362 0.01245 0.002389 0.01424 0.003016 -0.02805517 0.1166756 0.1596821 0.1567131 0.2031626 0.1245277 4.8295 7.0 67.0
61 0.01863 0.007601 0.02426 0.004998 0.0221 0.004289 0.02787 0.002876 0.03436 0.003718 0.04136 0.003677 0.04777 0.004551 -0.03569474 0.1331453 0.03907695 0.1357216 0.0005800332 0.08265768 2.333 7.0 68.0
62 0.008245 0.005455 0.0256 0.003787 0.0312 0.003194 0.02644 0.002186 0.03005 0.002793 0.02793 0.002766 0.02636 0.003642 0.009591415 0.1178835 -0.2046704 0.09481387 -0.2018008 0.07773696 0.2997 7.0 69.0
63 0.1094 0.01381 0.155 0.008909 0.2338 0.007677 0.4595 0.005298 0.5946 0.007053 0.6175 0.006708 0.6716 0.007523 0.76558 0.1549006 0.6721636 0.1919099 0.7161771 0.1227656 1.4634 7.0 70.0
64 0.05944 0.01164 0.05655 0.007674 0.09943 0.006656 0.2097 0.004619 0.2335 0.005935 0.205 0.005799 0.2279 0.008251 0.3528316 0.1393034 -0.3977753 0.1914384 -0.285538 0.1289305 1.31 7.0 71.0
65 0.002749 0.01653 0.02963 0.01033 0.07131 0.00958 0.1128 0.0052 0.1084 0.006599 0.1222 0.006451 0.1194 0.01276 0.08199631 0.1570857 0.05710844 0.09529212 0.08288954 0.0773895 0.959 7.0 72.0
66 0.02508 0.007605 0.0384 0.004969 0.03078 0.004267 0.02911 0.002876 0.04598 0.003705 0.05362 0.003674 0.09448 0.00497 0.00269327 0.1161139 -0.1038465 0.07845955 0.01184008 0.06611203 2.56 7.0 73.0
67 0.02324 0.01017 0.04296 0.006887 0.05473 0.005925 0.05576 0.006056 0.07333 0.008096 0.0807 0.007992 0.08398 0.01188 -0.03704678 0.1190709 0.07547881 0.09531639 0.06150766 0.08327487 0.355 7.0 75.0
68 0.06624 0.01156 0.1255 0.007966 0.1902 0.006845 0.2463 0.005013 0.282 0.006392 0.2789 0.006194 0.2967 0.008073 0.3793224 0.1504386 0.4633261 0.09663036 0.3205753 0.0779542 0.70365 7.0 76.0
69 0.01858 0.007679 0.008343 0.004543 0.01396 0.00417 0.02004 0.002318 0.02259 0.002882 0.02648 0.002871 0.02602 0.005769 -0.02752692 0.1238501 0.0798686 0.09395682 0.07205238 0.07591237 1.41 7.0 78.0
70 0.04199 0.01189 0.05063 0.007862 0.0603 0.006851 0.08702 0.006668 0.1246 0.008623 0.1409 0.008574 0.2017 0.01128 0.1482798 0.1380764 0.09635917 0.1393305 0.1196287 0.1304396 2.2015 7.0 79.0
71 0.01147 0.01332 0.01978 0.008753 0.05557 0.007678 0.06914 0.005209 0.08187 0.006688 0.08323 0.006633 0.09492 0.009213 0.1677736 0.1560342 -0.2693219 0.1481487 -0.2132437 0.09741473 0.0575 7.0 80.0
72 0.1642 0.01483 0.195 0.009779 0.382 0.008478 0.4992 0.007772 0.5319 0.01005 0.5394 0.009832 0.5395 0.01336 0.5212724 0.1474409 0.2884943 0.177698 0.1514035 0.1504246 0.9453 7.0 81.0
73 0.067 0.01857 0.1245 0.01265 0.2357 0.01105 0.3194 0.01124 0.3436 0.01439 0.3311 0.014 0.3665 0.07986 0.3144749 0.1469616 0.1156503 0.1968403 0.02879666 0.1746657 0.02 7.0 83.0
74 0.008113 0.009362 0.02553 0.006395 0.0286 0.005547 0.0302 0.005393 0.03903 0.00681 0.04829 0.006831 0.06885 0.007013 0.005215295 0.1213468 0.04447856 0.09571941 -0.01852669 0.08584525 2.64035 7.0 84.0
75 0.03204 0.0113 0.03803 0.007525 0.04152 0.006493 0.0553 0.006266 0.07257 0.007959 0.07712 0.007905 0.1236 0.009933 0.1029364 0.1313751 0.04382459 0.1424016 0.008718495 0.1320629 2.385 7.0 85.0
76 0.1608 0.0184 0.1546 0.01231 0.3133 0.01098 0.6009 0.008528 0.6734 0.01175 0.6776 0.01055 0.7383 0.01166 0.862905 0.154956 1.329913 0.08084538 1.520977 0.06575662 1.2435 7.0 86.0
77 0.1656 0.01804 0.2617 0.01204 0.6271 0.01049 0.886 0.00711 1.035 0.009231 1.117 0.008938 1.177 0.01005 1.520433 0.1651141 1.71038 0.1202703 1.206363 0.09720006 0.88605 7.0 87.0
78 0.005539 0.01128 0.01437 0.007586 0.02018 0.006722 0.04699 0.006422 0.07407 0.008252 0.09035 0.008219 0.07371 0.009016 0.07727756 0.1207554 0.1417637 0.133986 0.1130884 0.1067395 1.736 7.0 88.0
79 0.0216 0.01433 0.03269 0.009567 0.01863 0.008274 0.02265 0.005721 0.03733 0.007342 0.0419 0.00731 0.04974 0.008162 -0.05526762 0.1210705 -0.01611566 0.09054232 -0.07938863 0.07684866 2.2125 7.0 89.0
80 0.01446 0.004426 0.01515 0.002774 0.01455 0.002333 0.009846 0.001542 0.0118 0.001964 0.01237 0.001959 0.01361 0.002409 0.1133993 0.1104552 -67.0 -67.0 -67.0 -67.0 2.3365 7.0 90.0
81 0.01558 0.006708 0.02032 0.004359 0.02221 0.003791 0.02099 0.002543 0.03381 0.00325 0.05204 0.00325 0.05931 0.004589 -0.007695188 0.1166138 0.0359479 0.1011059 -0.004089177 0.0817724 2.358799 7.0 91.0
82 0.003932 0.00663 0.02652 0.004543 0.03845 0.003953 0.0365 0.002646 0.03822 0.003379 0.03987 0.003349 0.05088 0.004712 0.07075419 0.1156323 -0.002445441 0.1275615 0.06056978 0.1099181 3.304999 7.0 92.0
83 0.002345 0.01069 0.001767 0.007106 0.01026 0.006275 0.04823 0.004399 0.05341 0.005633 0.04278 0.005577 0.04202 0.006619 -0.01465078 0.1204154 -0.007377551 0.1701261 -0.05058069 0.1608025 6.247249 7.0 93.0
84 -0.001207 0.01281 0.001537 0.008466 -0.00056 0.007518 7.14e-05 0.005345 0.01557 0.006766 0.01246 0.007074 0.02839 0.005476 -0.06822522 0.1062028 -0.02312254 0.09713145 -0.03551629 0.08200146 9.5734 7.0 94.0
85 0.2535 0.01718 0.376 0.01154 0.4231 0.009704 0.4691 0.006784 0.6082 0.008988 0.727 0.008578 0.7854 0.01133 0.9076629 0.1662362 0.9471791 0.09847519 1.030566 0.0908445 2.39 7.0 95.0
86 0.2222 0.01017 0.4705 0.007716 1.025 0.00626 1.424 0.004387 1.682 0.006035 1.865 0.005062 2.097 0.003944 1.70393 0.121669 -6.510118 1.537904 -4.466818 0.618988 0.01 7.0 97.0
87 0.05818 0.01744 0.18 0.01236 0.6809 0.01096 1.242 0.01171 1.686 0.01525 1.713 0.01472 2.019 0.01523 2.788372 0.1708414 3.792501 0.1030451 2.742343 0.07011008 0.949 7.0 98.0
88 0.02 0.007444 0.02675 0.004992 0.02289 0.004325 0.01965 0.003158 0.04009 0.004196 0.04907 0.004246 0.0574 0.005007 -0.02946947 0.1213424 0.09191799 0.09594151 0.05536694 0.08298922 2.245 7.0 99.0
89 0.04642 0.01086 0.06236 0.007268 0.06486 0.006171 0.0872 0.00422 0.1206 0.005416 0.1433 0.005392 0.1509 0.007481 0.1212357 0.133895 -0.04995531 0.2719027 -0.1578355 0.1608638 1.97205 7.0 100.0
90 0.007707 0.006344 0.02646 0.004253 0.0233 0.003619 0.02125 0.002427 0.03139 0.003131 0.03428 0.003098 0.03707 0.004052 -0.1188377 0.1303127 -0.01223375 0.2615099 -0.09101414 0.2119231 0.6953 7.0 101.0
91 0.01981 0.007462 0.02911 0.004982 0.02211 0.004264 0.02582 0.002969 0.026 0.003844 0.02652 0.003793 0.04032 0.004568 0.07241871 0.1218087 0.02009421 0.1273402 0.01905601 0.1093439 2.813 7.0 102.0
92 0.3124 0.02536 0.4764 0.01695 1.149 0.0149 1.987 0.01028 2.498 0.01351 2.773 0.01297 3.001 0.01415 4.136821 0.1946512 5.103325 0.1297076 4.127921 0.09959505 1.033 7.0 103.0
93 0.1773 0.01566 0.2183 0.01035 0.3121 0.008967 0.5483 0.006078 0.8697 0.008079 0.9646 0.007727 1.109 0.008753 1.432585 0.1458252 2.076381 0.09194074 2.342144 0.07808934 1.8325 7.0 104.0
94 0.05901 0.01475 0.0675 0.009659 0.1438 0.008583 0.2174 0.008102 0.2548 0.01045 0.2463 0.01025 0.2691 0.01385 0.1443834 0.1383777 -67.0 -67.0 0.6107367 0.1457034 1.0686 7.0 105.0
95 -0.002321 0.008108 0.005455 0.005477 0.01056 0.004831 0.01688 0.003322 0.01536 0.004358 0.02446 0.004249 0.02446 0.006122 0.02638671 0.1129192 -0.07425665 0.1319205 -0.01798041 0.1181072 0.4925 7.0 106.0
96 0.006439 0.006188 0.009149 0.004033 0.0112 0.003541 0.01642 0.002459 0.01738 0.003115 0.01717 0.003123 0.04378 0.004007 -0.03551697 0.1238111 -0.07208381 0.1371284 -0.09063482 0.1169287 2.794 7.0 107.0
97 0.007751 0.007963 0.05801 0.005584 0.1235 0.004822 0.1435 0.00324 0.1537 0.004199 0.1552 0.004017 0.1618 0.005288 0.2047913 0.1270322 0.04811706 0.1144016 0.08691546 0.09312762 0.6125 7.0 108.0
98 0.009276 0.01149 0.02971 0.007383 0.02996 0.006602 0.03367 0.003894 0.04705 0.00479 0.05711 0.004644 0.07042 0.009467 0.002604521 0.1342989 -0.1565503 0.1590195 -0.3652472 0.1359749 2.1765 7.0 109.0
99 0.0131 0.004727 0.01002 0.002952 0.01408 0.002552 0.01821 0.001742 0.01614 0.002203 0.01766 0.0022 0.01662 0.002431 -0.3927213 0.1186261 -0.170819 0.1047385 -0.04690946 0.07484543 1.13 7.0 110.0
100 0.03966 0.01043 0.02983 0.006802 0.04361 0.005967 0.05669 0.004106 0.05631 0.00529 0.06335 0.005222 0.07197 0.008672 0.03721409 0.1282841 0.04250588 0.1347055 -0.01378365 0.1193529 1.196 7.0 111.0
101 0.01056 0.007045 0.02948 0.004669 0.04338 0.004034 0.0287 0.002681 0.02517 0.003454 0.03045 0.00342 0.04517 0.004369 0.1664513 0.123961 -0.134466 0.08917911 -0.05451775 0.07299667 2.95 7.0 112.0
102 0.005594 0.006921 0.02526 0.004701 0.05039 0.00413 0.07191 0.002829 0.08677 0.003677 0.0882 0.003585 0.09055 0.005079 0.1783223 0.1156449 -0.0874469 0.08943042 -0.08318276 0.07494542 0.159 7.0 113.0
103 0.01096 0.005823 0.005637 0.003652 0.007085 0.0032 0.005976 0.002118 0.00832 0.002745 0.00733 0.002715 0.01237 0.002708 -0.1015705 0.1075701 -0.1429115 0.08629471 -0.09574073 0.07217068 2.3 7.0 114.0
104 0.0276 0.007336 0.03585 0.00485 0.03326 0.004146 0.03799 0.002807 0.04817 0.003637 0.06374 0.00366 0.06807 0.004541 0.06824268 0.12666 -0.01066678 0.08228601 -0.0848562 0.07322112 2.2488 7.0 115.0
105 0.02129 0.007227 0.02714 0.004691 0.03401 0.004047 0.04546 0.002878 0.04726 0.003665 0.046 0.003613 0.05065 0.004625 0.07882006 0.131496 -0.1545949 0.169945 -0.3233679 0.1433208 0.03 7.0 116.0
106 0.05886 0.006696 0.05512 0.00425 0.05704 0.003547 0.05134 0.003479 0.04417 0.004465 0.04877 0.004388 0.04999 0.005669 -0.01264604 0.1194456 -0.006817944 0.1351488 -0.04795291 0.1228572 0.6067 7.0 117.0
107 0.03911 0.009656 0.03124 0.006241 0.03887 0.005424 0.04663 0.005333 0.05723 0.006815 0.0534 0.006707 0.06578 0.00922 -0.108913 0.1276269 -0.02474305 0.1581243 -0.0381317 0.1436795 1.53205 7.0 118.0
108 0.03369 0.006781 0.04361 0.004396 0.04628 0.003696 0.04931 0.002453 0.04997 0.003173 0.04772 0.003099 0.04528 0.00351 -0.1147522 0.1241923 -0.07428968 0.241992 -0.0462445 0.1543198 0.091 7.0 119.0
109 0.01179 0.006077 0.006944 0.003863 0.04917 0.00349 0.04516 0.002329 0.04256 0.002981 0.03724 0.002953 0.04085 0.004169 -0.3042864 0.1218796 -0.08213156 0.08802338 -0.0402474 0.0718386 4.955001 7.0 120.0
110 0.07153 0.01166 0.05071 0.007533 0.1083 0.006517 0.1352 0.004484 0.1545 0.00576 0.1478 0.005682 0.1687 0.007396 0.2482652 0.149321 0.08214109 0.1019869 0.01626875 0.07965584 0.9835 7.0 121.0
111 0.07124 0.01354 0.1016 0.008834 0.1037 0.00752 0.1023 0.005035 0.09669 0.006451 0.1162 0.00642 0.139 0.007681 -0.004657742 0.1642333 -0.08022933 0.237103 0.01709067 0.1508265 2.791999 7.0 122.0
112 0.007191 0.006622 0.02677 0.004574 0.04961 0.004008 0.05199 0.003906 0.05451 0.004983 0.05295 0.004935 0.05485 0.006337 -0.03730156 0.1275224 0.05123525 0.09702034 0.05673765 0.0854606 0.6555 7.0 123.0
113 0.01255 0.007287 0.0226 0.004807 0.02144 0.004118 0.01592 0.002723 0.02445 0.003582 0.03545 0.003511 0.03552 0.005544 -0.105531 0.1356853 -0.0007868328 0.1159136 0.005364831 0.08564548 2.274 7.0 124.0
114 -0.003434 0.007438 0.01049 0.004986 0.02478 0.004459 0.0233 0.002954 0.02196 0.003751 0.02316 0.003757 0.0261 0.005429 0.07596342 0.1125261 -0.05423528 0.08652317 -0.08471043 0.07521059 4.2615 7.0 125.0
115 0.0186 0.005441 0.01721 0.003484 0.01321 0.002966 0.00977 0.001933 0.01086 0.002492 0.00804 0.002465 0.02349 0.003334 -0.05573362 0.1071921 -0.02835548 0.1053447 -0.06102001 0.09185494 2.495 7.0 126.0
