#       id              ff           errff              cov
#
         1    6.695303e+01    3.034165e-01        0.010322
         2    2.355190e-01    2.864345e-01        0.049968
         3    3.608263e-01    1.847499e-01        0.062349
         4    6.391684e-01    1.675300e-01        0.006478
         5    3.383533e-01    2.131383e-01        0.090243
         6    2.269839e-01    1.523374e-01        0.015535
         7    8.590679e-02    1.347244e-01        0.443969
         8    5.253626e-01    1.665918e-01        0.013821
         9    2.537713e+00    2.363712e-01        0.033427
        10    3.220891e+00    1.699173e-01        0.003920
        11    1.237259e-02    1.314453e-01        0.001426
        12    1.084941e-01    1.501786e-01        0.017007
        13    1.129608e+01    3.335873e-01        0.004877
        14    1.377042e+00    1.906972e-01        0.045135
        15    6.857662e+01    1.975443e-01        0.080214
        16    8.141746e+00    1.775203e-01        0.023782
        17    1.367699e+01    2.144704e-01        0.003553
        18   -1.949870e-04    1.341983e-01        0.152045
        19    2.199992e-01    1.327532e-01        0.040423
        20   -8.747364e-04    1.095002e-01        0.007352
        21    1.291100e-01    1.278370e-01        0.011149
        22    2.918151e-01    1.841399e-01        0.006847
        23    1.600747e+00    1.978351e-01        0.140177
        24   -1.086806e-01    1.099251e-01        0.009467
        25    5.264723e-01    1.729432e-01        0.062442
        26   -8.205780e-02    1.255672e-01        0.266795
        27    1.078780e-01    1.549789e-01        0.002286
        28    6.368120e-01    2.747378e-01        0.026225
        29    2.133422e-01    1.274793e-01        0.058473
        30    1.017215e+00    1.417475e-01        0.008283
        31    4.468488e-01    2.099654e-01        0.147084
        32    3.037870e-01    1.420237e-01        0.271995
        33    4.338667e+00    1.602999e-01        0.007335
        34    2.017363e-01    1.686302e-01        0.092509
        35    5.590729e-01    1.890523e-01        0.181425
        36   -3.991489e-02    1.500380e-01        0.101213
        37    1.426063e+01    2.717860e-01        0.004539
        38    2.312793e-01    1.457110e-01        0.058896
        39    3.800524e-01    1.508998e-01        0.019583
        40    3.554149e-01    1.712538e-01        0.042637
        41    1.778510e-01    7.500453e-02        0.000002
        42   -1.442460e-02    1.150353e-01        0.066835
        43    5.036812e-01    1.339922e-01        0.033525
        44    3.255171e-01    1.847644e-01        0.068295
        45    2.207288e-01    1.638041e-01        0.024726
        46    4.059557e-03    1.157109e-01        0.211322
        47   -1.473682e-01    1.322572e-01        0.000029
        48   -4.760942e-02    1.538642e-01        0.025731
        49    9.878260e-02    1.322712e-01        0.240198
        50   -1.243971e-02    1.151750e-01        0.000091
        51    4.473165e-01    1.470643e-01        0.107798
        52   -7.895132e-03    1.312768e-01        0.005861
        53    5.353433e+01    3.275275e-01        0.000699
        54   -8.234457e-02    1.256735e-01        0.006836
        55    5.452772e-01    1.420377e-01        0.007058
        56    2.416883e+00    2.107202e-01        0.008303
        57   -6.590440e-03    1.555706e-01        0.005955
        58    1.479900e-01    1.374423e-01        0.000339
        59    3.471830e+00    2.256608e-01        0.007240
        60    7.102157e+00    1.415167e-01        0.016290
        61    5.734507e-02    1.365986e-01        0.005786
        62    6.796908e-01    1.638087e-01        0.002737
        63   -1.065375e-01    1.290306e-01        0.008030
        64    2.891613e-01    1.333859e-01        0.106669
        65    1.991480e-01    1.452029e-01        0.090013
        66   -2.234464e-02    1.196473e-01        0.189665
        67   -2.805517e-02    1.166756e-01        0.199449
        68   -3.569474e-02    1.331453e-01        0.010632
        69    9.591415e-03    1.178835e-01        0.002014
        70    7.655800e-01    1.549006e-01        0.022986
        71    3.528316e-01    1.393034e-01        0.003709
        72    8.199631e-02    1.570857e-01        0.003919
        73    2.693270e-03    1.161139e-01        0.000492
        74    4.799755e-02    1.457912e-01        0.051943
        75   -3.704678e-02    1.190709e-01        0.007188
        76    3.793224e-01    1.504386e-01        0.002681
        77    1.055646e+00    1.513018e-01        0.124208
        78   -2.752692e-02    1.238501e-01        0.009396
        79    1.482798e-01    1.380764e-01        0.153143
        80    1.677736e-01    1.560342e-01        0.004063
        81    5.212724e-01    1.474409e-01        0.147958
        82    1.099649e-02    1.491993e-01        0.017652
        83    3.144749e-01    1.469616e-01        0.045239
        84    5.215295e-03    1.213468e-01        0.006921
        85    1.029364e-01    1.313751e-01        0.169165
        86    8.629050e-01    1.549560e-01        0.001940
        87    1.520433e+00    1.651141e-01        0.103758
        88    7.727756e-02    1.207554e-01        0.011415
        89   -5.526762e-02    1.210705e-01        0.003652
        90    1.133993e-01    1.104552e-01        0.077362
        91   -7.695188e-03    1.166138e-01        0.007587
        92    7.075419e-02    1.156323e-01        0.113644
        93   -1.465078e-02    1.204154e-01        0.218420
        94   -6.822522e-02    1.062028e-01        0.009425
        95    9.076629e-01    1.662362e-01        0.004884
        96    1.124787e+00    1.901300e-01        0.000014
        97    1.703930e+00    1.216690e-01        0.211454
        98    2.788372e+00    1.708414e-01        0.000015
        99   -2.946947e-02    1.213424e-01        0.007340
       100    1.212357e-01    1.338950e-01        0.009117
       101   -1.188377e-01    1.303127e-01        0.143367
       102    7.241871e-02    1.218087e-01        0.102412
       103    4.136821e+00    1.946512e-01        0.002090
       104    1.432585e+00    1.458252e-01        0.000633
       105    1.443834e-01    1.383777e-01        0.167975
       106    2.638671e-02    1.129192e-01        0.231343
       107   -3.551697e-02    1.238111e-01        0.008308
       108    2.047913e-01    1.270322e-01        0.175292
       109    2.604521e-03    1.342989e-01        0.002983
       110   -3.927213e-01    1.186261e-01        0.007332
       111    3.721409e-02    1.282841e-01        0.179244
       112    1.664513e-01    1.239610e-01        0.000634
       113    1.783223e-01    1.156449e-01        0.008081
       114   -1.015705e-01    1.075701e-01        0.002535
       115    6.824268e-02    1.266600e-01        0.003270
       116    7.882006e-02    1.314960e-01        0.013585
       117   -1.264604e-02    1.194456e-01        0.146642
       118   -1.089130e-01    1.276269e-01        0.128444
       119   -1.147522e-01    1.241923e-01        0.397346
       120   -3.042864e-01    1.218796e-01        0.001629
       121    2.482652e-01    1.493210e-01        0.003508
       122   -4.657742e-03    1.642333e-01        0.227214
       123   -3.730156e-02    1.275224e-01        0.008288
       124   -1.055310e-01    1.356853e-01        0.008485
       125    7.596342e-02    1.125261e-01        0.002910
       126   -5.573362e-02    1.071921e-01        0.006032
       127    1.562183e-01    1.631969e-01        0.065741
       128    4.601420e-02    1.138879e-01        0.002146
       129    8.747129e-02    1.166161e-01        0.004590
       130    1.729224e-01    1.292205e-01        0.231409
       131    1.974525e-02    1.152416e-01        0.082956
       132    1.014018e+01    1.926081e-01        0.000727
       133   -1.454382e-01    1.952493e-01        0.017196
       134    9.351095e-02    1.221288e-01        0.007023
       135    4.790173e-02    1.152678e-01        0.260622
       136   -3.621319e-02    1.228930e-01        0.001938
       137    1.956067e-01    1.404101e-01        0.116532
       138    2.765313e-01    1.477959e-01        0.002143
       139   -2.860139e-02    1.240799e-01        0.185316
       140    6.661689e-02    1.352603e-01        0.004531
       141    1.517395e+02    3.141852e-01        0.000461
       142   -2.087394e-01    1.257255e-01        0.009004
       143    1.719953e-01    1.374961e-01        0.204391
       144    4.394151e-01    1.394025e-01        0.000928
       145    4.908412e-02    1.401983e-01        0.116884
       146    4.366016e-02    1.082673e-01        0.042984
