#       id              ff           errff              cov
#
         1    6.248154e+01    5.207428e-01        0.230343
         2    1.002720e+00    1.255679e-01        0.488351
         3    4.228558e-01    1.115595e-01        0.769589
         4    8.393505e-01    7.747620e-02        0.372446
         5   -3.220251e-01    1.514619e-01        0.417508
         6    3.978160e-01    7.593689e-02        0.486251
         7   -1.135569e+00    1.842443e-01        0.869071
         8    2.600884e-01    8.047792e-02        0.371119
         9    1.113903e+00    1.344966e-01        0.484303
        10    3.464633e+00    9.457357e-02        0.361693
        11    2.299115e-01    8.201870e-02        0.744530
        12    2.649790e-01    8.226330e-02        0.355184
        13    1.075660e+01    1.338390e-01        0.360690
        14    2.353642e+00    1.217960e-01        0.780549
        15    5.378843e+01    7.427702e-01        0.628004
        16    8.874064e+00    1.767890e-01        0.494684
        17    1.720745e+01    1.938963e-01        0.284070
        18   -1.047572e-01    1.064110e-01        0.826491
        19    8.502688e-02    1.016881e-01        0.640387
        20    8.778976e-02    7.527293e-02        0.383759
        21    2.458666e-01    8.697621e-02        0.802534
        22    5.676562e-01    1.770820e-01        1.004276
        23    6.522249e-01    5.335181e-01        0.500513
        24   -2.150154e-02    7.786655e-02        0.561779
        25    1.092072e+00    1.467814e-01        0.406629
        26    2.026790e-02    1.182164e-01        0.835644
        27    6.085379e-01    7.407416e-02        0.384893
        28    6.437833e-01    1.343237e-01        1.042216
        29   -1.162529e+00    3.357961e-01        0.553947
        30    6.085718e-01    7.149234e-02        0.391150
        31    7.861930e-01    1.841941e-01        1.144050
        32   -1.072244e-02    3.523649e-01        1.147438
        33    4.283898e+00    8.871635e-02        0.321333
        34    4.950172e-01    1.836869e-01        1.769162
        35   -2.991161e-01    2.699158e-01        0.532769
        36    9.084541e-02    1.382832e-01        0.582086
        37    1.658965e+01    1.846272e-01        0.280896
        38    2.051870e-01    1.380585e-01        0.715754
        39    6.292299e-02    1.023728e-01        0.664120
        40   -9.477047e-02    1.666789e-01        0.491054
        41    4.679711e-01    5.983968e-02        0.050469
        42    1.328254e-01    1.194514e-01        1.309953
        43    5.977852e-01    9.761550e-02        0.516258
        44    8.224069e-01    1.321016e-01        0.661540
        45    6.321573e-01    1.822916e-01        0.617915
        46    8.714788e-02    1.336446e-01        0.768043
        47   -1.810396e-01    6.656159e-02        0.043262
        48    1.083379e-01    8.851144e-02        0.624305
        49    3.236074e-01    1.202320e-01        1.001852
        50    2.426481e-02    6.793752e-02        0.129855
        51   -1.119108e-02    1.401920e-01        0.587389
        52    7.684099e-02    8.397618e-02        0.243713
        53    6.293452e+01    4.813344e-01        0.044101
        54   -6.097652e-02    7.465736e-02        0.459588
        55    6.780282e-01    7.781430e-02        0.502123
        56    2.287283e+00    1.569450e-01        0.410903
        57    1.759286e-01    8.441016e-02        0.692415
        58    1.838200e-01    7.240459e-02        0.145191
        59    1.384952e+01    1.789183e-01        0.316173
        60    2.229027e+00    8.969703e-02        0.976436
        61   -5.127616e-02    7.590280e-02        0.444629
        62    5.370257e-01    8.338831e-02        0.450220
        63    1.171879e-01    7.745598e-02        0.489473
        64    4.681733e-01    1.732172e-01        0.948158
        65   -8.720136e-01    2.396784e-01        0.495228
        66   -2.009854e-02    1.300582e-01        0.777320
        67    2.031626e-01    1.245277e-01        0.847897
        68    5.800332e-04    8.265768e-02        0.370166
        69   -2.018008e-01    7.773696e-02        0.701752
        70    7.161771e-01    1.227656e-01        0.944079
        71   -2.855380e-01    1.289305e-01        0.356780
        72    8.288954e-02    7.738950e-02        0.368864
        73    1.184008e-02    6.611203e-02        0.255780
        74    9.274169e-03    1.026936e-01        0.673282
        75    6.150766e-02    8.327487e-02        0.493397
        76    3.205753e-01    7.795420e-02        0.295426
        77    1.155656e+01    3.176598e-01        0.429183
        78    7.205238e-02    7.591237e-02        0.383359
        79    1.196287e-01    1.304396e-01        0.815801
        80   -2.132437e-01    9.741473e-02        0.475564
        81    1.514035e-01    1.504246e-01        0.639613
        82   -9.602367e-02    2.167920e-01        0.571083
        83    2.879666e-02    1.746657e-01        0.594970
        84   -1.852669e-02    8.584525e-02        0.464290
        85    8.718495e-03    1.320629e-01        0.795872
        86    1.520977e+00    6.575662e-02        0.147721
        87    1.206363e+00    9.720006e-02        0.664732
        88    1.130884e-01    1.067395e-01        0.695244
        89   -7.938863e-02    7.684866e-02        0.601828
        90    6.868297e-02    1.255705e-01        1.110157
        91   -4.089177e-03    8.177240e-02        0.450716
        92    6.056978e-02    1.099181e-01        0.710161
        93   -5.058069e-02    1.608025e-01        0.880559
        94   -3.551629e-02    8.200146e-02        0.368709
        95    1.030566e+00    9.084450e-02        0.756781
        96    6.737858e-01    6.607086e-02        0.048762
        97   -4.466818e+00    6.189880e-01        0.904289
        98    2.742343e+00    7.011008e-02        0.037703
        99    5.536694e-02    8.298922e-02        0.426337
       100   -1.578355e-01    1.608638e-01        0.382694
       101   -9.101414e-02    2.119231e-01        0.789715
       102    1.905601e-02    1.093439e-01        0.717642
       103    4.127921e+00    9.959505e-02        0.357482
       104    2.342144e+00    7.808934e-02        0.224434
       105    6.107367e-01    1.457034e-01        0.846006
       106   -1.798041e-02    1.181072e-01        0.779899
       107   -9.063482e-02    1.169287e-01        0.389857
       108    8.691546e-02    9.312762e-02        0.724139
       109   -3.652472e-01    1.359749e-01        0.318308
       110   -4.690946e-02    7.484543e-02        0.511459
       111   -1.378365e-02    1.193529e-01        0.763707
       112   -5.451775e-02    7.299667e-02        0.424183
       113   -8.318276e-02    7.494542e-02        0.366700
       114   -9.574073e-02    7.217068e-02        0.481014
       115   -8.485620e-02    7.322112e-02        0.265656
       116   -3.233679e-01    1.433208e-01        0.370126
       117   -4.795291e-02    1.228572e-01        0.904760
       118   -3.813170e-02    1.436795e-01        0.661525
       119   -4.624450e-02    1.543198e-01        0.785847
       120   -4.024740e-02    7.183860e-02        0.507609
       121    1.626875e-02    7.965584e-02        0.532326
       122    1.709067e-02    1.508265e-01        0.822671
       123    5.673765e-02    8.546060e-02        0.655913
       124    5.364831e-03    8.564548e-02        0.603927
       125   -8.471043e-02    7.521059e-02        0.359120
       126   -6.102001e-02    9.185494e-02        0.600199
       127   -2.137164e-01    1.476396e-01        0.470566
       128   -2.556009e-01    1.148848e-01        0.436854
       129   -1.193931e-01    8.052585e-02        0.599654
       130   -2.817721e-02    1.522565e-01        1.191105
       131    3.943802e-02    1.289101e-01        0.660066
       132    1.034821e+01    1.411052e-01        0.322592
       133    2.236772e-01    7.763728e-02        0.424064
       134   -1.904651e-01    8.877788e-02        0.647589
       135   -5.006653e-02    1.484193e-01        1.267433
       136    1.278972e-02    6.582256e-02        0.313658
       137    7.375631e-02    1.191816e-01        0.613531
       138    1.093368e+00    1.006889e-01        0.190814
       139    1.756883e-01    1.777172e-01        1.041959
       140    6.357999e-01    8.233492e-02        0.236453
       141    7.350909e+01    4.985580e-01        0.044827
       142    2.861642e-02    1.170503e-01        0.991164
       143    2.271400e-01    2.220698e-01        0.566143
       144    3.163058e-01    6.705857e-02        0.301828
       145    8.319566e-02    1.037903e-01        0.808991
       146   -6.506688e-02    9.034339e-02        0.742622
       147   -7.479405e-02    8.494354e-02        0.704143
       148   -1.913377e-02    1.285955e-01        0.908715
       149    2.389417e-01    7.631737e-02        0.348779
       150   -8.769610e-02    7.423272e-02        0.225483
       151    1.586930e-01    1.276283e-01        0.655516
       152    8.474122e-02    7.740886e-02        0.325760
       153    2.638142e-01    7.728195e-02        0.506652
       154    3.250851e-02    1.306235e-01        0.625799
       155   -5.992074e-02    6.536034e-02        0.222526
       156    6.531584e+00    1.296716e-01        0.299530
       157   -2.444456e-02    8.709407e-02        0.736619
       158    1.067346e+01    1.353827e-01        0.148152
       159   -7.861947e-02    7.839091e-02        0.469919
       160   -6.411247e-02    8.580600e-02        0.378300
       161    1.349255e+00    9.815315e-02        0.181786
       162   -1.415547e-03    1.731849e-01        0.532446
       163   -6.237168e-02    1.185156e-01        0.806018
       164    2.268204e-01    1.256965e-01        0.823307
       165    4.192107e-03    9.171948e-02        0.421512
       166    3.745563e-01    6.838042e-02        0.299754
       167    2.411260e-01    1.670982e-01        0.538191
       168   -1.330449e-01    8.439080e-02        0.219872
       169    1.484472e+00    9.843144e-02        0.526798
       170    4.199081e+01    4.874302e-01        0.134502
       171    1.004753e-02    1.251498e-01        0.722832
       172   -2.016803e-02    1.024131e-01        0.755621
       173    3.028589e-01    1.449764e-01        0.911405
       174    2.437365e-01    8.044021e-02        0.850338
       175   -2.116417e-01    1.306079e-01        0.708382
       176   -6.874796e-02    1.123356e-01        0.628029
       177    1.350087e-02    1.275717e-01        0.981268
       178    5.856990e+01    5.554911e-01        0.153411
       179    1.275822e-01    1.232542e-01        0.569766
       180    7.456460e-02    9.327551e-02        0.558094
       181   -2.199266e-02    9.065065e-02        0.495544
       182    1.127111e-01    8.877441e-02        0.616121
