    0.950823919225722136E+01    0.965569913387298584E+01   -0.116651967433274706E+01    0.117029771804809570E+02    0.984817743301391602E-01    0.177300739288330078E+01   -0.118453750988800000E+14   -0.570378062280500497E+01    1
    0.724056585353370696E+01    0.785059168934822083E+01   -0.566943555729562121E+00    0.118553897142410278E+02    0.995200574398040771E+00    0.335039556026458740E+00   -0.491954162892800000E+13   -0.570711395613835482E+01    1
    0.688335526648651275E+01    0.100035638213157654E+02   -0.162790466996365168E+01    0.116541568040847778E+02    0.645943880081176758E+00    0.196145808696746826E+01   -0.656764043264000000E+12   -0.571044728947168334E+01    1
    0.630333645694024458E+01    0.869841358065605164E+01    0.462021081476677864E-01    0.119366019368171692E+02    0.179442286491394043E+01    0.311818033456802368E+00   -0.576500662272000000E+12   -0.571378062280501098E+01    1
    0.713037375006745666E+01    0.848352506756782532E+01   -0.170834404399787942E+01    0.903860837221145630E+01    0.125440657138824463E+00    0.106937599182128906E+01   -0.129755852800000000E+11   -0.571711395613834394E+01    1
    0.798024721830570449E+01    0.765934044122695923E+01   -0.166712013796050584E+01    0.988352882862091064E+01    0.174073576927185059E+00    0.111414766311645508E+01   -0.592488140800000000E+10   -0.572044728947168135E+01    1
    0.755050691882460612E+01    0.828573036193847656E+01    0.175247685478460369E+00    0.918438482284545898E+01    0.199727118015289307E+00    0.554713606834411621E+00   -0.365060864000000000E+10   -0.572378062280502586E+01    1
    0.600178831305768057E+01    0.961266097426414490E+01    0.224219241392937363E+00    0.110602943301200867E+02    0.227326333522796631E+01    0.368297874927520752E+00   -0.333310080000000000E+10   -0.572711395613835883E+01    1
    0.768628892208702030E+01    0.894184809923171997E+01   -0.191941357286822978E+01    0.113894382119178772E+02    0.172683030366897583E+01    0.624761104583740234E+00   -0.309141734400000000E+10   -0.573044728947169002E+01    1
    0.693237644813352194E+01    0.923651251196861267E+01   -0.204483394814611330E+01    0.104717073440551758E+02    0.112296760082244873E+01    0.927669405937194824E+00   -0.117123161600000000E+10   -0.573378062280501766E+01    1
    0.607387379475166522E+01    0.935870322585105896E+01   -0.148376419302647378E+01    0.111624996066093445E+02    0.357567608356475830E+01    0.247332140803337097E+00   -0.103935564800000000E+10   -0.573711395613834529E+01    1
    0.770093885431783409E+01    0.860389143228530884E+01   -0.267221371479084979E+00    0.116983625888824463E+02    0.500271409749984741E+01    0.184323370456695557E+00   -0.965516736000000000E+09   -0.574044728947167915E+01    1
    0.766536780544506957E+01    0.927715513110160828E+01   -0.325582165126547807E-02    0.118518916368484497E+02    0.483602553606033325E+01    0.375371724367141724E+00   -0.945039808000000000E+09   -0.574378062280501744E+01    1
    0.658360183340924365E+01    0.733693444728851318E+01   -0.191799350417675996E+01    0.114431760907173157E+02    0.667856723070144653E+01    0.652890875935554504E-01   -0.905417344000000000E+09   -0.574711395613836196E+01    1
    0.819812337441487848E+01    0.806798046827316284E+01   -0.197134428471619572E+01    0.119215331673622131E+02    0.276041239500045776E+01    0.783201634883880615E+00   -0.684412032000000000E+09   -0.575044728947169581E+01    1
    0.801277555394611340E+01    0.962706780433654785E+01   -0.145855114306083067E+01    0.111480441689491272E+02    0.159967929124832153E+01    0.814751267433166504E+00   -0.570712896000000000E+09   -0.575378062280501634E+01    1
    0.726793846556716794E+01    0.902281624078750610E+01   -0.192941542264864552E+01    0.632948762178421021E+01    0.147029757499694824E-01    0.251004844903945923E+00   -0.446730912000000000E+09   -0.575711395613834398E+01    1
    0.802188881555007072E+01    0.785629776120185852E+01   -0.128683383907955218E+01    0.119074574112892151E+02    0.388718336820602417E+01    0.649704754352569580E+00   -0.366405696000000000E+09   -0.576044728947168139E+01    1
    0.631646149496402654E+01    0.883206859230995178E+01   -0.178104170924768823E-01    0.116508189439773560E+02    0.590455234050750732E+01    0.446856409311294556E+00   -0.305668064000000000E+09   -0.576378062280501613E+01    1
    0.680587122048853566E+01    0.745572513341903687E+01   -0.293027225379194789E+00    0.101920835375785828E+02    0.184995174407958984E+01    0.321706175804138184E+00   -0.268514464000000000E+09   -0.576711395613835531E+01    1
    0.758215448509741741E+01    0.905984854698181152E+01   -0.115612801018905387E+01    0.115438559651374817E+02    0.401007235050201416E+01    0.751391470432281494E+00   -0.188835840000000000E+09   -0.577044728947169805E+01    1
    0.786491708872884843E+01    0.102116360068321228E+02   -0.165478011725613783E+01    0.107282143831253052E+02    0.185770064592361450E+01    0.346226453781127930E+00   -0.180977856000000000E+09   -0.577378062280503279E+01    1
    0.653420289218991002E+01    0.802342149615287781E+01   -0.103479932673972996E+01    0.107488740682601929E+02    0.397829174995422363E+01    0.198574095964431763E+00   -0.167497312000000000E+09   -0.577711395613835421E+01    1
    0.896591958921679399E+01    0.734164896607398987E+01    0.173366133801327038E+00    0.111042910814285278E+02    0.627462565898895264E+00    0.478010505437850952E+00   -0.161014704000000000E+09   -0.578044728947167474E+01    1
    0.648693293774073254E+01    0.824562430381774902E+01    0.242126097307192367E+00    0.112705561518669128E+02    0.669636279344558716E+01    0.247443974018096924E+00   -0.148311072000000000E+09   -0.578378062280501393E+01    1
    0.704464760390196432E+01    0.807909616827964783E+01   -0.197867508356409161E+01    0.117428562641143799E+02    0.104526829719543457E+02    0.123032592236995697E+00   -0.122532824000000000E+09   -0.578711395613835577E+01    1
    0.833439614011632557E+01    0.831789106130599976E+01   -0.164386339730498321E+00    0.958378815650939941E+01    0.331670343875885010E+00    0.152169620990753174E+01   -0.919640720000000000E+08   -0.579044728947169407E+01    1
    0.864338969197511808E+01    0.100962956249713898E+02   -0.248893945205917788E+00    0.111398768424987793E+02    0.204633951187133789E+01    0.420223414897918701E+00   -0.684033520000000000E+08   -0.579378062280503325E+01    1
    0.706090158395614420E+01    0.848383632302284241E+01   -0.201937370580625242E+01    0.117381811738014221E+02    0.756302297115325928E+01    0.473016798496246338E+00   -0.573269800000000000E+08   -0.579711395613835734E+01    1
    0.710078621556537914E+01    0.785630401968955994E+01    0.752057272869350868E-01    0.108238874673843384E+02    0.553403556346893311E+01    0.176123321056365967E+00   -0.492289280000000000E+08   -0.580044728947169297E+01    1
    0.677979509625402343E+01    0.883928880095481873E+01    0.248036684412475950E+00    0.955758845806121826E+01    0.157423138618469238E+01    0.853815749287605286E-01   -0.414932000000000000E+08   -0.580378062280502593E+01    1
    0.692339823980531754E+01    0.934531173110008240E+01   -0.133125164797523610E+01    0.106882806420326233E+02    0.450888007879257202E+01    0.290387719869613647E+00   -0.402858560000000000E+08   -0.580711395613834647E+01    1
    0.768237290508331405E+01    0.938505145907402039E+01   -0.209502058046487605E+01    0.118373782038688660E+02    0.409213989973068237E+01    0.189400410652160645E+01   -0.299303340000000000E+08   -0.581044728947168032E+01    1
    0.616062144361224995E+01    0.960260337591171265E+01   -0.740595197259551696E+00    0.114383837580680847E+02    0.109863656759262085E+02    0.263173699378967285E+00   -0.176683760000000000E+08   -0.581378062280502572E+01    1
    0.606557875982549977E+01    0.990054348111152649E+01   -0.166323572723741009E+01    0.103681185245513916E+02    0.456879079341888428E+01    0.123401314020156860E+00   -0.171778900000000000E+08   -0.581711395613836935E+01    1
