    0.814271922133696080E+01    0.810388318008660669E+01   -0.201566032957832109E+01    0.894685032241806866E+01    0.280730359142765717E+01    0.318895220756530762E+00   -0.209035377502441406E+02
    0.781166580200706395E+01    0.784074581579469143E+01   -0.192060441459746190E+01    0.864839301612030198E+01    0.279839467900496741E+01    0.272690087556838989E+00   -0.198729743957519531E+02
    0.744701039752163929E+01    0.751469153248182309E+01   -0.172324739611067845E+01    0.836716451633449054E+01    0.271124483584255360E+01    0.231531009078025818E+00   -0.196806297302246094E+02
    0.809186054644917796E+01    0.915810101693719680E+01   -0.205161704964318892E+01    0.881307490445350794E+01    0.290129535832590157E+01    0.270418733358383179E+00   -0.196339015960693359E+02
    0.821299435126372046E+01    0.874409062153169891E+01   -0.201855393131077854E+01    0.886324893476947295E+01    0.282813872864560656E+01    0.196600854396820068E+00   -0.195511436462402344E+02
    0.758252857686561654E+01    0.814221306425991465E+01   -0.194061616088175959E+01    0.843180624319385608E+01    0.270998238336066866E+01    0.202719092369079590E+00   -0.194453239440917969E+02
    0.813635944350876805E+01    0.999897504765047707E+01   -0.192598103037532953E+01    0.880036344750398314E+01    0.268221171726571583E+01    0.307481467723846436E+00   -0.192997646331787109E+02
    0.827326431751995983E+01    0.931776556071359785E+01   -0.180430688249874538E+01    0.892693410682169564E+01    0.295125124026481034E+01    0.249085143208503723E+00   -0.192510776519775391E+02
    0.687670625233463717E+01    0.936459567669552762E+01   -0.203176593400722894E+01    0.800131133049761445E+01    0.281689233196726407E+01    0.908545181155204773E-01   -0.191743850708007812E+02
    0.790874528840006263E+01    0.102549310246542866E+02   -0.131796753975585279E+01    0.851478516619876480E+01    0.289809313980473515E+01    0.153371647000312805E+00   -0.190203227996826172E+02
    0.783439405723563542E+01    0.859994610681125238E+01   -0.140009891752867799E+01    0.856009107214410925E+01    0.291789456871263297E+01    0.205581545829772949E+00   -0.189139595031738281E+02
    0.840009005703070599E+01    0.970053807027903403E+01   -0.199385337968666954E+01    0.901339527368928906E+01    0.290009614751015432E+01    0.261492758989334106E+00   -0.188501815795898438E+02
    0.747440477663737735E+01    0.844746116643694123E+01   -0.208706239860597131E+01    0.836041007168119954E+01    0.269251718997352807E+01    0.200726941227912903E+00   -0.188122768402099609E+02
    0.821705049470797100E+01    0.998572455791561175E+01   -0.203526837247810644E+01    0.878418998006647911E+01    0.253746440862116973E+01    0.245698183774948120E+00   -0.187626571655273438E+02
    0.762639171288696716E+01    0.752485751708271344E+01   -0.174402069787613012E+01    0.856919679963943892E+01    0.286692834912301864E+01    0.260042905807495117E+00   -0.187219161987304688E+02
    0.839151881139402178E+01    0.972267202451165424E+01   -0.146486099908034428E+01    0.891669184447315644E+01    0.291859498374751869E+01    0.176366537809371948E+00   -0.186322402954101562E+02
    0.798271718349460002E+01    0.894415122847772359E+01   -0.199895976878419912E+01    0.875544817077364179E+01    0.289210085719362109E+01    0.280799448490142822E+00   -0.185876197814941406E+02
    0.765825346704494070E+01    0.917729980897973974E+01   -0.199837410179090869E+01    0.846538867269834405E+01    0.262949049228775600E+01    0.253138303756713867E+00   -0.185192871093750000E+02
    0.787833720033043594E+01    0.100019126861420595E+02   -0.161295041698150676E+01    0.853036245017980477E+01    0.268549650295507503E+01    0.225731715559959412E+00   -0.185040206909179688E+02
    0.763146032817974707E+01    0.104508946384000261E+02   -0.203778844901478795E+01    0.839419980375511443E+01    0.261936805116086679E+01    0.185529559850692749E+00   -0.184399490356445312E+02
    0.794684021912787841E+01    0.100609398485871040E+02   -0.205429383643497898E+01    0.859368718982544522E+01    0.253216661431116830E+01    0.244943425059318542E+00   -0.182968730926513672E+02
    0.775017440977320149E+01    0.768244548074559663E+01   -0.178179950436450274E+01    0.857629106830863819E+01    0.285362353995204598E+01    0.184795483946800232E+00   -0.182812347412109375E+02
    0.745478804171568310E+01    0.807577028048444667E+01   -0.182876296743124978E+01    0.828465765828939915E+01    0.266796006566088861E+01    0.188879981637001038E+00   -0.182734584808349609E+02
    0.810416212744157782E+01    0.955676857247644307E+01   -0.130725218296796575E+01    0.869990827166966696E+01    0.294845081843575541E+01    0.166914328932762146E+00   -0.181409320831298828E+02
    0.824690380289591829E+01    0.927238499712492192E+01   -0.186370701654850635E+01    0.882042506581852948E+01    0.277624380154771977E+01    0.195487827062606812E+00   -0.180864582061767578E+02
    0.809944313827802631E+01    0.915524337049762060E+01   -0.191614893101333705E+01    0.876431507039185576E+01    0.273021740831446502E+01    0.283215433359146118E+00   -0.180620536804199219E+02
    0.812939665549109058E+01    0.820522448502333113E+01   -0.193883659149357612E+01    0.887934826103416164E+01    0.282779701000363426E+01    0.292489558458328247E+00   -0.180226001739501953E+02
