

    0.387683547201265800E-12    0.811195831298828125E+02    0.824206551612762439E+01    0.844018720942554701E+01   -0.189762440100818841E+01    0.890797790831648229E+01    0.270321953102810975E+01    0.342548191547393799E+00
    0.397902698756989417E-12    0.810601119995117188E+02    0.798479440292231413E+01    0.780363415172759645E+01   -0.849291371103784387E+00    0.663135772481294961E+01    0.254073660567063542E+00    0.340381979942321777E+00
    0.403813510032745739E-12    0.810231857299804688E+02    0.846564825323194903E+01    0.908423815281814129E+01   -0.170383524129137576E+01    0.893319388592015429E+01    0.262129348141434804E+01    0.192597419023513794E+00
    0.411329775750158401E-12    0.809788665771484375E+02    0.738224744325507842E+01    0.101321178286564457E+02   -0.177689580988189988E+01    0.831908553499425807E+01    0.277631061236310517E+01    0.258468180894851685E+00
    0.410798958270769854E-12    0.809740142822265625E+02    0.792623072185154687E+01    0.886415730446336170E+01   -0.514519400835317775E+00    0.640483466711262928E+01    0.272116294696845729E+00    0.442777238786220551E-01
    0.423547360795570407E-12    0.809054565429687500E+02    0.810419324514078809E+01    0.101058331908349217E+02   -0.168197809485861938E+01    0.868045275794684024E+01    0.249462351781332048E+01    0.260062158107757568E+00
    0.431034486490633865E-12    0.808629760742187500E+02    0.756619307745512870E+01    0.852864965920643847E+01   -0.174514968261120607E+01    0.832138066906579965E+01    0.251611432740588814E+01    0.269691765308380127E+00
    0.436880479641305594E-12    0.808285980224609375E+02    0.737953236683210889E+01    0.919978075706582388E+01   -0.161798475534005459E+01    0.817444740706780948E+01    0.272632820054292591E+01    0.135511472821235657E+00
    0.468017343967184732E-12    0.806834716796875000E+02    0.806738475270628363E+01    0.972994297426279076E+01   -0.103120493905143484E+01    0.684400932804100037E+01    0.349405839679459596E+00    0.261655896902084351E+00
    0.471485642968339517E-12    0.806612701416015625E+02    0.806935312978331254E+01    0.100882372035823860E+02   -0.154748946529857312E+01    0.867236410285116932E+01    0.287854548015995571E+01    0.226867333054542542E+00
    0.480056358291684703E-12    0.806178054809570312E+02    0.766002749078797152E+01    0.100172430573099636E+02   -0.161708584805024058E+01    0.844219585289183172E+01    0.277685430170855652E+01    0.285287886857986450E+00
    0.515824522475634606E-12    0.804666442871093750E+02    0.778981310210156508E+01    0.887163515997051277E+01   -0.204568482167380195E+01    0.864159176259586026E+01    0.255825827297638675E+01    0.438228338956832886E+00
    0.525716382380059818E-12    0.804212188720703125E+02    0.718162859233579809E+01    0.935488318231267790E+01   -0.208180387427593416E+01    0.810904835592004147E+01    0.276229583494581066E+01    0.130481421947479248E+00
    0.531143852426181218E-12    0.803932418823242188E+02    0.718498037141642154E+01    0.788843206391275675E+01   -0.150894930964539675E+01    0.815535558383907322E+01    0.283943974838561264E+01    0.189201921224594116E+00
    0.539105923485471963E-12    0.803560485839843750E+02    0.833097234657977204E+01    0.863589184191307169E+01   -0.164319047228342452E+01    0.899490469343305676E+01    0.303416254888028813E+01    0.226567715406417847E+00
    0.569097692775044106E-12    0.802403335571289062E+02    0.815660372280095736E+01    0.787319923608408079E+01   -0.199473472929180207E+01    0.904428423313510343E+01    0.269993799652898181E+01    0.422559320926666260E+00
    0.567810671865427409E-12    0.802374267578125000E+02    0.745255530513247333E+01    0.875288054303234375E+01   -0.182489308123683713E+01    0.829765128816477571E+01    0.293683121050353346E+01    0.119259804487228394E+00
    0.574309895712929424E-12    0.802072296142578125E+02    0.891217273507898078E+01    0.950411882563805754E+01   -0.188643701191157920E+01    0.934908497243553605E+01    0.306756900308892977E+01    0.623918808996677399E-01
    0.615358837195133104E-12    0.800617218017578125E+02    0.863153529559553689E+01    0.985450787047467003E+01   -0.193441018216488581E+01    0.905880921301797315E+01    0.265429734296078124E+01    0.188462048768997192E+00
    0.637821175825951327E-12    0.799825820922851562E+02    0.822951703306455151E+01    0.921042390170864600E+01   -0.121529914383051540E+01    0.869895042339934221E+01    0.275144114762770542E+01    0.130539968609809875E+00
    0.660957198797994531E-12    0.799038848876953125E+02    0.830257123697308330E+01    0.911759233274860748E+01   -0.196086744492492482E+01    0.893700307052468190E+01    0.253156170883226084E+01    0.397316992282867432E+00
    0.686632880642432832E-12    0.798202285766601562E+02    0.832662857861760664E+01    0.100769333495699716E+02   -0.143347686826819043E+01    0.879256764170876082E+01    0.276235787285305845E+01    0.136246502399444580E+00
