#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original UID
2125 0.06397 0.008488 0.0649 0.005607 0.06311 0.004695 0.05283 0.004124 0.07005 0.005022 0.1137 0.006597 0.1109 0.00584 0.1331156 0.1081521 0.1986671 0.0491749 0.03522735 0.05510667 2.375 6.0 1712.0 6_1712
2126 0.2073 0.01534 0.1589 0.009657 0.1731 0.00794 0.2713 0.006936 0.3551 0.007898 0.4861 0.01121 0.5037 0.009391 0.5870825 0.1765885 -67.0 -67.0 -67.0 -67.0 2.048999 6.0 1714.0 6_1714
2127 0.01718 0.004347 0.02003 0.002884 0.02447 0.002394 0.04641 0.002171 0.07527 0.00288 0.08157 0.003679 0.08155 0.00254 0.01041573 0.09628009 -67.0 -67.0 -67.0 -67.0 1.78 6.0 1746.0 6_1746
2128 0.1107 0.00922 0.1049 0.005777 0.1653 0.004708 0.265 0.004093 0.2887 0.004636 0.346 0.006616 0.3596 0.005139 0.4539192 0.1117806 -67.0 -67.0 -67.0 -67.0 1.1306999921798706 6.0 1762.0 6_1762
2129 0.04314 0.008165 0.08306 0.005473 0.08976 0.004485 0.07148 0.003932 0.07437 0.004441 0.0756 0.006297 0.09594 0.00693 0.3193119 0.1164017 0.1822177 0.09096997 0.09425788 0.07581896 3.19735 6.0 1763.0 6_1763
2130 0.1028 0.00948 0.1325 0.006134 0.1367 0.00507 0.1218 0.00434 0.1467 0.004863 0.2022 0.007076 0.2327 0.005969 0.3503882 0.1256926 0.3212966 0.1395542 0.5139674 0.1093783 2.58 6.0 1784.0 6_1784
2131 0.05892 0.007385 0.07381 0.004912 0.08041 0.004064 0.07311 0.003656 0.08666 0.00491 0.135 0.006134 0.1753 0.00543 0.1874155 0.1041822 0.2062185 0.07179872 0.2262302 0.06198329 2.63 6.0 1785.0 6_1785
2132 0.03204 0.00681 0.03119 0.004501 0.03865 0.003834 0.07081 0.003463 0.0804 0.004289 0.07637 0.005744 0.08935 0.007264 0.06202815 0.1138036 0.2956077 0.197018 0.001165121 0.1628712 1.457 6.0 1803.0 6_1803
2133 0.1278 0.01115 0.2381 0.007398 0.2783 0.006111 0.3333 0.01286 0.2847 0.00807 0.5473 3479000000.0 0.5186 0.01222 0.6736885 0.1313958 -67.0 -67.0 -67.0 -67.0 3.109499931335449 6.0 1842.0 6_1842
2134 0.008091 0.006213 0.006467 0.004086 0.01171 0.00351 0.0148 0.003033 0.01917 0.003421 0.03588 0.004887 0.04545 0.004395 0.1807694 0.104295 0.04984714 0.1510591 0.1793476 0.1077404 2.612 6.0 1866.0 6_1866
2135 0.04994 0.007175 0.05683 0.004786 0.0492 0.003954 0.07383 0.003708 0.08439 0.004928 0.1216 0.005837 0.1137 0.005462 0.1003164 0.1031136 0.1749613 0.05771847 0.1952066 0.06137298 2.154399 6.0 1869.0 6_1869
2136 0.02921 0.007008 0.03323 0.004577 0.03903 0.003814 0.07629 0.003337 0.08632 0.003746 0.09851 0.005388 0.106 0.004705 0.1188637 0.1031209 -67.0 -67.0 -67.0 -67.0 1.395 6.0 1872.0 6_1872
2137 0.02628 0.00907 0.03138 0.005784 0.02325 0.004803 0.06459 0.004209 0.0725 0.004755 0.1028 0.006788 0.09908 0.007889 0.3592886 0.138401 -67.0 -67.0 -67.0 -67.0 1.4 6.0 1879.0 6_1879
2138 0.1627 0.01025 0.1532 0.006543 0.1276 0.005331 0.124 0.004855 0.1463 0.005446 0.1939 0.007771 0.3014 0.006769 0.2961465 0.1193991 -67.0 -67.0 -67.0 -67.0 2.3089001178741455 6.0 1889.0 6_1889
2139 0.01513 0.005162 0.0134 0.003256 0.01345 0.002769 0.01249 0.002401 0.02294 0.002716 0.03698 0.003887 0.04399 0.004188 0.063473 0.1041515 -67.0 -67.0 -67.0 -67.0 2.33 6.0 1903.0 6_1903
2140 0.1487 0.01028 0.1912 0.006677 0.1769 0.00539 0.184 0.004724 0.2248 0.005291 0.2904 0.007665 0.4005 0.006264 0.4488539 0.1140901 -67.0 -67.0 -67.0 -67.0 2.217600107192993 6.0 1906.0 6_1906
2141 0.06581 0.01041 0.0416 0.006462 0.07208 0.005447 0.1219 0.004761 0.1266 0.005414 0.1409 0.007685 0.1441 0.006391 0.1611885 0.1300548 -67.0 -67.0 -67.0 -67.0 1.19925 6.0 1914.0 6_1914
2142 0.009311 0.01569 0.002126 0.01004 0.03192 0.008536 0.02048 0.007396 0.04251 0.008341 0.06543 0.01186 0.08134 0.007807 0.008843759 0.1177811 -67.0 -67.0 -67.0 -67.0 2.385 6.0 1954.0 6_1954
2143 0.07157 0.01175 0.04014 0.007306 0.05956 0.006186 0.1088 0.006335 0.1394 0.006677 0.144 0.01008 0.1429 0.007656 0.1588116 0.1346837 -67.0 -67.0 -67.0 -67.0 1.5945 6.0 1958.0 6_1958
2144 0.005214 0.006332 0.05345 0.004472 0.08473 0.003792 0.08511 0.003403 0.08263 0.004148 0.0961 0.005382 0.09782 0.005063 0.2076413 0.1034758 0.548997 0.05769671 0.3951643 0.05965659 3.88775 6.0 1969.0 6_1969
2145 0.1344 0.01331 0.09837 0.008295 0.1343 0.007019 0.1981 0.006158 0.2875 0.006814 0.32 0.009856 0.3072 0.008149 0.3328223 0.1602602 -67.0 -67.0 0.4468026 0.08335157 1.815 6.0 1976.0 6_1976
2146 0.8147 0.0222 1.723 0.01504 2.218 0.01166 2.056 0.009592 2.143 0.01053 2.619 0.01578 3.179 0.01062 4.94652 0.1794589 -67.0 -67.0 -67.0 -67.0 2.496999979019165 6.0 1985.0 6_1985
2147 0.008017 0.006388 0.007973 0.004253 0.01002 0.003694 0.01267 0.003806 0.02274 0.004567 0.0341 0.006245 0.04322 0.008675 0.06442849 0.1083947 0.07763132 0.07003959 0.1080177 0.07208499 2.3 6.0 1988.0 6_1988
2148 3.077 0.02823 2.605 0.01601 2.793 0.01178 3.682 0.009712 3.365 0.01061 3.2 0.0158 3.614 0.009712 2.881615 0.1576817 -67.0 -67.0 -67.0 -67.0 1.246999979019165 6.0 1993.0 6_1993
2149 0.07092 0.00917 0.04193 0.005974 0.05543 0.005094 0.08467 0.005008 0.1426 0.00584 0.1632 0.007955 0.1951 0.009746 0.1917118 0.1184371 0.2577273 0.05849284 0.2436253 0.06177017 1.98345 6.0 2012.0 6_2012
2150 0.07712 0.01076 0.1041 0.006972 0.09668 0.005561 0.0844 0.003575 0.09035 0.004006 0.1186 0.005743 0.1407 0.005121 -67.0 -67.0 -67.0 -67.0 -67.0 -67.0 2.73035 6.0 2029.0 6_2029
2151 0.04141 0.007896 0.03757 0.005156 0.04235 0.004464 0.08246 0.004082 0.09248 0.004943 0.1111 0.006401 0.1188 0.008958 0.1458365 0.1300832 0.2399718 0.1847494 0.3142934 0.1857167 1.4 6.0 2060.0 6_2060
2152 0.01578 0.006018 0.01163 0.003847 0.01299 0.003278 0.02853 0.002912 0.04608 0.003264 0.05885 0.004662 0.06303 0.00431 0.02232661 0.1013677 0.1087611 0.05920179 0.08558779 0.05161637 1.865 6.0 2081.0 6_2081
2153 0.08203 0.007951 0.1167 0.005232 0.1107 0.004263 0.1028 0.003654 0.1055 0.004116 0.1426 0.005898 0.1842 0.005077 0.1868845 0.1030541 0.1071372 0.07810757 0.2112196 0.07724871 2.753 6.0 2082.0 6_2082
2154 0.03233 0.006731 0.03216 0.004402 0.04473 0.003738 0.07953 0.003312 0.08699 0.003875 0.09661 0.005313 0.09895 0.004582 0.03559183 0.1009613 0.2050987 0.1107729 0.1308619 0.1069156 1.31855 6.0 2092.0 6_2092
2155 0.02959 0.009569 0.1736 0.006902 0.2293 0.00567 0.2218 0.004903 0.24 0.005684 0.2746 0.007902 0.285 0.005619 0.4068818 0.1215287 0.3712221 0.1302103 0.507629 0.1288821 3.4715 6.0 2102.0 6_2102
2156 0.1374 0.01275 0.1609 0.008233 0.2504 0.006975 0.6375 0.006108 0.8299 0.006749 0.9923 0.01003 1.098 0.006811 1.493257 0.1239844 2.033962 0.1120578 2.054021 0.09700985 1.4954999685287476 6.0 2109.0 6_2109
2157 0.3904 0.01065 0.4879 0.006852 0.4495 0.005057 0.3521 0.004142 0.3287 0.004581 0.3879 0.00672 0.42 0.005057 0.3575042 0.1028159 0.5215467 0.07185597 0.5063158 0.07305755 2.7939999103546143 6.0 2111.0 6_2111
2158 0.0481 0.008967 0.1026 0.005479 0.1128 0.004552 0.1042 0.003699 0.1094 0.004258 0.1529 0.005933 0.1784 0.005028 0.2527542 0.1075636 -67.0 -67.0 -67.0 -67.0 2.884699 6.0 2114.0 6_2114
2159 0.1456 0.01014 0.1362 0.005793 0.1941 0.004762 0.2803 0.003775 0.3193 0.004185 0.3298 0.00614 0.3887 0.003633 0.3490038 0.1172151 -67.0 -67.0 -67.0 -67.0 1.225 6.0 2120.0 6_2120
2160 0.1456 0.008907 0.1424 0.005069 0.1662 0.003914 0.225 0.003182 0.2519 0.003502 0.2599 0.005165 0.2867 0.003195 0.1506145 0.1051879 -67.0 -67.0 -67.0 -67.0 1.41685 6.0 2123.0 6_2123
2161 0.02818 0.01156 0.1292 0.007936 0.2481 0.006802 0.2417 0.00626 0.2308 0.007515 0.2729 0.009748 0.3111 0.009942 0.566366 0.1478372 0.8817466 0.07948774 0.8455519 0.08348702 3.9474 6.0 2132.0 6_2132
2162 0.07507 0.007087 0.07195 0.004586 0.07253 0.003826 0.06642 0.003294 0.08937 0.00384 0.1109 0.005301 0.1129 0.004722 0.163416 0.09696504 0.2156028 0.06432167 0.02947949 0.06793585 2.2506 6.0 2139.0 6_2139
2163 0.05829 0.008601 0.06965 0.00554 0.08137 0.004661 0.0859 0.004046 0.1218 0.004556 0.1768 0.006529 0.212 0.005537 0.275746 0.1086799 0.3639689 0.06152498 0.2021036 0.05428617 2.405001 6.0 2143.0 6_2143
2164 0.01366 0.006063 0.02306 0.004038 0.02651 0.003436 0.03205 0.003154 0.04939 0.003821 0.06646 0.004994 0.06714 0.005561 0.02082194 0.09717413 0.07727613 0.07683621 0.0809944 0.07645248 2.171999 6.0 2151.0 6_2151
2165 0.06503 0.01029 0.1249 0.006753 0.1706 0.005586 0.1619 0.006038 0.1557 0.006199 0.197 0.009643 0.2531 0.008414 0.4517333 0.1388594 -67.0 -67.0 -67.0 -67.0 2.955 6.0 2153.0 6_2153
2166 1.317 0.02823 2.713 0.01911 3.363 0.01487 3.192 0.01394 3.3 0.0144 4.087 0.02317 4.898 0.01491 7.599939 0.2216165 -67.0 -67.0 -67.0 -67.0 2.496999979019165 6.0 2159.0 6_2159
2167 0.1507 0.01166 0.2542 0.007888 0.2727 0.006429 0.2495 0.005894 0.2796 0.007592 0.354 0.009385 0.454 0.008646 0.4183584 0.1207823 0.4945437 0.0716991 0.5291969 0.07502814 2.753 6.0 2185.0 6_2185
2168 0.04203 0.004294 0.08953 0.003018 0.1108 0.002166 0.0992 0.001711 0.09704 0.001803 0.1195 0.002851 0.137 0.00155 0.1054513 0.09206238 -67.0 -67.0 -67.0 -67.0 3.1373000144958496 6.0 2191.0 6_2191
2169 0.09217 0.008465 0.1172 0.005408 0.145 0.004473 0.129 0.005407 0.1461 0.005472 0.1948 0.008846 0.2479 0.007023 0.3972026 0.1103181 0.4894885 0.05827625 0.2916328 0.05112717 2.651149 6.0 2236.0 6_2236
2170 0.0513 0.009666 0.05502 0.00591 0.07217 0.004902 0.1333 0.005003 0.1316 0.005169 0.1639 0.008543 0.1548 0.006643 0.3199876 0.123982 -67.0 -67.0 -67.0 -67.0 1.2985 6.0 2268.0 6_2268
2171 0.09375 0.01126 0.0709 0.007116 0.09472 0.0061 0.1869 0.005248 0.2199 0.00598 0.2747 0.00842 0.2847 0.007046 0.2999658 0.1379525 0.3871387 0.06934943 0.3628033 0.06214688 1.519 6.0 2283.0 6_2283
2172 0.08871 0.009156 0.1535 0.006023 0.1695 0.004946 0.1511 0.004182 0.1401 0.004674 0.1848 0.006735 0.2151 0.00571 0.2999612 0.1179615 0.2861516 0.0652834 0.1862753 0.05712907 2.85 6.0 2290.0 6_2290
2173 0.1117 0.01199 0.161 0.007288 0.1508 0.006042 0.1238 0.004866 0.124 0.005505 0.1851 0.007808 0.2198 0.006297 0.3274713 0.1409091 -67.0 -67.0 -67.0 -67.0 2.7721 6.0 2294.0 6_2294
2174 -0.007372 0.007882 0.06882 0.005646 0.2035 0.004778 0.2129 0.004028 0.2108 0.004658 0.2293 0.006437 0.2323 0.005827 0.4007897 0.1063583 0.6122413 0.06833553 0.2523057 0.06780341 4.375001 6.0 2301.0 6_2301
2175 0.05836 0.00861 0.05697 0.005499 0.054 0.00463 0.08318 0.004045 0.1205 0.004596 0.1413 0.006537 0.1075 0.004756 0.08874825 0.1212101 0.1890874 0.1995336 0.2083196 0.1646438 1.741 6.0 2309.0 6_2309
2176 0.1809 0.01823 0.4015 0.01207 0.5627 0.01012 0.6194 0.008712 0.6679 0.009725 1.068 0.01408 1.467 0.01127 2.071199 0.1807948 2.832928 0.08570024 2.550104 0.0745605 2.7688000202178955 6.0 2315.0 6_2315
2177 0.03131 0.008622 0.03529 0.00515 0.03787 0.004424 0.07844 0.003642 0.09696 0.004126 0.1078 0.005838 0.1007 0.004317 0.08327432 0.1132325 -0.4376278 0.2156789 -0.08463714 0.1640905 1.5995 6.0 2336.0 6_2336
2178 0.2905 0.01535 0.2293 0.009611 0.2312 0.008076 0.305 0.006956 0.426 0.007866 0.4693 0.01115 0.4674 0.01027 0.5209012 0.1661051 -67.0 -67.0 -67.0 -67.0 1.7944999933242798 6.0 2342.0 6_2342
2179 0.0475 0.008567 0.06718 0.005185 0.06983 0.004383 0.09488 0.003644 0.1397 0.004091 0.184 0.00588 0.1822 0.005028 0.237302 0.1137053 -67.0 -67.0 -67.0 -67.0 2.7839999198913574 6.0 2354.0 6_2354
2180 1.065 0.04616 1.562 0.0281 3.584 0.02396 9.312 0.02023 13.89 0.02229 17.14 0.0339 20.14 0.02041 37.31591 0.2283992 64.9774 0.5234078 74.12276 0.4656935 1.4183 6.0 2371.0 6_2371
2181 0.03862 0.007811 0.03842 0.005005 0.03187 0.004254 0.05115 0.003704 0.06739 0.004201 0.06885 0.005898 0.08082 0.005125 0.2162544 0.1140259 -67.0 -67.0 0.06002584 0.05001078 1.8175 6.0 2381.0 6_2381
2182 0.1515 0.01353 0.151 0.008055 0.1476 0.006567 0.2058 0.005534 0.3245 0.006148 0.331 0.008972 0.2258 0.006779 0.2250478 0.125594 -67.0 -67.0 -67.0 -67.0 1.6758999824523926 6.0 2391.0 6_2391
2183 0.05241 0.008658 0.05461 0.005473 0.0849 0.004653 0.1923 0.006033 0.2296 0.006604 0.2919 0.009734 0.3269 0.00823 0.5405041 0.1141908 0.7527049 0.06481002 0.7213243 0.05635185 1.3735 6.0 2398.0 6_2398
2184 0.02576 0.006363 0.03871 0.00419 0.03729 0.0035 0.03929 0.003103 0.05858 0.00405 0.07256 0.004931 0.1134 0.004705 0.03669894 0.09579769 0.09276303 0.08069182 0.1297316 0.08315079 2.567 6.0 2401.0 6_2401
2185 0.003107 0.01486 0.01628 0.009127 0.009476 0.007728 0.01371 0.006483 0.0216 0.007295 0.0346 0.01038 0.05721 0.00737 0.1250698 0.09864541 -67.0 -67.0 -67.0 -67.0 2.856 6.0 2403.0 6_2403
2186 0.1205 0.01215 0.1814 0.007396 0.1723 0.006018 0.1629 0.005035 0.1722 0.005616 0.2055 0.008051 0.2422 0.006869 0.3579422 0.1259748 -67.0 -67.0 -67.0 -67.0 2.735451 6.0 2424.0 6_2424
2187 0.4549 0.04111 0.641 0.02655 0.8201 0.02229 1.246 0.0152 1.387 0.01822 1.765 0.02422 2.198 0.02198 1.681205 0.2532888 -67.0 -67.0 -67.0 -67.0 1.41 6.0 2425.0 6_2425
2188 0.6517 0.01454 0.7384 0.009418 0.8567 0.007089 1.133 0.006117 1.5 0.007499 1.626 0.01011 1.402 0.006561 1.575655 0.1087462 -67.0 -67.0 -67.0 -67.0 1.6832000017166138 6.0 2427.0 6_2427
2189 0.06413 0.008365 0.0502 0.005321 0.0551 0.004434 0.05597 0.004051 0.08954 0.005233 0.1312 0.006448 0.154 0.005816 0.1777436 0.1049268 0.1204073 0.05160173 0.1396038 0.05521387 2.28475 6.0 2437.0 6_2437
2190 0.03256 0.009115 0.06434 0.006015 0.0817 0.00511 0.09039 0.004408 0.1002 0.005021 0.1459 0.007016 0.1951 0.005961 0.1441751 0.1217348 0.3636439 0.08294466 0.1979121 0.07210506 2.7815001010894775 6.0 2446.0 6_2446
2191 0.06667 0.008318 0.07237 0.004925 0.07252 0.004056 0.1066 0.003332 0.1345 0.003818 0.1383 0.005377 0.1493 0.004579 0.1412781 0.102934 -67.0 -67.0 -67.0 -67.0 1.68015 6.0 2464.0 6_2464
2192 0.2118 0.02088 0.5953 0.01323 0.9842 0.01099 1.108 0.009012 1.233 0.01003 1.575 0.01464 2.003 0.01103 3.601773 0.1824082 3.409299 0.1924291 3.757257 0.1744968 3.1305999755859375 6.0 2489.0 6_2489
2193 0.3237 0.01121 0.3435 0.007187 0.3749 0.005492 0.4792 0.004759 0.7368 0.005943 0.7967 0.007857 0.7585 0.005787 0.5559754 0.1039684 -67.0 -67.0 0.9061738 0.0582507 1.500499963760376 6.0 2493.0 6_2493
2194 0.05251 0.009905 0.04793 0.006308 0.06375 0.005424 0.06838 0.004702 0.09975 0.005372 0.09083 0.007434 0.1236 0.008544 0.3509131 0.1414421 -0.03672105 0.09743123 0.2857486 0.06616059 2.01755 6.0 2509.0 6_2509
2195 0.05304 0.007314 0.04181 0.004581 0.04528 0.003882 0.03723 0.00337 0.05118 0.003838 0.0708 0.005359 0.1032 0.004749 0.1169044 0.1051636 0.1899314 0.1110537 0.162294 0.09733079 2.57 6.0 2513.0 6_2513
2196 0.2067 0.01236 0.2145 0.007944 0.2319 0.006432 0.2639 0.005593 0.3187 0.006481 0.4188 0.008953 0.4607 0.00862 0.4740844 0.1534614 0.4055724 0.1417242 0.4836212 0.1112022 2.186 6.0 2524.0 6_2524
2197 0.02935 0.009896 0.02322 0.005929 0.03412 0.00508 0.0834 0.004358 0.1087 0.004947 0.1355 0.006983 0.1293 0.006234 0.2196958 0.1233766 0.1276447 0.2185747 -0.03793104 0.194623 1.485 6.0 2544.0 6_2544
2198 0.04308 0.008419 0.03766 0.005025 0.03923 0.004239 0.0723 0.003597 0.08617 0.004085 0.1033 0.005812 0.09635 0.005517 0.08578961 0.1175839 -67.0 -67.0 -67.0 -67.0 1.5945 6.0 2545.0 6_2545
2199 0.4123 0.01636 0.4536 0.00971 0.4512 0.007842 0.3992 0.006518 0.5378 0.007288 0.6743 0.01043 0.9199 0.007989 1.004045 0.14634 1.370501 0.1308601 1.159728 0.09860651 2.306299924850464 6.0 2546.0 6_2546
2200 1.679 0.02676 1.81 0.01554 2.188 0.01217 2.968 0.009855 3.507 0.01087 3.775 0.01623 4.334 0.01051 4.375891 0.1574351 -67.0 -67.0 -67.0 -67.0 1.4778000116348267 6.0 2560.0 6_2560
2201 0.0962 0.01595 0.09733 0.00962 0.1172 0.008239 0.2011 0.007107 0.2851 0.007992 0.3416 0.01131 0.3277 0.01104 0.3502048 0.1472668 -67.0 -67.0 -67.0 -67.0 1.75195 6.0 2562.0 6_2562
2202 0.06031 0.01474 0.06254 0.008901 0.09961 0.007603 0.1726 0.00655 0.2008 0.007336 0.2456 0.01036 0.2585 0.01359 0.7181013 0.1781167 0.3546475 0.1782802 0.2110061 0.1024798 1.156 6.0 2575.0 6_2575
2203 0.05551 0.009676 0.05548 0.005855 0.0693 0.005 0.08327 0.004237 0.1062 0.004851 0.1356 0.006755 0.1857 0.005935 0.2693937 0.1202681 0.2233483 0.1067582 0.2774396 0.09029458 2.90120005607605 6.0 2577.0 6_2577
2204 0.04112 0.009754 0.04883 0.005883 0.05054 0.005003 0.07487 0.004196 0.1029 0.004737 0.118 0.006739 0.1061 0.006016 0.3407928 0.1237639 -0.03886257 0.1908319 -0.2559635 0.1613 1.787 6.0 2583.0 6_2583
2205 0.2044 0.01473 0.2751 0.008914 0.3357 0.007347 0.3237 0.0062 0.3381 0.006888 0.4935 0.009947 0.6406 0.00761 0.8818039 0.1333923 -67.0 -67.0 -67.0 -67.0 2.7651000022888184 6.0 2596.0 6_2596
2206 0.01808 0.008457 0.01311 0.0051 0.01575 0.004384 0.02529 0.003738 0.05535 0.004237 0.06985 0.00595 0.06818 0.005254 0.09492781 0.1203692 -67.0 -67.0 -67.0 -67.0 1.988 6.0 2602.0 6_2602
2207 0.1376 0.0117 0.1224 0.006917 0.1647 0.005847 0.2506 0.004939 0.253 0.005733 0.2911 0.007881 0.3243 0.006525 0.3272336 0.1271618 0.4669139 0.0964178 0.3308708 0.08071566 1.276 6.0 2615.0 6_2615
2208 0.485 0.02412 0.6514 0.01546 0.816 0.01285 0.8804 0.01118 0.9484 0.01365 1.291 0.01787 1.638 0.01792 1.601447 0.2099476 2.202495 0.1232129 1.921326 0.07676989 2.7736001014709473 6.0 2626.0 6_2626
2209 0.1055 0.01133 0.2304 0.007781 0.2504 0.006134 0.2358 0.005401 0.2271 0.007203 0.2924 0.008562 0.4139 0.007902 0.5574704 0.1238495 0.6651179 0.04620637 0.6793649 0.04949944 2.959 6.0 2627.0 6_2627
2210 0.07483 0.008614 0.06929 0.005442 0.08007 0.004541 0.1234 0.004009 0.1754 0.005219 0.2087 0.006408 0.1993 0.005856 0.1694169 0.1068946 0.4539351 0.05155548 0.3482446 0.05602476 1.6929999589920044 6.0 2636.0 6_2636
2211 0.1215 0.01046 0.1244 0.005998 0.1249 0.005066 0.1698 0.004178 0.234 0.0051 0.2868 0.006697 0.3031 0.005604 0.1875739 0.1001842 -67.0 -67.0 -67.0 -67.0 1.7721999883651733 6.0 2643.0 6_2643
2212 0.06615 0.01186 0.05891 0.007397 0.09034 0.006247 0.1152 0.004438 0.1508 0.005717 0.167 0.007005 0.1739 0.007499 0.2653612 0.1061573 -67.0 -67.0 0.2426343 0.06091504 1.8315 6.0 2649.0 6_2649
2213 0.05909 0.01079 0.2445 0.007093 0.3107 0.00572 0.285 0.004594 0.2686 0.005465 0.3077 0.00733 0.2986 0.006443 0.6307077 0.1108486 -67.0 -67.0 -67.0 -67.0 3.539 6.0 2655.0 6_2655
2214 0.09192 0.01104 0.0639 0.006552 0.06152 0.005596 0.06077 0.004757 0.1029 0.00538 0.1504 0.007548 0.1627 0.007211 0.2285386 0.1467088 -67.0 -67.0 -67.0 -67.0 2.245 6.0 2693.0 6_2693
2215 0.04287 0.008212 0.02701 0.005009 0.034 0.004268 0.05312 0.005493 0.07538 0.007188 0.1094 0.008778 0.1084 0.01005 0.1783549 0.1044191 -67.0 -67.0 -67.0 -67.0 2.08115 6.0 2708.0 6_2708
2216 0.1147 0.01051 0.1365 0.006173 0.1294 0.005024 0.1241 0.004227 0.1631 0.005176 0.2147 0.006755 0.2623 0.005993 0.2335617 0.1040323 -67.0 -67.0 -67.0 -67.0 2.4384 6.0 2721.0 6_2721
2217 0.01857 0.008151 0.06201 0.005545 0.1259 0.004507 0.1362 0.006563 0.1362 0.0102 0.1727 0.0103 0.1679 0.01333 0.3774302 0.1102161 0.2843422 0.05837983 0.4074811 0.0629751 3.83 6.0 2728.0 6_2728
2218 0.01812 0.02117 0.01525 0.01275 0.02694 0.01102 0.0703 0.009501 0.08374 0.01215 0.07237 0.01505 0.09384 0.009527 0.1059427 0.1201056 -0.1349286 0.170992 -0.02584503 0.1432696 1.41 6.0 2751.0 6_2751
2219 0.04145 0.009407 0.04542 0.005604 0.06727 0.004745 0.1166 0.004067 0.1223 0.004922 0.1477 0.006438 0.1598 0.006087 0.2614081 0.1090513 -67.0 -67.0 -67.0 -67.0 1.22525 6.0 2752.0 6_2752
2220 0.04671 0.008574 0.03831 0.005091 0.04051 0.004341 0.04528 0.003746 0.06134 0.004851 0.08206 0.005959 0.09514 0.008466 0.1267125 0.1139151 0.05232405 0.08984224 0.1181865 0.07327684 2.27725 6.0 2778.0 6_2778
2221 0.1467 0.01245 0.1469 0.00734 0.1469 0.006135 0.1489 0.005235 0.2057 0.006802 0.2758 0.008329 0.3357 0.008664 0.4625537 0.1291252 0.2436258 0.1215825 0.2628998 0.08758169 2.338699 6.0 2784.0 6_2784
2222 0.04222 0.008911 0.01645 0.005183 0.02671 0.004442 0.04863 0.003841 0.06951 0.004398 0.08888 0.006078 0.08033 0.005892 0.1389448 0.120848 0.187685 0.07084693 0.1927773 0.05908942 1.7156 6.0 2826.0 6_2826
2223 0.003693 0.01025 0.134 0.006544 0.3666 0.005642 0.3912 0.004642 0.388 0.005987 0.4379 0.007476 0.4546 0.006187 0.5323826 0.1064455 1.088692 0.09487674 0.8221518 0.085338 4.335501 6.0 2844.0 6_2844
2224 0.1575 0.01365 0.1916 0.008182 0.2363 0.006799 0.4008 0.005955 0.4859 0.0067 0.4193 0.009385 0.442 0.008596 0.6283409 0.1296891 0.5465611 0.0991049 0.6932026 0.07100361 1.515 6.0 2852.0 6_2852
2225 0.1127 0.008984 0.2208 0.005628 0.2572 0.004313 0.2527 0.003496 0.3074 0.004358 0.3905 0.005758 0.3994 0.003751 0.3093835 0.1095848 0.6274823 0.1372074 0.5623119 0.100589 2.8 6.0 2858.0 6_2858
2226 0.2417 0.01669 0.1937 0.009636 0.2 0.00803 0.2688 0.006891 0.4157 0.008574 0.4899 0.01097 0.4555 0.009146 0.6530008 0.1420147 -67.0 -67.0 -67.0 -67.0 1.7910000085830688 6.0 2863.0 6_2863
2227 0.07979 0.01346 0.1745 0.008262 0.2511 0.006824 0.3295 0.005854 0.4909 0.007409 0.7856 0.009574 1.015 0.006197 1.060979 0.1359352 1.447966 0.1223271 1.540942 0.0986362 2.5683999061584473 6.0 2867.0 6_2867
2228 1.344 0.02905 1.301 0.01691 1.893 0.01396 3.096 0.01646 3.148 0.01967 3.476 0.02631 3.901 0.02087 4.090618 0.1911054 4.86242 0.2239444 4.895156 0.1365803 1.2732000350952148 6.0 2871.0 6_2871
2229 0.3809 0.01679 0.4154 0.009402 0.4191 0.007361 0.4472 0.005708 0.5341 0.007428 0.8417 0.009197 0.9962 0.007046 0.9053901 0.1089154 0.7467469 0.0631251 0.6927531 0.06719872 2.1006999015808105 6.0 2878.0 6_2878
2230 0.03658 0.00828 0.05964 0.005013 0.06874 0.004145 0.06256 0.003529 0.06802 0.004444 0.1126 0.005589 0.1534 0.005056 0.1510913 0.09902339 -67.0 -67.0 0.2044328 0.06124127 2.753 6.0 2882.0 6_2882
2231 0.05648 0.01048 0.0722 0.006343 0.08811 0.005428 0.08357 0.00484 0.1106 0.006078 0.1474 0.007676 0.1883 0.009189 0.2149248 0.1366135 0.2952072 0.09213899 0.1456456 0.06667366 2.534 6.0 2889.0 6_2889
2232 1.419 0.0261 1.668 0.01545 2.017 0.01219 2.098 0.01056 2.673 0.01207 3.248 0.01724 3.983 0.01223 4.650614 0.1710818 -67.0 -67.0 -67.0 -67.0 2.361599922180176 6.0 2901.0 6_2901
2233 0.2861 0.01381 0.3096 0.008177 0.347 0.006492 0.4631 0.00548 0.6278 0.006658 0.6784 0.008893 0.6323 0.006748 0.4929976 0.1330505 0.729203 0.2144144 0.6711401 0.141928 1.7935 6.0 2905.0 6_2905
2234 0.4224 0.03605 0.6548 0.02139 1.635 0.01823 4.259 0.0158 5.998 0.0204 7.509 0.02546 9.847 0.01663 14.87442 0.1814156 26.89997 0.2272008 29.4713 0.2230782 1.345 6.0 2907.0 6_2907
