#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original UID
585 0.009399 0.00389 0.01855 0.003677 0.0192 0.003268 0.0421 0.002969 0.05801 0.00434 0.08309 0.004233 0.1043 0.004825 0.1103 0.03549 0.2666 0.1726 0.2267 0.1321 2.364999 1.0 1541.0 1_1541
586 0.05342 0.006674 0.06425 0.006067 0.08008 0.006419 0.1373 0.004074 0.143 0.005942 0.1418 0.005746 0.1429 0.006539 0.1696 0.04137 0.2476 0.2696 0.1102 0.215 1.284 1.0 1542.0 1_1542
587 0.0335 0.006972 0.03818 0.006428 0.04925 0.005812 0.05246 0.005083 0.07132 0.007446 0.09786 0.00723 0.08995 0.01042 0.1304 0.04308 0.2093 0.1401 0.1134 0.1165 2.154999 1.0 1546.0 1_1546
588 0.02984 0.003617 0.02886 0.003318 0.03001 0.002944 0.03292 0.002612 0.04515 0.003849 0.05657 0.003718 0.05962 0.004816 0.02818 0.03677 0.141 0.1134 0.2581 0.09638 2.131799 1.0 1553.0 1_1553
589 0.1157 0.01064 0.329 0.009952 0.3912 0.009001 0.4222 0.007841 0.4608 0.01145 0.4962 0.01112 0.6663 0.01328 1.015 0.05945 0.7795 0.1935 0.885 0.1643 3.1092 1.0 1557.0 1_1557
590 0.1247 0.007896 0.1507 0.00733 0.2139 0.006542 0.3898 0.005847 0.3993 0.008562 0.4129 0.008272 0.4533 0.009412 0.5166 0.0599 0.5735 0.1172 0.4607 0.09587 1.2637 1.0 1558.0 1_1558
591 0.1104 0.008519 0.1476 0.00789 0.2173 0.007186 0.4138 0.006322 0.5017 0.009286 0.5579 0.009043 0.6148 0.008879 0.7317 0.04915 0.6701 0.2229 0.5944 0.1787 1.412 1.0 1559.0 1_1559
592 0.1175 0.006241 0.2034 0.005746 0.1884 0.00509 0.1676 0.004327 0.1706 0.006329 0.1626 0.006253 0.1938 0.008847 0.2426 0.04304 0.1828 0.1439 0.1573 0.1232 3.05935 1.0 1560.0 1_1560
593 0.0952 0.004837 0.1872 0.004642 0.1831 0.004081 0.1684 0.003492 0.1636 0.005103 0.1969 0.00495 0.2137 0.005192 0.4182 0.03685 0.09171 0.1237 0.04704 0.09874 3.099 1.0 1561.0 1_1561
594 0.1059 0.0053 0.138 0.004722 0.1481 0.004183 0.1477 0.003622 0.1994 0.005343 0.222 0.005199 0.2868 0.005333 0.4399 0.03553 0.3142 0.1727 0.2769 0.1405 2.5046 1.0 1563.0 1_1563
595 0.04798 0.00496 0.103 0.004553 0.1015 0.004027 0.09953 0.003492 0.09951 0.005106 0.1126 0.004954 0.1357 0.006934 0.2597 0.03776 0.02063 0.1704 0.04202 0.1582 3.1251 1.0 1564.0 1_1564
596 0.03923 0.004762 0.05057 0.004456 0.04519 0.003964 0.05283 0.003507 0.06413 0.005144 0.08268 0.004985 0.09978 0.005634 0.1303 0.04303 0.09612 0.1327 -67.0 -67.0 2.4495 1.0 1573.0 1_1573
597 0.4682 0.009144 0.5369 0.008235 0.5984 0.007327 0.9585 0.006306 1.3 0.009434 1.313 0.009142 1.238 0.008565 1.571 0.0515 1.785 0.1225 1.944 0.09863 1.699 1.0 1581.0 1_1581
598 0.02557 0.005299 0.05901 0.005077 0.07405 0.004594 0.07448 0.004083 0.07257 0.005925 0.09508 0.005773 0.1376 0.007155 0.3373 0.04226 0.2972 0.1072 0.238 0.08717 3.1495 1.0 1600.0 1_1600
599 0.23 0.006172 0.2631 0.005553 0.2906 0.004932 0.4456 0.004269 0.6144 0.006416 0.6461 0.006246 0.6275 0.005286 0.6989 0.04258 0.7906 0.4057 0.7338 0.2378 1.76765 1.0 1606.0 1_1606
600 0.02002 0.003822 0.03534 0.003554 0.0471 0.003229 0.03944 0.002847 0.03999 0.004155 0.04727 0.004021 0.06712 0.004489 0.08243 0.0398 0.174 0.138 0.1891 0.1117 3.0285 1.0 1612.0 1_1612
601 0.1028 0.009185 0.1241 0.008554 0.119 0.007625 0.2361 0.006885 0.3184 0.01011 0.307 0.009739 0.2973 0.01327 0.4818 0.06017 -67.0 -67.0 0.3573 0.2406 1.6145 1.0 1614.0 1_1614
602 0.07476 0.007775 0.1092 0.007092 0.2006 0.00649 0.4453 0.005701 0.6607 0.008476 0.7553 0.008275 0.8293 0.008089 1.347 0.04378 1.9 0.1464 2.201 0.1254 1.467 1.0 1621.0 1_1621
603 0.1068 0.008572 0.1729 0.008373 0.206 0.006629 0.2836 0.005775 0.4361 0.008591 0.5693 0.008581 0.6455 0.008787 1.002 0.04954 0.9963 0.1283 1.061 0.1134 2.21955 1.0 1622.0 1_1622
604 0.02065 0.003731 0.02028 0.003397 0.0129 0.002998 0.03321 0.002681 0.04224 0.003919 0.05949 0.003831 0.05963 0.00424 0.0357 0.03368 0.1014 0.1186 0.128 0.104 1.845 1.0 1624.0 1_1624
605 0.1747 0.00665 0.2216 0.006101 0.302 0.00554 0.4812 0.004823 0.7285 0.007264 0.8342 0.007122 0.9184 0.005928 1.086 0.04799 1.113 0.2968 1.342 0.1861 1.8619 1.0 1631.0 1_1631
606 0.06217 0.004288 0.07744 0.004019 0.07842 0.00364 0.07303 0.003208 0.08926 0.00467 0.1019 0.00456 0.1138 0.0044 0.15 0.03625 -0.0638 0.1991 0.07631 0.1545 2.4245 1.0 1633.0 1_1633
607 0.05511 0.005467 0.0753 0.005139 0.1075 0.004606 0.1894 0.004141 0.2682 0.006144 0.3476 0.005981 0.4118 0.005876 0.5325 0.0385 0.7811 0.1353 0.7802 0.1117 1.8954 1.0 1635.0 1_1635
608 0.01368 0.003661 0.009907 0.003532 0.01896 0.0028 0.02216 0.002459 0.03537 0.003641 0.04277 0.003512 0.04723 0.004796 0.05646 0.0338 0.1012 0.1827 0.09388 0.1497 2.0795 1.0 1650.0 1_1650
609 0.0403 0.004881 0.04763 0.00438 0.05286 0.004281 0.1072 0.003336 0.1297 0.004895 0.1366 0.004744 0.1445 0.00519 0.1602 0.03667 0.1269 0.1612 0.1897 0.1306 1.5215 1.0 1656.0 1_1656
610 0.06207 0.004524 0.07354 0.004238 0.07177 0.003847 0.07242 0.003502 0.08667 0.00515 0.1041 0.004999 0.1133 0.007078 0.02873 0.0399 0.3189 0.23 0.3041 0.1755 2.2915 1.0 1664.0 1_1664
611 0.01223 0.004393 0.01975 0.004103 0.01405 0.003724 0.03376 0.003275 0.05153 0.004824 0.06017 0.004661 0.0732 0.006381 0.04426 0.03581 0.1544 0.1648 0.1031 0.1369 1.83075 1.0 1665.0 1_1665
612 0.02604 0.00416 0.03365 0.003876 0.04387 0.003514 0.09825 0.003112 0.1477 0.004592 0.1681 0.004488 0.1693 0.00473 0.2395 0.03719 0.2849 0.1372 0.3111 0.1096 1.7 1.0 1666.0 1_1666
613 0.04682 0.004526 0.08615 0.004301 0.08668 0.003858 0.08123 0.003385 0.07868 0.004927 0.09887 0.004775 0.1134 0.006339 0.127 0.03765 0.2596 0.103 0.2022 0.08389 2.864999 1.0 1668.0 1_1668
614 0.1376 0.007483 0.1832 0.006945 0.2027 0.006217 0.2941 0.005533 0.4388 0.008178 0.5766 0.007992 0.6499 0.008108 0.7844 0.04839 0.6975 0.121 0.7194 0.09567 2.13 1.0 1669.0 1_1669
615 0.1185 0.00691 0.1762 0.006217 0.2142 0.005582 0.3336 0.007108 0.5252 0.01047 0.656 0.01029 0.754 0.0103 1.344 0.04097 1.431 0.1534 1.587 0.1318 2.08185 1.0 1671.0 1_1671
616 0.2368 0.008933 0.3352 0.008508 0.3769 0.007735 0.4407 0.006963 0.6345 0.01028 0.7565 0.01003 0.8424 0.01058 0.9893 0.05492 0.9992 0.2055 0.9715 0.1593 2.22005 1.0 1676.0 1_1676
617 0.0519 0.003915 0.06242 0.003572 0.05824 0.003225 0.05476 0.003813 0.07016 0.005492 0.08624 0.00562 0.09457 0.00742 0.1616 0.03397 0.1534 0.1091 0.1997 0.09175 2.415 1.0 1684.0 1_1684
618 0.01214 0.006316 0.01184 0.005672 0.002382 0.005038 0.02313 0.004559 0.03984 0.006695 0.03325 0.006437 0.06178 0.008018 0.07012 0.03664 0.01279 0.1178 0.01707 0.104 1.71 1.0 1694.0 1_1694
619 0.02487 0.00753 0.0524 0.006845 0.06368 0.006111 0.137 0.005503 0.201 0.00807 0.3191 0.007907 0.4358 0.00975 0.6952 0.04773 1.286 0.1299 1.388 0.1137 2.397799 1.0 1695.0 1_1695
620 0.03918 0.00528 0.0801 0.005021 0.08725 0.004514 0.08548 0.003964 0.09731 0.005814 0.1011 0.005618 0.1268 0.006687 0.2789 0.0471 0.3339 0.1433 0.2266 0.1139 3.154999 1.0 1696.0 1_1696
621 0.2756 0.007903 0.2838 0.006851 0.2839 0.0061 0.4297 0.007749 0.5353 0.01129 0.6008 0.01103 0.5598 0.01293 0.6806 0.04807 0.6047 0.1564 0.5085 0.1359 1.7097 1.0 1706.0 1_1706
622 0.1281 0.006423 0.1421 0.005737 0.1579 0.005108 0.2493 0.004487 0.3252 0.006625 0.3117 0.006396 0.3289 0.007025 0.396 0.04061 0.4516 0.1583 0.4791 0.1244 1.6375 1.0 1707.0 1_1707
623 0.1549 0.006444 0.2462 0.006173 0.2723 0.005548 0.3463 0.00487 0.5559 0.007276 0.7196 0.007126 0.9023 0.006447 1.345 0.03728 1.075 0.1142 1.112 0.09388 2.36 1.0 1713.0 1_1713
624 0.06059 0.004922 0.1407 0.004527 0.1476 0.004016 0.1254 0.0034 0.123 0.004969 0.1145 0.004789 0.1434 0.005903 0.2675 0.03578 0.1311 0.1304 0.1464 0.1117 3.307199 1.0 1714.0 1_1714
625 0.2249 0.006504 0.2314 0.005896 0.212 0.005234 0.2955 0.004608 0.4222 0.006846 0.3884 0.006581 0.2986 0.00738 0.283 0.04891 0.1987 0.2023 0.3633 0.1329 1.731 1.0 1718.0 1_1718
626 0.1762 0.005312 0.1772 0.004874 0.2157 0.004418 0.3605 0.00392 0.3731 0.005742 0.3752 0.005571 0.402 0.005488 0.5135 0.03537 0.2933 0.1128 0.2016 0.09023 1.33 1.0 1728.0 1_1728
627 0.04866 0.005598 0.04954 0.005037 0.04975 0.005245 0.09042 0.003335 0.1214 0.004906 0.1269 0.004874 0.1305 0.005644 0.2382 0.03732 0.1996 0.1561 0.1788 0.1316 1.64 1.0 1732.0 1_1732
628 0.03775 0.004303 0.04436 0.004013 0.04582 0.003615 0.07214 0.003245 0.1156 0.004809 0.1178 0.004649 0.1126 0.005832 0.1906 0.03861 0.04107 0.37 0.0778 0.2019 1.7935 1.0 1736.0 1_1736
629 -0.004 0.003753 0.04025 0.003668 0.1158 0.003493 0.1278 0.003004 0.1283 0.004404 0.1297 0.004265 0.1289 0.004758 0.2963 0.03684 0.3062 0.1376 0.2231 0.1057 4.371051 1.0 1738.0 1_1738
630 0.02235 0.004602 0.05473 0.00421 0.05924 0.003745 0.06054 0.003289 0.06658 0.004821 0.07068 0.004674 0.07886 0.006502 0.1961 0.03521 0.2666 0.1281 0.1413 0.1134 3.2675 1.0 1745.0 1_1745
631 0.2053 0.009444 0.2715 0.008427 0.2479 0.007428 0.2275 0.006486 0.3142 0.009535 0.3744 0.009244 0.4508 0.01079 0.5409 0.05663 0.5638 0.1439 0.5512 0.1238 2.373 1.0 1749.0 1_1749
632 0.2201 0.00795 0.3002 0.007521 0.3949 0.006901 0.7818 0.006256 1.071 0.009335 1.142 0.009067 1.186 0.00847 1.626 0.04378 1.952 0.1344 2.085 0.1051 1.6281 1.0 1754.0 1_1754
633 0.03582 0.004641 0.07001 0.004469 0.06913 0.004038 0.0727 0.003587 0.103 0.005285 0.1324 0.005117 0.1439 0.006645 0.2289 0.03887 0.2193 0.1111 0.1565 0.08754 2.405 1.0 1762.0 1_1762
634 0.04238 0.004983 0.05026 0.004522 0.05132 0.004707 0.0643 0.002975 0.09814 0.004377 0.1067 0.004368 0.1129 0.004875 0.148 0.03625 0.1171 0.1313 0.159 0.1112 1.99365 1.0 1763.0 1_1763
635 0.392 0.009089 0.4341 0.008478 0.5248 0.007847 0.7153 0.007277 0.8504 0.01064 0.9647 0.01031 1.071 0.01336 1.118 0.0611 1.247 0.3027 1.083 0.2094 1.8025 1.0 1768.0 1_1768
636 0.1019 0.002952 0.1867 0.002901 0.2561 0.002717 0.3678 0.002121 0.5303 0.003413 0.6 0.003449 0.6607 0.002435 0.8177 0.03028 2.564 0.3899 2.655 0.2645 1.82335 1.0 1777.0 1_1777
637 0.07869 0.004762 0.09331 0.004205 0.102 0.00375 0.1378 0.00494 0.1917 0.007198 0.2086 0.006991 0.2003 0.008519 0.2298 0.03533 0.2128 0.172 0.2076 0.1444 1.8243 1.0 1778.0 1_1778
638 0.02666 0.004282 0.02451 0.003977 0.02821 0.003603 0.05483 0.004384 0.07947 0.006651 0.07408 0.006438 0.08479 0.007452 0.06692 0.03823 -0.0447 0.1102 -0.06823 0.08729 1.641 1.0 1781.0 1_1781
639 0.02352 0.004736 0.02078 0.004407 0.02588 0.003975 0.02665 0.003585 0.03866 0.005254 0.04907 0.005097 0.0624 0.00779 0.03412 0.03856 0.05129 0.2703 -0.007464 0.1909 2.22165 1.0 1785.0 1_1785
640 0.9366 0.01079 1.175 0.009333 1.375 0.008295 1.861 0.01003 2.335 0.01486 2.637 0.0147 2.773 0.01199 3.276 0.04133 3.477 0.2032 3.662 0.1701 1.86 1.0 1805.0 1_1805
641 0.07744 0.008678 0.1803 0.007194 0.2018 0.006979 0.2192 0.004101 0.204 0.006016 0.2511 0.005848 0.3127 0.00628 0.5787 0.0395 0.3702 0.1264 0.3884 0.1052 3.127399 1.0 1836.0 1_1836
642 0.01966 0.003237 0.02582 0.003023 0.06444 0.002841 0.1658 0.002593 0.2531 0.003954 0.3106 0.00394 0.3568 0.002848 0.4074 0.03364 0.6597 0.5576 0.2746 0.499 1.5872 1.0 1837.0 1_1837
643 0.2923 0.00736 0.4082 0.006867 0.4918 0.006213 0.7012 0.005403 0.9462 0.008089 1.068 0.007918 1.17 0.007122 1.245 0.05223 1.319 0.3973 1.186 0.2831 1.745 1.0 1843.0 1_1843
644 0.1966 0.007579 0.2808 0.007109 0.3676 0.006444 0.4617 0.005667 0.6973 0.008421 0.822 0.008217 0.9314 0.008003 1.364 0.04389 1.37 0.1754 1.368 0.1388 2.09175 1.0 1844.0 1_1844
645 0.0692 0.006175 0.07017 0.005765 0.06924 0.005221 0.09429 0.004662 0.1219 0.006844 0.1375 0.006621 0.1681 0.01013 0.1797 0.05014 0.104 0.2414 0.05446 0.185 1.91005 1.0 1850.0 1_1850
646 0.03514 0.005412 0.05246 0.005174 0.04615 0.004766 0.04962 0.004269 0.0775 0.006267 0.07851 0.006018 0.1036 0.006475 0.09433 0.04581 -0.4088 0.3176 -0.3653 0.1998 2.333 1.0 1854.0 1_1854
647 0.01101 0.008628 0.01326 0.008189 0.02448 0.007416 0.04461 0.006742 0.08635 0.009902 0.1035 0.00956 0.1185 0.01231 0.144 0.0472 -67.0 -67.0 -67.0 -67.0 1.96695 1.0 1858.0 1_1858
648 0.1994 0.005858 0.2388 0.005428 0.2421 0.004854 0.3708 0.004349 0.492 0.006469 0.4954 0.00627 0.4726 0.005928 0.6559 0.03683 0.8826 0.1356 0.8452 0.11 1.69375 1.0 1860.0 1_1860
649 0.6018 0.01428 0.96 0.01307 1.583 0.0122 2.729 0.01029 3.407 0.01531 4.256 0.01511 4.945 0.01222 7.473 0.05435 12.1 0.3505 14.41 0.3027 1.39655 1.0 1861.0 1_1861
650 0.006697 0.005616 0.01598 0.005312 0.01757 0.004773 0.05085 0.004368 0.05857 0.006388 0.08238 0.006188 0.08435 0.01124 0.1868 0.0457 -0.1637 0.405 -0.1344 0.3587 1.34335 1.0 1870.0 1_1870
651 0.07204 0.00477 0.0722 0.004382 0.0981 0.004007 0.1636 0.003584 0.1887 0.00527 0.1925 0.005089 0.2027 0.006044 0.248 0.03797 0.3874 0.3343 0.3542 0.2933 1.3655 1.0 1872.0 1_1872
652 0.2197 0.005525 0.222 0.004938 0.2244 0.004388 0.3 0.003884 0.3912 0.005764 0.3945 0.005577 0.3642 0.005546 0.4401 0.03658 0.4464 0.1224 0.4434 0.09646 1.75105 1.0 1878.0 1_1878
653 0.2637 0.006675 0.2252 0.005983 0.2041 0.005336 0.2082 0.004747 0.2587 0.006958 0.3658 0.006808 0.4129 0.007258 0.3608 0.03996 -67.0 -67.0 0.2748 0.1216 2.235 1.0 1880.0 1_1880
654 0.0821 0.006076 0.1276 0.005633 0.1475 0.005051 0.1495 0.004416 0.146 0.006454 0.1528 0.006306 0.1799 0.008272 0.2106 0.04241 0.267 0.1485 0.1909 0.1434 2.898499 1.0 1882.0 1_1882
655 0.04553 0.01161 0.04271 0.01091 0.07529 0.009888 0.1746 0.009098 0.2297 0.01344 0.243 0.01282 0.2538 0.01566 0.2427 0.0594 -0.0784 0.2981 -0.09845 0.1837 1.59 1.0 1885.0 1_1885
656 0.093 0.004703 0.1007 0.004298 0.1001 0.003849 0.1599 0.003446 0.2182 0.005103 0.2251 0.00493 0.2084 0.005181 0.346 0.03663 0.08627 0.1596 0.04108 0.09747 1.7363 1.0 1890.0 1_1890
657 0.002776 0.003252 0.002838 0.003084 0.01542 0.002815 0.03566 0.002554 0.04667 0.003757 0.05819 0.003638 0.06042 0.004236 0.1038 0.03433 0.07978 0.1086 -0.0209 0.08526 0.9985 1.0 1891.0 1_1891
658 0.07615 0.005532 0.1635 0.005309 0.208 0.004838 0.2446 0.004275 0.3529 0.006344 0.4309 0.006193 0.5033 0.006105 0.8697 0.03942 0.7902 0.1627 0.765 0.1287 2.61155 1.0 1895.0 1_1895
659 0.01487 0.004181 0.01286 0.003906 0.02319 0.003542 0.02569 0.003217 0.03619 0.004726 0.05026 0.00456 0.05135 0.006044 0.07146 0.03934 0.1057 0.2635 0.1747 0.2066 2.171 1.0 1898.0 1_1898
660 0.02563 0.004047 0.02584 0.00375 0.02897 0.003385 0.05423 0.00308 0.07177 0.004516 0.06799 0.004346 0.0753 0.005224 0.0247 0.03776 -67.0 -67.0 -67.0 -67.0 1.64095 1.0 1900.0 1_1900
661 0.3631 0.01307 0.4658 0.01242 0.8487 0.01162 1.596 0.0108 1.892 0.01589 2.142 0.0154 2.459 0.01524 2.556 0.06637 4.007 0.1668 3.373 0.1195 1.1915 1.0 1910.0 1_1910
662 0.01428 0.004425 0.04486 0.00431 0.06218 0.003956 0.06884 0.003611 0.07038 0.005233 0.07864 0.005078 0.08042 0.006285 0.3014 0.04503 0.3183 0.2618 -0.1418 0.2041 3.538 1.0 1911.0 1_1911
663 0.05486 0.004777 0.0799 0.004308 0.0917 0.003822 0.1528 0.004991 0.2404 0.007297 0.2704 0.007158 0.2681 0.00792 0.4027 0.03317 0.1631 0.1078 0.1638 0.09122 1.885 1.0 1912.0 1_1912
664 0.03454 0.008149 0.03014 0.007071 0.0272 0.006757 0.04201 0.005054 0.05724 0.007442 0.06972 0.00721 0.07084 0.007741 0.05632 0.03716 -0.0983 0.136 -0.1235 0.122 1.9076 1.0 1914.0 1_1914
665 0.09457 0.01127 0.2194 0.01073 0.2486 0.009739 0.4221 0.008845 0.7134 0.01306 0.95 0.0127 1.169 0.01347 2.897 0.07656 7.071 0.3515 10.59 0.3253 2.425 1.0 1915.0 1_1915
666 0.2512 0.009563 0.2924 0.008854 0.4091 0.008092 0.8794 0.007484 1.192 0.01106 1.321 0.01073 1.432 0.0102 2.155 0.05453 2.444 0.128 2.572 0.1017 1.51875 1.0 1921.0 1_1921
667 0.06571 0.004245 0.0672 0.003896 0.06372 0.003492 0.09392 0.003153 0.1184 0.004649 0.1258 0.004491 0.1234 0.006106 0.1622 0.03685 0.2807 0.107 0.2196 0.08513 1.6992 1.0 1932.0 1_1932
668 1.855 0.01492 2.192 0.01371 2.84 0.01268 4.552 0.01186 5.578 0.0177 5.804 0.0171 6.027 0.01548 8.843 0.06785 10.05 0.2702 11.09 0.1989 1.462 1.0 1937.0 1_1937
669 0.1379 0.006246 0.2398 0.005651 0.2306 0.004934 0.2145 0.004282 0.2275 0.006276 0.2319 0.006087 0.2785 0.006647 0.5241 0.04045 0.4114 0.2 0.4335 0.1659 3.10665 1.0 1939.0 1_1939
670 0.4409 0.0193 0.6269 0.01603 1.434 0.01499 2.703 0.01071 3.644 0.016 4.196 0.01566 4.76 0.01271 9.408 0.05421 13.43 0.4092 11.31 0.2733 1.0979 1.0 1940.0 1_1940
671 0.0942 0.005083 0.08916 0.004517 0.1284 0.004126 0.2217 0.003606 0.2397 0.005307 0.2592 0.005157 0.2769 0.005406 0.3244 0.03681 0.6685 0.1393 0.5096 0.1131 1.3005 1.0 1941.0 1_1941
672 0.01991 0.004448 0.02267 0.004228 0.02223 0.003275 0.03113 0.002933 0.04635 0.004328 0.06367 0.004214 0.06556 0.006023 0.04458 0.03522 0.3586 0.1929 0.3241 0.159 2.131899 1.0 1943.0 1_1943
673 0.03527 0.004406 0.0394 0.004102 0.03176 0.003683 0.05809 0.003385 0.07887 0.004953 0.07303 0.004779 0.08542 0.005251 0.1224 0.04206 0.1076 0.1512 0.07545 0.129 1.685 1.0 1946.0 1_1946
674 0.212 0.007789 0.2238 0.007175 0.259 0.006497 0.4574 0.005934 0.5412 0.008739 0.5477 0.008444 0.6005 0.009048 0.654 0.04766 0.8454 0.1595 0.875 0.1251 1.4855 1.0 1950.0 1_1950
675 0.03513 0.003872 0.03444 0.003412 0.03652 0.003017 0.0291 0.00267 0.03546 0.003921 0.044 0.00381 0.07581 0.004449 0.08014 0.03336 0.2348 0.1584 0.2403 0.1327 2.645 1.0 1954.0 1_1954
676 0.03681 0.008106 0.03701 0.007575 0.04252 0.006846 0.06911 0.006299 0.09395 0.009249 0.1119 0.008912 0.1323 0.01547 0.1177 0.05035 0.7168 0.3042 0.4605 0.1824 1.8728 1.0 1960.0 1_1960
677 0.01569 0.00515 0.0231 0.00478 0.03351 0.004347 0.06067 0.005004 0.06852 0.007033 0.06356 0.007516 0.1065 0.009263 0.1461 0.03954 0.2625 0.1371 0.343 0.103 1.45185 1.0 1965.0 1_1965
678 0.01293 0.004596 0.0516 0.004408 0.1429 0.004185 0.1574 0.003689 0.1663 0.005383 0.1715 0.005218 0.1863 0.005962 0.3891 0.04115 0.4437 0.1186 0.2899 0.09408 4.3 1.0 1969.0 1_1969
679 0.6081 0.01166 0.7571 0.01075 0.9391 0.009777 1.601 0.008948 2.03 0.01327 2.113 0.01283 2.166 0.01125 2.49 0.05383 2.318 0.4219 2.032 0.3118 1.5768 1.0 1977.0 1_1977
680 -0.001449 0.00603 0.03359 0.005496 0.0763 0.004951 0.08927 0.004619 0.1244 0.006719 0.1407 0.006539 0.2088 0.008475 0.4643 0.03982 1.058 0.1477 1.683 0.1319 3.2725 1.0 1979.0 1_1979
681 0.01653 0.00615 0.01147 0.005746 0.01781 0.005236 0.03731 0.00478 0.04888 0.007005 0.05245 0.006786 0.05252 0.00675 0.05595 0.03551 -0.1897 0.2665 -0.1266 0.2002 1.5865 1.0 1980.0 1_1980
682 0.0005379 0.00471 0.001586 0.00444 0.0297 0.004114 0.05593 0.003803 0.07803 0.005549 0.07773 0.005348 0.08899 0.006718 0.1336 0.04338 0.6224 0.1212 0.6301 0.09336 5.214501 1.0 1984.0 1_1984
683 0.1574 0.009522 0.5167 0.009075 0.7707 0.008259 0.8743 0.00708 1.01 0.01044 1.213 0.01021 1.546 0.01046 2.426 0.05033 2.975 0.1705 3.254 0.1352 3.0208 1.0 1989.0 1_1989
684 0.02608 0.004481 0.04321 0.004268 0.04621 0.003869 0.04871 0.003485 0.06275 0.005122 0.07864 0.004945 0.08729 0.006747 0.143 0.03838 -0.3419 0.4758 -0.1984 0.2191 2.46065 1.0 1990.0 1_1990
685 0.01497 0.004853 0.0203 0.004463 0.02699 0.00401 0.02636 0.003545 0.03325 0.005191 0.05844 0.005066 0.07584 0.007052 0.06804 0.03792 0.3075 0.1583 0.3246 0.1288 2.5662 1.0 1991.0 1_1991
686 0.02324 0.004674 0.02009 0.00437 0.02443 0.004001 0.04673 0.003677 0.06498 0.005391 0.06324 0.005203 0.07514 0.006687 0.06122 0.0428 -67.0 -67.0 -67.0 -67.0 1.63945 1.0 1996.0 1_1996
687 0.1723 0.006321 0.2114 0.005843 0.2604 0.00531 0.4567 0.004797 0.6397 0.00715 0.6626 0.006918 0.6814 0.006747 0.9735 0.04041 1.129 0.1916 1.254 0.1353 1.656 1.0 1999.0 1_1999
688 0.132 0.01163 0.3879 0.01089 0.6434 0.0099 0.7012 0.008663 0.7516 0.01269 0.864 0.01261 1.065 0.02108 1.655 0.06203 1.589 0.2121 1.586 0.1578 3.1752 1.0 2000.0 1_2000
689 0.01597 0.003329 0.02401 0.003161 0.01943 0.002841 0.02684 0.002591 0.03576 0.003782 0.04514 0.00366 0.05924 0.004953 0.04293 0.03341 0.2786 0.1245 0.2609 0.09698 2.46305 1.0 2021.0 1_2021
690 0.5301 0.01114 0.7048 0.009997 0.8381 0.008912 1.253 0.007787 1.658 0.01164 1.873 0.01136 2.048 0.009942 2.268 0.0551 2.262 0.208 2.335 0.1696 1.7825 1.0 2025.0 1_2025
691 0.1238 0.008051 0.1684 0.00733 0.1837 0.006538 0.2708 0.005694 0.4065 0.008434 0.4351 0.008148 0.472 0.01119 0.5337 0.06205 1.272 0.3142 1.08 0.2329 1.86145 1.0 2031.0 1_2031
692 0.2658 0.007322 0.3445 0.00659 0.4212 0.005835 0.6039 0.004984 0.7279 0.007421 0.8469 0.007283 0.9313 0.006097 0.8101 0.04147 1.144 0.2098 1.06 0.1684 1.40085 1.0 2038.0 1_2038
693 0.0664 0.005385 0.161 0.005249 0.215 0.004849 0.2329 0.00431 0.2503 0.006324 0.2467 0.006089 0.2683 0.006583 0.3696 0.04054 0.4545 0.1092 0.3772 0.08321 3.19865 1.0 2046.0 1_2046
694 0.04151 0.004148 0.04616 0.003851 0.04948 0.003488 0.06661 0.003257 0.07952 0.004764 0.09679 0.004614 0.1015 0.005108 0.0596 0.03921 0.2981 0.1255 0.2512 0.09988 1.8776 1.0 2048.0 1_2048
695 0.1454 0.009464 0.2473 0.009026 0.3295 0.008347 0.5527 0.007626 0.9036 0.0113 1.26 0.01105 1.593 0.01089 3.409 0.05223 5.305 0.2561 6.452 0.2074 2.27125 1.0 2055.0 1_2055
696 0.01835 0.006402 0.02072 0.005942 0.02891 0.005421 0.05151 0.005274 0.06244 0.007682 0.0761 0.007481 0.06966 0.008025 0.08893 0.03963 0.2231 0.2758 0.06368 0.2009 1.5995 1.0 2059.0 1_2059
697 0.07418 0.004827 0.07537 0.004537 0.06869 0.00409 0.06971 0.003691 0.09611 0.005445 0.09517 0.005225 0.121 0.007611 0.1769 0.04022 -67.0 -67.0 -67.0 -67.0 2.2015 1.0 2063.0 1_2063
698 0.0191 0.008947 0.06174 0.008476 0.07527 0.007727 0.08493 0.007215 0.09129 0.01054 0.08265 0.01014 0.09242 0.01133 0.1516 0.04598 0.5336 0.1312 0.4751 0.1006 3.4205 1.0 2066.0 1_2066
699 0.01084 0.005477 0.08588 0.005183 0.1474 0.004705 0.1699 0.004152 0.171 0.006078 0.1887 0.005912 0.1997 0.006352 0.3112 0.04279 0.8934 0.1125 0.8925 0.09387 3.72 1.0 2073.0 1_2073
700 0.6516 0.01123 0.8026 0.01035 0.8887 0.009369 1.303 0.008351 1.94 0.01249 2.161 0.01213 2.346 0.01093 2.885 0.05393 3.551 0.1516 3.65 0.1138 1.9611 1.0 2074.0 1_2074
