    0.920630966772202441E+01    0.334219920668344095E+01    0.201212692260742188E+01    0.825985651956571232E+01    0.701125166822606616E+01   -0.184300708532101742E+01   -0.187709159851074219E+02
    0.759364317860596127E+01    0.340658095625877433E+01    0.703525543212890625E+00    0.731354773564581340E+01    0.725628867730649230E+01   -0.772683476292670868E+00   -0.164908905029296875E+02
    0.770252827404829699E+01    0.204987519685612263E+01    0.136931276321411133E+01    0.782015062730789268E+01    0.749932324695517316E+01   -0.153751906125632942E+00   -0.164377250671386719E+02
    0.817387269607772815E+01    0.406614070111522441E+01    0.144220843911170959E+00    0.863335650511881703E+01    0.933737690267398790E+01   -0.160082001204591262E+01   -0.163080558776855469E+02
    0.849576126835604484E+01    0.529483593097944638E+01    0.191139608621597290E+00    0.844322571590408266E+01    0.812723058879856630E+01   -0.158082888740187366E+01   -0.162193412780761719E+02
    0.801182509636178430E+01    0.416681051102760680E+01    0.938837289810180664E+00    0.751627255468608091E+01    0.829222861335654926E+01   -0.651238424661128468E+00   -0.161602039337158203E+02
    0.750043613819816191E+01    0.119157074406739016E+01    0.164381563663482666E+00    0.909034951758077625E+01    0.956373392041510684E+01   -0.210285025982531337E+01   -0.160995979309082031E+02
    0.856507558746213249E+01    0.501673925062255055E+01    0.129023826122283936E+01    0.792635285082692853E+01    0.102518096069819205E+02   -0.748219706025156306E+00   -0.160156135559082031E+02
    0.851649487124669591E+01    0.326750409982852430E+01    0.433403313159942627E+00    0.911670847803260287E+01    0.993899453876466410E+01   -0.118275282378581292E+01   -0.158368892669677734E+02
    0.736472626069011049E+01    0.657402890868630685E+00    0.385973781347274780E+00    0.902778655235222871E+01    0.759784627884384189E+01   -0.635670494498338456E+00   -0.156895208358764648E+02
    0.709782182806769146E+01    0.903775950626373614E+00    0.675168037414550781E+00    0.862668054429202336E+01    0.915368766606164463E+01   -0.172746328614889655E+01   -0.156108446121215820E+02
    0.736770934105306274E+01    0.127982255462436356E+01    0.490843445062637329E+00    0.867505328637991369E+01    0.837383150083804928E+01   -0.595211996414639177E+00   -0.153730201721191406E+02
    0.751057576409891858E+01    0.326976502107724531E+01    0.601551592350006104E+00    0.717026276729789203E+01    0.700988988560374704E+01   -0.120964634769074642E+01   -0.151358184814453125E+02
    0.746887940965891683E+01    0.556653460366536512E+00    0.366958022117614746E+00    0.950607430408683385E+01    0.767102737055904882E+01   -0.111985342460720516E+01   -0.150091094970703125E+02
    0.824413895475569092E+01    0.428972374737146023E+01    0.613719642162322998E+00    0.806748955080273156E+01    0.865351386284919855E+01   -0.492886888944708668E+00   -0.148832073211669922E+02
    0.744255581498146057E+01    0.145825535058975220E+01    0.697760820388793945E+00    0.862406367665364471E+01    0.102632764577865601E+02   -0.857534876339984820E-01   -0.148830871582031250E+02
    0.724499707410872062E+01    0.367376769867169317E+01    0.304468721151351929E+00    0.723938641390033411E+01    0.761301151058807157E+01   -0.139896207635762693E+01   -0.147836647033691406E+02
    0.829916629110162773E+01    0.406893481613719210E+01    0.929692268371582031E+00    0.804111019177990904E+01    0.101538740681652975E+02   -0.167434607781528255E+01   -0.147512245178222656E+02
    0.782390091524296682E+01    0.413436807425366659E+01    0.138851895928382874E+00    0.796240596128371614E+01    0.778708290342571718E+01   -0.995438029647585321E+00   -0.147044868469238281E+02
    0.725616359478150041E+01    0.251498580912074576E+01    0.551781594753265381E+00    0.751706546679223830E+01    0.784218680082026776E+01   -0.119823008559526922E+01   -0.146896762847900391E+02
    0.732068554930370219E+01    0.399835098933577093E+01    0.207144975662231445E+00    0.722447115105051552E+01    0.846036697267912352E+01   -0.172411689598689133E+00   -0.146191616058349609E+02
    0.756275387750535710E+01    0.396667948553528538E+01    0.433545619249343872E+00    0.726088286131048033E+01    0.950843838743539926E+01   -0.595580351932070151E-01   -0.146176185607910156E+02
    0.791554050103617346E+01    0.166939271513802479E+01    0.525417625904083252E+00    0.902879272303136915E+01    0.917326562987556215E+01   -0.482084350725351385E-01   -0.144399404525756836E+02
