

    0.230692163435382296E-97    0.481361236572265625E+03    0.815021886957558550E+01    0.635398934901744705E+00    0.197518622875213623E+01    0.752652490654853157E+01    0.888947769104346364E+01   -0.908397727396826227E+00
    0.621109761844146879E-96    0.474727600097656250E+03    0.905959017427921509E+01    0.765551740877403630E+00    0.185702145099639893E+00    0.860577525645780383E+01    0.725281797660413563E+01   -0.817854804012943415E+00
    0.751817012881539384E-95    0.469692840576171875E+03    0.945449876534093292E+01    0.120169067818693853E+01    0.190393471717834473E+01    0.882572457973632218E+01    0.936289241683723894E+01   -0.976053623824056693E+00
    0.116787453720493043E-92    0.459553985595703125E+03    0.824433696115219483E+01    0.741492123080366050E+00    0.182047510147094727E+01    0.768594231977478426E+01    0.995502109754511366E+01   -0.399664088450233157E+00
    0.215226985722565752E-92    0.458283691406250000E+03    0.938706734302580870E+01    0.722788367928618003E+00    0.105666184425354004E+01    0.971592184855220786E+01    0.990434695747629945E+01   -0.149603963750207436E+01
    0.367460112025868116E-92    0.457166229248046875E+03    0.914900997804459948E+01    0.861595172753015337E+00    0.211294412612915039E+01    0.871643267220447271E+01    0.992477956726630950E+01   -0.123854551509166910E+00
    0.404566298826671457E-92    0.456926208496093750E+03    0.754524123914092470E+01    0.451429646203515444E+00    0.172703123092651367E+01    0.735027808478009170E+01    0.803216398438473789E+01   -0.186328510466406083E+00
    0.712104195046774976E-92    0.455747772216796875E+03    0.949270737947467325E+01    0.970123220135431730E+00    0.406359821557998657E+00    0.887285855749590446E+01    0.711186843707358296E+01   -0.573192434930188455E+00
    0.420656850017677079E-91    0.452147796630859375E+03    0.903666453468605368E+01    0.832161041686830916E+00    0.248500633239746094E+01    0.857610906387692751E+01    0.997643009186497309E+01   -0.116827175434216457E+01
    0.346019731009718627E-90    0.447885650634765625E+03    0.977748376496506921E+01    0.106066921581263651E+01    0.440889328718185425E+00    0.958865111547381588E+01    0.930844838756141790E+01    0.221902375851304345E+00
    0.224971832640975978E-89    0.444093902587890625E+03    0.976240303123249120E+01    0.119498705427979868E+01    0.175431609153747559E+01    0.935757823411856116E+01    0.101054662494029124E+02   -0.374135568101716443E+00
    0.128262178539032460E-88    0.440564910888671875E+03    0.901906962125587341E+01    0.630604543765981962E+00    0.534489631652832031E+00    0.898633946576678611E+01    0.818027632000689664E+01   -0.275808786466652300E+00
    0.209866528291329275E-88    0.439532501220703125E+03    0.958500938805082114E+01    0.864009260437051285E+00    0.143673169612884521E+01    0.957709218278832708E+01    0.974499288316363632E+01   -0.160329364825085419E+01
    0.265055878933967843E-88    0.439017944335937500E+03    0.996102426328322821E+01    0.982676994159426220E+00    0.870756387710571289E+00    0.973028641650324921E+01    0.914811696918864925E+01   -0.635033945155024204E+00
    0.213783907879460521E-87    0.434795104980468750E+03    0.938559280774458315E+01    0.795550219967043115E+00    0.131358540058135986E+01    0.965572161808110785E+01    0.985142934937605474E+01   -0.479656175603790924E+00
    0.264111255884996808E-87    0.434324676513671875E+03    0.972258944536330105E+01    0.804700839951019375E+00    0.134355771541595459E+01    0.947139030852215669E+01    0.856084612499085473E+01   -0.117156626298673228E+01
    0.320229968756090816E-83    0.415471038818359375E+03    0.945370462045492843E+01    0.910534392096453038E+00    0.502769351005554199E+00    0.949419825796046624E+01    0.905161338501566171E+01   -0.629505669836039949E+00
    0.355545480915546279E-80    0.401398681640625000E+03    0.953401449422838709E+01    0.106748809076359596E+01    0.592274427413940430E+00    0.959781973474057537E+01    0.104213200958581371E+02   -0.573183626523383394E+00
    0.412486561755195675E-79    0.396448791503906250E+03    0.946938213228199821E+01    0.824924349252847855E+00    0.242282080650329590E+01    0.925471354204138663E+01    0.101535838660169144E+02   -0.705949469083026138E+00
    0.972716538369665082E-79    0.394685394287109375E+03    0.971284432729962433E+01    0.922668913688786230E+00    0.651675760746002197E+00    0.913940616808288198E+01    0.769254781353855055E+01   -0.132828859413598610E+01
    0.982496385663656190E-79    0.394617767333984375E+03    0.929747653344190894E+01    0.441903987187613811E+00    0.166572153568267822E+01    0.943910561269991355E+01    0.792368395788410673E+01   -0.945376171273720756E+00
