#       id              ff           errff              cov
#
         1    1.204634e+00    1.310465e-01        0.120780
         2    9.429181e+00    1.261322e-01        0.013745
         3    6.155350e+01    1.081998e-01        0.024742
         4    2.184825e-01    1.630253e-01        0.343784
         5    1.189344e-01    1.346847e-01        0.389944
         6    8.490747e-02    1.162315e-01        0.013357
         7    2.453892e-02    9.293751e-02        0.013175
         8   -1.544445e-01    9.732773e-02        0.161028
         9    1.436535e-03    9.961320e-02        0.015274
        10    1.533047e+00    1.377901e-01        0.039602
        11    2.570191e+01    1.875300e-01        0.011775
        12   -3.289421e-02    8.166914e-02        0.031416
        13    4.275208e-01    1.745702e-01        0.016225
        14    4.583109e-02    1.054398e-01        0.018848
        15    1.026178e-01    8.840773e-02        0.016530
        16    1.602152e-01    1.699655e-01        1.733879
        17   -2.141242e-03    9.125093e-02        0.023740
        18    9.984816e-03    9.998786e-02        0.019772
        19    1.435195e-01    1.958489e-01        1.566663
        20    1.198227e-01    8.426564e-02        0.017540
        21    1.510991e-01    9.926147e-02        0.019417
        22    2.334387e-02    9.249229e-02        0.084225
        23    5.391645e+01    2.096849e-01        0.026475
        24   -5.174599e-04    8.073191e-02        0.018626
        25    2.786146e+00    1.319596e-01        0.049504
        26    7.283577e+00    2.519462e-01        0.308224
        27   -3.320989e-02    9.533904e-02        0.019165
        28    2.524191e-01    9.984602e-02        0.024633
        29    1.647677e+00    1.383042e-01        0.052658
        30    6.173605e-01    1.167311e-01        0.021524
        31    4.570856e-02    7.943276e-02        0.018489
        32    1.371672e-01    9.735861e-02        0.620046
        33    5.142362e-01    1.034676e-01        0.064454
        34    8.473080e-03    8.912567e-02        0.038835
        35   -2.838984e-01    9.617169e-02        0.104612
        36    1.669458e-01    1.083994e-01        0.020903
        37    7.281905e+00    1.853172e-01        0.092358
        38    5.848240e-01    1.466829e-01        0.147296
        39   -4.804231e-01    1.224766e-01        0.035498
        40    5.538519e+01    1.481172e-01        0.174461
        41    1.088855e-01    8.614578e-02        0.021980
        42   -1.327177e-02    8.948871e-02        0.023972
        43    4.907358e-02    9.041629e-02        0.027863
        44    3.616563e-01    1.142025e-01        0.013034
        45    1.753950e-01    1.042888e-01        0.022399
        46    1.247092e+01    1.259725e-01        0.089238
        47    2.610618e-01    9.987643e-02        0.069172
        48    5.927964e-02    1.112401e-01        0.117381
        49    1.046369e-02    9.182297e-02        0.019207
        50    1.107645e+00    1.067291e-01        0.058255
        51    2.663560e-02    9.212586e-02        0.021080
        52    6.358373e+01    1.765298e-01        0.321155
        53    2.828336e-01    1.153687e-01        0.075676
        54   -9.633463e-02    9.682138e-02        0.016694
        55    1.591477e-01    9.389034e-02        0.019993
        56   -3.061599e-02    8.176637e-02        0.474025
        57    1.055375e-01    9.324951e-02        0.038454
        58    2.193054e-02    8.702387e-02        0.197835
        59    2.063401e-03    9.391227e-02        0.164693
        60    9.921965e+00    1.808879e-01        0.166846
        61    3.789426e-02    1.336164e-01        0.077953
        62   -5.508003e-02    8.927999e-02        0.021764
        63    2.262899e-01    1.157045e-01        0.103957
        64    8.740246e-01    1.329827e-01        0.053263
        65    1.189795e-01    1.056048e-01        0.074332
        66   -5.102637e-02    8.230408e-02        0.081090
        67    4.024526e-01    1.045440e-01        0.062571
        68    4.085314e-02    8.790954e-02        0.065268
        69    8.232809e-02    7.559326e-02        0.105888
        70   -3.299778e-02    8.657613e-02        0.083037
        71    1.099144e-01    9.125578e-02        0.235058
        72    1.224928e-01    7.948322e-02        0.104365
        73    1.605848e+00    1.119247e-01        0.253196
        74    3.562707e-02    8.006794e-02        0.020689
        75    1.735462e-03    7.772204e-02        0.057255
        76    9.468478e-02    8.989083e-02        0.019269
        77    1.323828e+00    1.994965e-01        0.144314
