#ID b_B435 b_errB435 b_V606 b_errV606 b_I814 b_errI814 b_Y105 b_errY105 b_J125 b_errJ125 b_JH140 b_errJH140 b_H160 b_errH160 b_Ks b_errKs b_CH1 b_errCH1 b_CH2 b_errCH2 ZBEST field ID_original
21 0.005217 0.004604 0.01155 0.004713 0.01121 0.003508 0.01818 0.003173 0.008376 0.004246 0.01639 0.003841 0.02491 0.00553 0.003501 0.02989 -0.2074 0.1119 -0.2967 0.1049 1.9191999435424805 0.0 449.0
22 0.008052 0.003204 0.01422 0.003315 0.01046 0.00241 0.0181 0.002198 0.02644 0.002997 0.03587 0.002672 0.03138 0.00298 0.03312 0.03078 -67.0 -67.0 -0.08602 0.09737 2.0179998874664307 0.0 450.0
23 0.007677 0.005244 0.04643 0.005014 0.06086 0.003549 0.07624 0.003084 0.075 0.004203 0.07924 0.003754 0.06871 0.004664 0.1087 0.0348 0.005063 0.2438 -0.02336 0.2199 1.9713000059127808 0.0 459.0
24 0.4294 0.009694 0.463 0.008467 0.4225 0.00611 0.442 0.005338 0.475 0.007382 0.652 0.0067 0.7223 0.006213 0.4665 0.03836 -67.0 -67.0 0.1662 0.187 2.0250000953674316 0.0 474.0
25 -0.00105 0.003246 0.009616 0.003461 0.01312 0.002593 0.01912 0.002304 0.01846 0.003124 0.01854 0.002785 0.01929 0.002664 0.003456 0.02798 -67.0 -67.0 -0.08017 0.1363 2.0308001041412354 0.0 490.0
26 0.06469 0.009665 0.08623 0.00983 0.1224 0.007223 0.1326 0.00662 0.1836 0.008886 0.1954 0.008069 0.2101 0.01191 0.2891 0.0564 -67.0 -67.0 -67.0 -67.0 1.9900000095367432 0.0 523.0
27 0.07339 0.01059 0.1265 0.01085 0.143 0.007972 0.183 0.007205 0.2124 0.009769 0.2468 0.008748 0.295 0.008549 0.3517 0.0542 0.2658 0.2179 0.3825 0.1852 1.9580999612808228 0.0 533.0
28 0.3232 0.008203 0.3316 0.006882 0.3024 0.004984 0.3085 0.004436 0.3204 0.006129 0.4569 0.005697 0.5176 0.005524 0.2725 0.03426 -67.0 -67.0 -67.0 -67.0 2.0230000019073486 0.0 534.0
29 0.126 0.01276 0.1876 0.0129 0.168 0.009433 0.2171 0.0086 0.3085 0.01167 0.326 0.0105 0.342 0.01205 0.2788 0.05357 -67.0 -67.0 -67.0 -67.0 1.9639999866485596 0.0 542.0
30 -0.00146 0.008897 0.07285 0.009392 0.137 0.006928 0.1778 0.006251 0.1762 0.008488 0.1862 0.007597 0.2026 0.00683 0.2783 0.04718 0.02005 0.3034 -0.1426 0.2466 2.1737000942230225 0.0 562.0
31 0.11 0.006773 0.1198 0.006444 0.1082 0.004683 0.1199 0.004195 0.1789 0.005769 0.228 0.005186 0.2278 0.005595 0.332 0.04284 -67.0 -67.0 0.1076 0.1099 2.1500000953674316 0.0 564.0
32 0.02733 0.00539 0.04167 0.005255 0.04312 0.003877 0.05512 0.003438 0.1075 0.004692 0.1258 0.004232 0.1407 0.004788 0.211 0.03785 0.1633 0.1238 0.2561 0.1191 2.078000068664551 0.0 634.0
33 0.04867 0.004783 0.05462 0.004566 0.06394 0.00332 0.0896 0.002982 0.1223 0.004098 0.1491 0.003712 0.1366 0.003946 0.1825 0.03548 0.07129 0.1053 0.09839 0.09999 1.8581000566482544 0.0 676.0
34 0.00988 0.007539 0.06752 0.00767 0.1239 0.005656 0.1648 0.004993 0.1743 0.006774 0.1674 0.006065 0.1956 0.00663 0.2782 0.0461 -67.0 -67.0 -0.06355 0.1346 2.0855000019073486 0.0 743.0
35 0.003152 0.003242 0.009352 0.003224 0.007744 0.002337 0.008874 0.00205 0.01442 0.002783 0.0168 0.002498 0.01545 0.003261 0.02536 0.03076 0.1443 0.2094 0.08911 0.1716 2.0350000858306885 0.0 747.0
36 0.0005299 0.003798 0.01893 0.003661 0.03311 0.002722 0.04076 0.002303 0.04558 0.003153 0.043 0.002844 0.04547 0.003429 0.04163 0.03265 0.1101 0.2531 0.03921 0.2028 2.1579999923706055 0.0 754.0
37 0.8351 0.01842 0.9198 0.01699 0.9745 0.01211 1.434 0.01086 2.049 0.01508 2.256 0.01363 2.18 0.01335 2.356 0.08472 3.298 0.2569 3.478 0.2473 1.819599986076355 0.0 828.0
38 0.002837 0.002948 0.01031 0.002797 0.006158 0.002022 0.006271 0.00176 0.01517 0.002361 0.01611 0.002137 0.01709 0.00264 0.005691 0.02993 -67.0 -67.0 -67.0 -67.0 2.174999952316284 0.0 854.0
39 0.05049 0.003149 0.06003 0.002362 0.04724 0.001585 0.05353 0.001334 0.06413 0.001898 0.0653 0.001737 0.07001 0.001281 0.02265 0.02746 0.01183 0.2114 0.1658 0.1906 1.9394999742507935 0.0 900.0
40 0.01682 0.004145 0.01139 0.003963 0.0137 0.0029 0.02013 0.002592 0.04041 0.003524 0.04518 0.003173 0.04724 0.003728 0.07205 0.03981 -0.08029 0.1752 -0.1338 0.166 2.0053999423980713 0.0 907.0
41 0.147 0.007881 0.161 0.007269 0.1333 0.005167 0.1606 0.004603 0.2028 0.006295 0.2063 0.005674 0.2102 0.006884 0.1945 0.04945 -67.0 -67.0 0.3834 0.1651 1.8882999420166016 0.0 926.0
42 0.04496 0.005549 0.05879 0.005241 0.05728 0.003803 0.07874 0.003251 0.1277 0.004464 0.1457 0.004032 0.1482 0.004332 0.238 0.03622 0.1803 0.1222 0.1623 0.1238 2.005000114440918 0.0 965.0
43 0.01782 0.00837 0.01075 0.00799 0.0141 0.005878 0.01226 0.00514 0.01921 0.006941 0.02575 0.006234 0.02637 0.004345 0.03672 0.03316 0.06953 0.1404 0.04993 0.1346 2.184999942779541 0.0 992.0
44 -0.001421 0.01098 -0.006245 0.01002 0.02056 0.007549 0.01694 0.004672 0.04014 0.006402 0.04189 0.005735 0.03137 0.005528 0.0461 0.03865 0.05172 0.3557 0.08973 0.2812 1.815000057220459 0.0 997.0
45 -0.0008933 0.003873 0.004453 0.003805 0.006015 0.002791 0.006976 0.00246 0.01447 0.003374 0.01808 0.003016 0.01511 0.00378 0.000325 0.02758 -0.1003 0.1811 0.06029 0.2484 1.9989999532699585 0.0 1010.0
46 0.02705 0.009206 0.1997 0.008763 0.3178 0.006491 0.3924 0.00543 0.4255 0.007469 0.446 0.006716 0.4337 0.007079 0.6767 0.04615 -67.0 -67.0 0.2673 0.1252 1.989300012588501 0.0 1017.0
