Wavelength(um),Flux(Jy),Error(Jy),BG(Jy),Order,Module
3.0777,0.00384919,0,0,0,-2
3.07776,0.00382717,0,0,0,-2
3.07856,0.00387231,0,0,0,-2
3.07936,0.0038914,0,0,0,-2
3.07942,0.00390671,0,0,0,-2
3.08022,0.00458657,0,0,0,-2
3.08028,0.00461317,0,0,0,-2
3.08108,0.00474213,0,0,0,-2
3.08189,0.00379221,0,0,0,-2
3.08195,0.00369641,0,0,0,-2
3.08275,0.00219162,0,0,0,-2
3.08355,0.00325697,0,0,0,-2
3.08361,0.00334022,0,0,0,-2
3.08441,0.00360216,0,0,0,-2
3.08522,0.00417988,0,0,0,-2
3.08528,0.00422441,0,0,0,-2
3.08608,0.00467532,0,0,0,-2
3.08614,0.00463154,0,0,0,-2
3.08688,0.00352186,0,0,0,-2
3.08694,0.00341456,0,0,0,-2
3.08775,0.00206655,0,0,0,-2
3.08781,0.00197792,0,0,0,-2
3.08855,0.00103976,0,0,0,-2
3.08861,0.00104833,0,0,0,-2
3.08942,0.00399406,0,0,0,-2
3.08948,0.00412933,0,0,0,-2
3.09028,0.00498494,0,0,0,-2
3.09108,0.00507936,0,0,0,-2
3.09115,0.00506332,0,0,0,-2
3.09195,0.00462135,0,0,0,-2
3.09275,0.00412863,0,0,0,-2
3.09282,0.0041429,0,0,0,-2
3.09362,0.00486572,0,0,0,-2
3.09442,0.00553094,0,0,0,-2
3.09449,0.00552382,0,0,0,-2
3.09529,0.00459873,0,0,0,-2
3.0961,0.00458857,0,0,0,-2
3.09616,0.0045744,0,0,0,-2
3.09696,0.00398023,0,0,0,-2
3.09777,0.00480017,0,0,0,-2
3.09783,0.00488055,0,0,0,-2
3.09864,0.00611096,0,0,0,-2
3.09944,0.00508154,0,0,0,-2
3.0995,0.00508995,0,0,0,-2
3.10031,0.00617262,0,0,0,-2
3.10111,0.00587164,0,0,0,-2
3.10118,0.00582587,0,0,0,-2
3.10198,0.00503429,0,0,0,-2
3.10279,0.00511285,0,0,0,-2
3.10285,0.00512561,0,0,0,-2
3.1036,0.00534506,0,0,0,-2
3.10366,0.00537987,0,0,0,-2
3.10447,0.00647414,0,0,0,-2
3.10453,0.00652915,0,0,0,-2
3.10527,0.00693632,0,0,0,-2
3.10534,0.00699266,0,0,0,-2
3.10614,0.00848033,0,0,0,-2
3.1062,0.00845795,0,0,0,-2
3.10695,0.00724722,0,0,0,-2
3.10701,0.00712622,0,0,0,-2
3.10782,0.00588942,0,0,0,-2
3.10863,0.00601491,0,0,0,-2
3.10869,0.0060058,0,0,0,-2
3.1095,0.00505238,0,0,0,-2
3.11031,0.00574583,0,0,0,-2
3.11037,0.00577613,0,0,0,-2
3.11118,0.00588836,0,0,0,-2
3.11199,0.00704988,0,0,0,-2
3.11205,0.00710199,0,0,0,-2
3.1128,0.0074205,0,0,0,-2
3.11286,0.00738935,0,0,0,-2
3.11367,0.00496008,0,0,0,-2
3.11448,0.00332394,0,0,0,-2
3.11454,0.00325725,0,0,0,-2
3.11535,0.00331353,0,0,0,-2
3.11616,0.00485112,0,0,0,-2
3.11622,0.00492303,0,0,0,-2
3.11703,0.00531592,0,0,0,-2
3.11784,0.00497183,0,0,0,-2
3.11791,0.00493247,0,0,0,-2
3.11865,0.00437707,0,0,0,-2
3.11872,0.00435108,0,0,0,-2
3.11953,0.00459925,0,0,0,-2
3.12034,0.00461331,0,0,0,-2
3.1204,0.00459216,0,0,0,-2
3.12121,0.00406996,0,0,0,-2
3.12202,0.004241,0,0,0,-2
3.12209,0.00426754,0,0,0,-2
3.12284,0.00466954,0,0,0,-2
3.1229,0.00470986,0,0,0,-2
3.12371,0.00531339,0,0,0,-2
3.12452,0.00596565,0,0,0,-2
3.12459,0.00598056,0,0,0,-2
3.12534,0.00582748,0,0,0,-2
3.1254,0.00581314,0,0,0,-2
3.12621,0.0057504,0,0,0,-2
3.12702,0.00638528,0,0,0,-2
3.12709,0.00641989,0,0,0,-2
3.1279,0.00647097,0,0,0,-2
3.12871,0.00763161,0,0,0,-2
3.12878,0.00767465,0,0,0,-2
3.12953,0.00786948,0,0,0,-2
3.12959,0.00785775,0,0,0,-2
3.1304,0.00731943,0,0,0,-2
3.13122,0.00571104,0,0,0,-2
3.13128,0.0056495,0,0,0,-2
3.13203,0.00543842,0,0,0,-2
3.13209,0.00545582,0,0,0,-2
3.13291,0.00641064,0,0,0,-2
3.13372,0.00639907,0,0,0,-2
3.13379,0.00637115,0,0,0,-2
3.13454,0.00578463,0,0,0,-2
3.1346,0.0057612,0,0,0,-2
3.13542,0.00607008,0,0,0,-2
3.13623,0.00620624,0,0,0,-2
3.13629,0.00621342,0,0,0,-2
3.13705,0.00626759,0,0,0,-2
3.13711,0.00627974,0,0,0,-2
3.13792,0.00661895,0,0,0,-2
3.13874,0.00682956,0,0,0,-2
3.1388,0.006808,0,0,0,-2
3.13956,0.00627187,0,0,0,-2
3.13962,0.00622911,0,0,0,-2
3.14044,0.0059237,0,0,0,-2
3.14125,0.0071484,0,0,0,-2
3.14132,0.00722458,0,0,0,-2
3.14207,0.0080056,0,0,0,-2
3.14213,0.00800479,0,0,0,-2
3.14289,0.00694652,0,0,0,-2
3.14295,0.00687097,0,0,0,-2
3.14377,0.00676512,0,0,0,-2
3.14458,0.00621673,0,0,0,-2
3.14465,0.00620898,0,0,0,-2
3.1454,0.00667754,0,0,0,-2
3.14546,0.00674152,0,0,0,-2
3.14628,0.00824426,0,0,0,-2
3.1471,0.00762027,0,0,0,-2
3.14716,0.00754785,0,0,0,-2
3.14792,0.00651462,0,0,0,-2
3.14798,0.00648188,0,0,0,-2
3.1488,0.00717409,0,0,0,-2
3.14962,0.00652788,0,0,0,-2
3.15044,0.00646395,0,0,0,-2
3.1505,0.00649039,0,0,0,-2
3.15126,0.0071421,0,0,0,-2
3.15132,0.00717639,0,0,0,-2
3.15214,0.00714854,0,0,0,-2
3.15296,0.0063271,0,0,0,-2
3.15302,0.00626781,0,0,0,-2
3.15378,0.00559047,0,0,0,-2
3.15384,0.0055912,0,0,0,-2
3.1546,0.00619708,0,0,0,-2
3.15466,0.00625034,0,0,0,-2
3.15548,0.006863,0,0,0,-2
3.1563,0.00665412,0,0,0,-2
3.15637,0.00663318,0,0,0,-2
3.15712,0.0063527,0,0,0,-2
3.15719,0.006395,0,0,0,-2
3.15795,0.00775594,0,0,0,-2
3.15801,0.00784532,0,0,0,-2
3.15883,0.00838856,0,0,0,-2
3.15965,0.00812096,0,0,0,-2
3.16047,0.00771451,0,0,0,-2
3.16054,0.00768731,0,0,0,-2
3.16129,0.0074006,0,0,0,-2
3.16136,0.00736476,0,0,0,-2
3.16212,0.00664648,0,0,0,-2
3.16218,0.00660154,0,0,0,-2
3.163,0.00674829,0,0,0,-2
3.16382,0.00624148,0,0,0,-2
3.16389,0.00622319,0,0,0,-2
3.16465,0.00614373,0,0,0,-2
3.16471,0.00613089,0,0,0,-2
3.16547,0.00590951,0,0,0,-2
3.16553,0.00587845,0,0,0,-2
3.16636,0.00512384,0,0,0,-2
3.16718,0.00697445,0,0,0,-2
3.168,0.00765214,0,0,0,-2
3.16807,0.00767189,0,0,0,-2
3.16883,0.00769546,0,0,0,-2
3.16889,0.00770497,0,0,0,-2
3.16965,0.00789966,0,0,0,-2
3.16971,0.00791694,0,0,0,-2
3.17048,0.00814489,0,0,0,-2
3.17054,0.00815427,0,0,0,-2
3.17136,0.00785955,0,0,0,-2
3.17219,0.00751383,0,0,0,-2
3.17301,0.00900249,0,0,0,-2
3.17308,0.00908011,0,0,0,-2
3.17384,0.00964301,0,0,0,-2
3.1739,0.00964246,0,0,0,-2
3.17466,0.00887398,0,0,0,-2
3.17473,0.00880499,0,0,0,-2
3.17555,0.00801848,0,0,0,-2
3.17638,0.00766346,0,0,0,-2
3.1772,0.00883576,0,0,0,-2
3.17727,0.00884785,0,0,0,-2
3.17803,0.00845879,0,0,0,-2
3.17809,0.00844989,0,0,0,-2
3.17886,0.00857376,0,0,0,-2
3.17892,0.00860718,0,0,0,-2
3.17968,0.00927599,0,0,0,-2
3.17975,0.00929132,0,0,0,-2
3.18051,0.00847743,0,0,0,-2
3.18057,0.0084326,0,0,0,-2
3.1814,0.00903933,0,0,0,-2
3.18223,0.00922335,0,0,0,-2
3.18306,0.00872504,0,0,0,-2
3.18312,0.00876419,0,0,0,-2
3.18388,0.00973553,0,0,0,-2
3.18395,0.00978293,0,0,0,-2
3.18471,0.0100445,0,0,0,-2
3.18477,0.0100523,0,0,0,-2
3.18554,0.0100051,0,0,0,-2
3.1856,0.00998666,0,0,0,-2
3.18637,0.00954882,0,0,0,-2
3.18643,0.00952963,0,0,0,-2
3.1872,0.00994661,0,0,0,-2
3.18726,0.00997893,0,0,0,-2
3.18809,0.00988485,0,0,0,-2
3.18892,0.00964393,0,0,0,-2
3.18975,0.00954294,0,0,0,-2
3.19058,0.00980863,0,0,0,-2
3.19064,0.00982602,0,0,0,-2
3.19141,0.0100045,0,0,0,-2
3.19147,0.0100182,0,0,0,-2
3.19224,0.0101732,0,0,0,-2
3.1923,0.0101254,0,0,0,-2
3.19307,0.00883763,0,0,0,-2
3.19313,0.00887378,0,0,0,-2
3.1939,0.0109898,0,0,0,-2
3.19396,0.0111091,0,0,0,-2
3.19473,0.0113232,0,0,0,-2
3.19479,0.0113081,0,0,0,-2
3.19556,0.0104692,0,0,0,-2
3.19562,0.0104374,0,0,0,-2
3.19645,0.0118731,0,0,0,-2
3.19728,0.0115356,0,0,0,-2
3.19811,0.0111123,0,0,0,-2
3.19895,0.0130445,0,0,0,-2
3.19978,0.0127406,0,0,0,-2
3.20061,0.0132096,0,0,0,-2
3.20067,0.0131208,0,0,0,-2
3.20144,0.0111071,0,0,0,-2
3.20151,0.0110767,0,0,0,-2
3.20227,0.0116687,0,0,0,-2
3.20234,0.0117063,0,0,0,-2
3.20311,0.0120694,0,0,0,-2
3.20317,0.012122,0,0,0,-2
3.20394,0.0129969,0,0,0,-2
3.204,0.0129676,0,0,0,-2
3.20477,0.0115855,0,0,0,-2
3.20484,0.0114935,0,0,0,-2
3.20561,0.0108735,0,0,0,-2
3.20567,0.0108693,0,0,0,-2
3.20644,0.0113517,0,0,0,-2
3.2065,0.0113493,0,0,0,-2
3.20727,0.0106202,0,0,0,-2
3.20734,0.010575,0,0,0,-2
3.20811,0.0104935,0,0,0,-2
3.20817,0.0104986,0,0,0,-2
3.20894,0.0106502,0,0,0,-2
3.20901,0.0106286,0,0,0,-2
3.20978,0.00949503,0,0,0,-2
3.20984,0.00946261,0,0,0,-2
3.21061,0.0105281,0,0,0,-2
3.21068,0.0106224,0,0,0,-2
3.21145,0.0114986,0,0,0,-2
3.21151,0.0115908,0,0,0,-2
3.21228,0.0134313,0,0,0,-2
3.21235,0.0135756,0,0,0,-2
3.21312,0.0147343,0,0,0,-2
3.21318,0.0147963,0,0,0,-2
3.21395,0.0146117,0,0,0,-2
3.21402,0.0145578,0,0,0,-2
3.21479,0.0134061,0,0,0,-2
3.21485,0.01336,0,0,0,-2
3.21562,0.0146739,0,0,0,-2
3.21569,0.0147668,0,0,0,-2
3.21646,0.0141029,0,0,0,-2
3.21652,0.0140488,0,0,0,-2
3.2173,0.0142362,0,0,0,-2
3.21736,0.0142772,0,0,0,-2
3.21813,0.0153166,0,0,0,-2
3.2182,0.0153541,0,0,0,-2
3.21897,0.0143663,0,0,0,-2
3.21903,0.0142665,0,0,0,-2
3.21981,0.0131233,0,0,0,-2
3.21987,0.0130382,0,0,0,-2
3.22064,0.012401,0,0,0,-2
3.22071,0.0123618,0,0,0,-2
3.22148,0.0120448,0,0,0,-2
3.22155,0.0119949,0,0,0,-2
3.22232,0.0107238,0,0,0,-2
3.22238,0.0107028,0,0,0,-2
3.22316,0.012039,0,0,0,-2
3.22322,0.0121119,0,0,0,-2
3.224,0.0120167,0,0,0,-2
3.22406,0.0120189,0,0,0,-2
3.22483,0.0124599,0,0,0,-2
3.2249,0.0124898,0,0,0,-2
3.22567,0.0126884,0,0,0,-2
3.22574,0.0126932,0,0,0,-2
3.22651,0.0125927,0,0,0,-2
3.22658,0.0126423,0,0,0,-2
3.22735,0.0138103,0,0,0,-2
3.22741,0.0138471,0,0,0,-2
3.22819,0.0136751,0,0,0,-2
3.22825,0.0137175,0,0,0,-2
3.22903,0.0148161,0,0,0,-2
3.22909,0.0149166,0,0,0,-2
3.22987,0.0161917,0,0,0,-2
3.22993,0.0161877,0,0,0,-2
3.23239,0.0133187,0,0,0,-2
3.23323,0.0151638,0,0,0,-2
3.23407,0.015315,0,0,0,-2
3.23485,0.0141278,0,0,0,-2
3.23491,0.0140392,0,0,0,-2
3.23569,0.0140634,0,0,0,-2
3.23575,0.0140812,0,0,0,-2
3.23653,0.0142868,0,0,0,-2
3.23659,0.0142921,0,0,0,-2
3.23737,0.0139424,0,0,0,-2
3.23743,0.0139106,0,0,0,-2
3.23821,0.0136149,0,0,0,-2
3.23828,0.0136013,0,0,0,-2
3.23905,0.0135864,0,0,0,-2
3.23912,0.0135578,0,0,0,-2
3.2399,0.012972,0,0,0,-2
3.23996,0.0130141,0,0,0,-2
3.24074,0.0142828,0,0,0,-2
3.2408,0.0143839,0,0,0,-2
3.24158,0.0155566,0,0,0,-2
3.24242,0.0146429,0,0,0,-2
3.24327,0.0147619,0,0,0,-2
3.24405,0.0157027,0,0,0,-2
3.24411,0.0157945,0,0,0,-2
3.24489,0.0169628,0,0,0,-2
3.24495,0.0170102,0,0,0,-2
3.24573,0.0161069,0,0,0,-2
3.2458,0.0160504,0,0,0,-2
3.24658,0.016017,0,0,0,-2
3.24664,0.0160944,0,0,0,-2
3.24742,0.0179013,0,0,0,-2
3.24749,0.0179074,0,0,0,-2
3.24827,0.0169525,0,0,0,-2
3.24911,0.0167384,0,0,0,-2
3.24996,0.0151355,0,0,0,-2
3.25074,0.0137967,0,0,0,-2
3.2508,0.0137268,0,0,0,-2
3.25158,0.0142614,0,0,0,-2
3.25165,0.0143351,0,0,0,-2
3.25243,0.0151883,0,0,0,-2
3.25249,0.01526,0,0,0,-2
3.25327,0.0161253,0,0,0,-2
3.25334,0.0161951,0,0,0,-2
3.25412,0.0170038,0,0,0,-2
3.25496,0.0169373,0,0,0,-2
3.25575,0.0164825,0,0,0,-2
3.25581,0.0164535,0,0,0,-2
3.25659,0.0166322,0,0,0,-2
3.25666,0.0166498,0,0,0,-2
3.25744,0.0167095,0,0,0,-2
3.2575,0.0167202,0,0,0,-2
3.25829,0.016967,0,0,0,-2
3.25835,0.0169488,0,0,0,-2
3.25913,0.0164013,0,0,0,-2
3.2592,0.0163727,0,0,0,-2
3.25998,0.0161738,0,0,0,-2
3.26076,0.0181838,0,0,0,-2
3.26083,0.0183534,0,0,0,-2
3.26246,0.0199192,0,0,0,-2
3.26252,0.0204659,0,0,0,-2
3.26324,0.0307076,0,0,0,-2
3.26331,0.0228088,0,0,0,-2
3.26337,0.0180562,0,0,0,-2
3.26416,0.0185932,0,0,0,-2
3.265,0.0186487,0,0,0,-2
3.26579,0.0178054,0,0,0,-2
3.26585,0.0177459,0,0,0,-2
3.26664,0.0177588,0,0,0,-2
3.2667,0.0178368,0,0,0,-2
3.26749,0.019599,0,0,0,-2
3.26755,0.0196978,0,0,0,-2
3.26834,0.0204693,0,0,0,-2
3.26919,0.0189441,0,0,0,-2
3.26997,0.0181731,0,0,0,-2
3.27004,0.0181579,0,0,0,-2
3.27082,0.018948,0,0,0,-2
3.27089,0.0190247,0,0,0,-2
3.27331,0.0221704,0,0,0,-2
3.27337,0.0221686,0,0,0,-2
3.27416,0.0196033,0,0,0,-2
3.27422,0.0194272,0,0,0,-2
3.27501,0.0187096,0,0,0,-2
3.27508,0.0187008,0,0,0,-2
3.27586,0.0189636,0,0,0,-2
3.27665,0.0188085,0,0,0,-2
3.27671,0.0188126,0,0,0,-2
3.2775,0.0195355,0,0,0,-2
3.27757,0.0196072,0,0,0,-2
3.27835,0.0204476,0,0,0,-2
3.27842,0.0204779,0,0,0,-2
3.27921,0.0204772,0,0,0,-2
3.27999,0.0205369,0,0,0,-2
3.28006,0.0205412,0,0,0,-2
3.28085,0.0205299,0,0,0,-2
3.28091,0.0205486,0,0,0,-2
3.2817,0.0210002,0,0,0,-2
3.28176,0.0210394,0,0,0,-2
3.28255,0.0215133,0,0,0,-2
3.28334,0.0208247,0,0,0,-2
3.28341,0.0207631,0,0,0,-2
3.28419,0.0204453,0,0,0,-2
3.28426,0.0204518,0,0,0,-2
3.28505,0.0208655,0,0,0,-2
3.2859,0.0218113,0,0,0,-2
3.28669,0.021909,0,0,0,-2
3.28676,0.0219067,0,0,0,-2
3.28755,0.02195,0,0,0,-2
3.28761,0.0219262,0,0,0,-2
3.2884,0.0214049,0,0,0,-2
3.28919,0.0212775,0,0,0,-2
3.28926,0.0212772,0,0,0,-2
3.29004,0.0213756,0,0,0,-2
3.29011,0.0213816,0,0,0,-2
3.2909,0.0214281,0,0,0,-2
3.29097,0.0214471,0,0,0,-2
3.29176,0.0217766,0,0,0,-2
3.29255,0.0215102,0,0,0,-2
3.29261,0.0215033,0,0,0,-2
3.2934,0.0219072,0,0,0,-2
3.29347,0.0219591,0,0,0,-2
3.29426,0.0227074,0,0,0,-2
3.29505,0.0235681,0,0,0,-2
3.29512,0.0236505,0,0,0,-2
3.29591,0.0248737,0,0,0,-2
3.29597,0.0249303,0,0,0,-2
3.29676,0.0252282,0,0,0,-2
3.29755,0.0254676,0,0,0,-2
3.29762,0.0255032,0,0,0,-2
3.29841,0.0262725,0,0,0,-2
3.29848,0.0263165,0,0,0,-2
3.30006,0.0269912,0,0,0,-2
3.30013,0.0269576,0,0,0,-2
3.30092,0.0251437,0,0,0,-2
3.30099,0.0250197,0,0,0,-2
3.30178,0.0238203,0,0,0,-2
3.30257,0.0236267,0,0,0,-2
3.30264,0.0236188,0,0,0,-2
3.30343,0.0232825,0,0,0,-2
3.3035,0.0232928,0,0,0,-2
3.30429,0.0238078,0,0,0,-2
3.30508,0.0242761,0,0,0,-2
3.30515,0.0242867,0,0,0,-2
3.30594,0.0237442,0,0,0,-2
3.30601,0.0237472,0,0,0,-2
3.3068,0.0241349,0,0,0,-2
3.30759,0.0245669,0,0,0,-2
3.30766,0.0245989,0,0,0,-2
3.30845,0.0248806,0,0,0,-2
3.30852,0.0249006,0,0,0,-2
3.30931,0.0251268,0,0,0,-2
3.31011,0.025867,0,0,0,-2
3.31018,0.0259067,0,0,0,-2
3.31097,0.0261486,0,0,0,-2
3.31176,0.025696,0,0,0,-2
3.31183,0.0256845,0,0,0,-2
3.31263,0.0268694,0,0,0,-2
3.31269,0.0269183,0,0,0,-2
3.32351,0.0291721,0,0,0,-2
3.32431,0.0279015,0,0,0,-2
3.32437,0.0278089,0,0,0,-2
3.32517,0.0278484,0,0,0,-2
3.32524,0.0278798,0,0,0,-2
3.32604,0.0284371,0,0,0,-2
3.32683,0.0278133,0,0,0,-2
3.3269,0.0277924,0,0,0,-2
3.3277,0.0278251,0,0,0,-2
3.3285,0.0279106,0,0,0,-2
3.32856,0.0279609,0,0,0,-2
3.32936,0.02926,0,0,0,-2
3.33016,0.029683,0,0,0,-2
3.33023,0.0296746,0,0,0,-2
3.33103,0.0289469,0,0,0,-2
3.33183,0.0288794,0,0,0,-2
3.33189,0.0288752,0,0,0,-2
3.33269,0.0285495,0,0,0,-2
3.33276,0.0285418,0,0,0,-2
3.33349,0.0286127,0,0,0,-2
3.33356,0.0286255,0,0,0,-2
3.33436,0.0288975,0,0,0,-2
3.33443,0.0289093,0,0,0,-2
3.33516,0.0289425,0,0,0,-2
3.33523,0.0289602,0,0,0,-2
3.33603,0.0298316,0,0,0,-2
3.3361,0.029895,0,0,0,-2
3.3369,0.0305551,0,0,0,-2
3.3377,0.0309552,0,0,0,-2
3.33776,0.0310124,0,0,0,-2
3.33856,0.0319635,0,0,0,-2
3.33937,0.0329545,0,0,0,-2
3.33943,0.0329584,0,0,0,-2
3.34023,0.0321489,0,0,0,-2
3.34104,0.0329113,0,0,0,-2
3.3411,0.0329464,0,0,0,-2
3.3419,0.0323025,0,0,0,-2
3.34271,0.0323358,0,0,0,-2
3.34277,0.0323378,0,0,0,-2
3.34358,0.0321123,0,0,0,-2
3.34438,0.0317093,0,0,0,-2
3.34445,0.0316779,0,0,0,-2
3.34525,0.0313923,0,0,0,-2
3.34605,0.0309008,0,0,0,-2
3.34612,0.0309826,0,0,0,-2
3.34692,0.0336438,0,0,0,-2
3.34772,0.0329881,0,0,0,-2
3.34779,0.0329465,0,0,0,-2
3.3486,0.032637,0,0,0,-2
3.3494,0.0320347,0,0,0,-2
3.34947,0.0320122,0,0,0,-2
3.35027,0.0322683,0,0,0,-2
3.35107,0.0334631,0,0,0,-2
3.35114,0.0335231,0,0,0,-2
3.35195,0.0337682,0,0,0,-2
3.35275,0.0336947,0,0,0,-2
3.35282,0.0336551,0,0,0,-2
3.35362,0.0328753,0,0,0,-2
3.35443,0.0336601,0,0,0,-2
3.35449,0.033758,0,0,0,-2
3.35523,0.0350635,0,0,0,-2
3.3553,0.0351439,0,0,0,-2
3.3561,0.0344045,0,0,0,-2
3.35617,0.0343372,0,0,0,-2
3.35691,0.0335688,0,0,0,-2
3.35698,0.0335949,0,0,0,-2
3.35778,0.036312,0,0,0,-2
3.35785,0.036452,0,0,0,-2
3.35859,0.0374661,0,0,0,-2
3.35866,0.0374305,0,0,0,-2
3.35946,0.0354301,0,0,0,-2
3.36027,0.0341534,0,0,0,-2
3.36034,0.0341421,0,0,0,-2
3.36114,0.0349716,0,0,0,-2
3.36195,0.0360131,0,0,0,-2
3.36202,0.0360632,0,0,0,-2
3.36276,0.0362751,0,0,0,-2
3.36282,0.0362751,0,0,0,-2
3.36363,0.0358027,0,0,0,-2
3.3637,0.0357742,0,0,0,-2
3.36444,0.0355326,0,0,0,-2
3.36451,0.0355213,0,0,0,-2
3.36531,0.0355106,0,0,0,-2
3.36612,0.0357689,0,0,0,-2
3.36619,0.0357951,0,0,0,-2
3.367,0.0361131,0,0,0,-2
3.3678,0.0375908,0,0,0,-2
3.36787,0.0377199,0,0,0,-2
3.36861,0.0391843,0,0,0,-2
3.36868,0.0392425,0,0,0,-2
3.36949,0.0382741,0,0,0,-2
3.3703,0.0369159,0,0,0,-2
3.37036,0.0368071,0,0,0,-2
3.37117,0.0357178,0,0,0,-2
3.37198,0.0354975,0,0,0,-2
3.37205,0.0355247,0,0,0,-2
3.37279,0.0361976,0,0,0,-2
3.37286,0.036236,0,0,0,-2
3.37367,0.0360274,0,0,0,-2
3.37448,0.0363261,0,0,0,-2
3.37455,0.0363453,0,0,0,-2
3.37536,0.0363305,0,0,0,-2
3.37617,0.0362437,0,0,0,-2
3.37623,0.0362605,0,0,0,-2
3.37698,0.0366226,0,0,0,-2
3.37704,0.0366759,0,0,0,-2
3.37786,0.037566,0,0,0,-2
3.37867,0.0379184,0,0,0,-2
3.37873,0.037912,0,0,0,-2
3.37948,0.037487,0,0,0,-2
3.37954,0.0374693,0,0,0,-2
3.38036,0.0379311,0,0,0,-2
3.38042,0.0379175,0,0,0,-2
3.38117,0.0374693,0,0,0,-2
3.38123,0.0374609,0,0,0,-2
3.38205,0.0376901,0,0,0,-2
3.38286,0.0372905,0,0,0,-2
3.38293,0.0373109,0,0,0,-2
3.38367,0.0379177,0,0,0,-2
3.38374,0.0379683,0,0,0,-2
3.38455,0.0383188,0,0,0,-2
3.38536,0.0393012,0,0,0,-2
3.38543,0.0392586,0,0,0,-2
3.38617,0.0380227,0,0,0,-2
3.38624,0.0378861,0,0,0,-2
3.38706,0.036424,0,0,0,-2
3.38787,0.0373923,0,0,0,-2
3.38794,0.0374476,0,0,0,-2
3.38868,0.0378645,0,0,0,-2
3.38875,0.0378714,0,0,0,-2
3.38956,0.0373916,0,0,0,-2
3.39038,0.0372525,0,0,0,-2
3.39044,0.0372864,0,0,0,-2
3.39119,0.0379942,0,0,0,-2
3.39126,0.0380479,0,0,0,-2
3.39207,0.0382081,0,0,0,-2
3.39289,0.0378912,0,0,0,-2
3.39295,0.037845,0,0,0,-2
3.3937,0.0371913,0,0,0,-2
3.39377,0.0371621,0,0,0,-2
3.39458,0.0373112,0,0,0,-2
3.3954,0.0381706,0,0,0,-2
3.39547,0.038213,0,0,0,-2
3.39621,0.0384683,0,0,0,-2
3.39628,0.0384775,0,0,0,-2
3.3971,0.0385087,0,0,0,-2
3.39791,0.0381955,0,0,0,-2
3.39873,0.0378001,0,0,0,-2
3.39879,0.0377602,0,0,0,-2
3.39954,0.0372532,0,0,0,-2
3.39961,0.0372185,0,0,0,-2
3.40043,0.0372419,0,0,0,-2
3.40124,0.0376035,0,0,0,-2
3.40131,0.0375848,0,0,0,-2
3.40206,0.0369729,0,0,0,-2
3.40213,0.0369291,0,0,0,-2
3.40294,0.0367165,0,0,0,-2
3.40376,0.036261,0,0,0,-2
3.40383,0.0363237,0,0,0,-2
3.40539,0.0391459,0,0,0,-2
3.40546,0.0392733,0,0,0,-2
3.40628,0.0402337,0,0,0,-2
3.4071,0.0390726,0,0,0,-2
3.40717,0.0391579,0,0,0,-2
3.40764,0.0405761,0,0,0,-2
3.40771,0.0403494,0,0,0,-2
3.40792,0.0389924,0,0,0,-2
3.40798,0.0387952,0,0,0,-2
3.40846,0.0413113,0,0,0,-2
3.40853,0.0413163,0,0,0,-2
3.40873,0.0399661,0,0,0,-2
3.4088,0.0396994,0,0,0,-2
3.40928,0.0415937,0,0,0,-2
3.40935,0.0416555,0,0,0,-2
3.40962,0.0392397,0,0,0,-2
3.41017,0.0397385,0,0,0,-2
3.41044,0.0385961,0,0,0,-2
3.41051,0.0384498,0,0,0,-2
3.41098,0.0381222,0,0,0,-2
3.41105,0.0380884,0,0,0,-2
3.41126,0.0380117,0,0,0,-2
3.41132,0.0380281,0,0,0,-2
3.4118,0.0385086,0,0,0,-2
3.41187,0.0384279,0,0,0,-2
3.41214,0.0375932,0,0,0,-2
3.41262,0.0386097,0,0,0,-2
3.41269,0.0387206,0,0,0,-2
3.41296,0.0379233,0,0,0,-2
3.41351,0.0376216,0,0,0,-2
3.41378,0.0383538,0,0,0,-2
3.41385,0.0384355,0,0,0,-2
3.41433,0.0384236,0,0,0,-2
3.4144,0.038328,0,0,0,-2
3.4146,0.0378669,0,0,0,-2
3.41467,0.0378509,0,0,0,-2
3.41515,0.0389809,0,0,0,-2
3.41522,0.0388613,0,0,0,-2
3.41542,0.0378016,0,0,0,-2
3.41549,0.0375903,0,0,0,-2
3.41597,0.0398976,0,0,0,-2
3.41604,0.0399218,0,0,0,-2
3.41631,0.0363835,0,0,0,-2
3.41686,0.0396167,0,0,0,-2
3.41713,0.0369737,0,0,0,-2
3.4172,0.0368746,0,0,0,-2
3.41768,0.0388344,0,0,0,-2
3.41795,0.0391934,0,0,0,-2
3.41802,0.0392264,0,0,0,-2
3.4185,0.0394499,0,0,0,-2
3.41856,0.0393753,0,0,0,-2
3.41877,0.0388735,0,0,0,-2
3.41884,0.0387932,0,0,0,-2
3.41932,0.0395833,0,0,0,-2
3.41939,0.0395611,0,0,0,-2
3.41966,0.0385753,0,0,0,-2
3.42021,0.0384934,0,0,0,-2
3.42048,0.0384295,0,0,0,-2
3.42055,0.0384627,0,0,0,-2
3.42103,0.038896,0,0,0,-2
3.4213,0.0382086,0,0,0,-2
3.42137,0.0382233,0,0,0,-2
3.42185,0.0394403,0,0,0,-2
3.42192,0.0393294,0,0,0,-2
3.42212,0.0384736,0,0,0,-2
3.42219,0.0382522,0,0,0,-2
3.42267,0.0383094,0,0,0,-2
3.42274,0.0383683,0,0,0,-2
3.42294,0.0385816,0,0,0,-2
3.42301,0.0386234,0,0,0,-2
3.42349,0.0383109,0,0,0,-2
