Wavelength(um),Flux(Jy),Error(Jy),BG(Jy),Order,Module
3.17136,0.00375505,0,0,0,-2
3.17275,0.00434672,0,0,0,-2
3.17415,0.0071541,0,0,0,-2
3.17554,0.00784115,0,0,0,-2
3.17694,0.00537082,0,0,0,-2
3.17833,0.00420574,0,0,0,-2
3.17973,0.0046764,0,0,0,-2
3.18113,0.00559929,0,0,0,-2
3.18252,0.00590235,0,0,0,-2
3.18392,0.00636742,0,0,0,-2
3.18531,0.00804165,0,0,0,-2
3.18671,0.00666082,0,0,0,-2
3.1881,0.00784736,0,0,0,-2
3.1895,0.00933356,0,0,0,-2
3.19089,0.00784726,0,0,0,-2
3.19229,0.0117125,0,0,0,-2
3.19368,0.0136871,0,0,0,-2
3.19508,0.0103783,0,0,0,-2
3.19647,0.00409202,0,0,0,-2
3.19787,0.00935444,0,0,0,-2
3.19926,0.0128498,0,0,0,-2
3.20065,0.00614823,0,0,0,-2
3.20205,0.00588139,0,0,0,-2
3.20344,-0.00388949,0,0,0,-2
3.20484,0.000420595,0,0,0,-2
3.20623,0.0142649,0,0,0,-2
3.20763,0.00255896,0,0,0,-2
3.20902,-0.00956576,0,0,0,-2
3.21042,0.00611654,0,0,0,-2
3.21181,0.0174638,0,0,0,-2
3.21321,0.0118509,0,0,0,-2
3.2146,0.0134389,0,0,0,-2
3.216,0.0112732,0,0,0,-2
3.21739,0.00885234,0,0,0,-2
3.21879,0.00906922,0,0,0,-2
3.22018,0.0217656,0,0,0,-2
3.22158,0.0234154,0,0,0,-2
3.22297,0.0254668,0,0,0,-2
3.22436,0.0283275,0,0,0,-2
3.22576,0.0133159,0,0,0,-2
3.22715,0.00778075,0,0,0,-2
3.22855,0.0083818,0,0,0,-2
3.22994,0.0121938,0,0,0,-2
3.23134,0.0150233,0,0,0,-2
3.23273,0.0111009,0,0,0,-2
3.23413,0.0107582,0,0,0,-2
3.23552,0.0100082,0,0,0,-2
3.23692,0.0115497,0,0,0,-2
3.23831,0.0120383,0,0,0,-2
3.23971,0.0166646,0,0,0,-2
3.2411,0.0201207,0,0,0,-2
3.2425,0.0138921,0,0,0,-2
3.24389,0.00864231,0,0,0,-2
3.24529,0.00950885,0,0,0,-2
3.24668,0.005367,0,0,0,-2
3.24808,0.0125191,0,0,0,-2
3.24947,0.0239305,0,0,0,-2
3.25087,0.0242511,0,0,0,-2
3.25226,0.0171225,0,0,0,-2
3.25366,0.0125915,0,0,0,-2
3.25505,0.0154565,0,0,0,-2
3.25645,0.0203333,0,0,0,-2
3.25784,0.0213999,0,0,0,-2
3.25924,0.0102333,0,0,0,-2
3.26063,0.00411247,0,0,0,-2
3.26203,0.00654102,0,0,0,-2
3.26342,0.0170059,0,0,0,-2
3.26482,0.0210454,0,0,0,-2
3.26621,0.0199467,0,0,0,-2
3.26761,0.0216135,0,0,0,-2
3.269,0.0191921,0,0,0,-2
3.2704,0.00398123,0,0,0,-2
3.2718,0.00960133,0,0,0,-2
3.27319,0.0214866,0,0,0,-2
