#ID b_B435 b_V606 b_I814 b_Y105 b_J125 b_JH140 b_H160 b_Ks b_CH1 b_CH2 b_errB435 b_errV606 b_errI814 b_errY105 b_errJ125 b_errJH140 b_errH160 b_errKs b_errCH1 b_errCH2
1 0.8977876969714861 1.1783070363131403 1.4112652177046106 1.9371383602756802 2.65456193006771 2.8791725630879395 2.8762115470316645 3.4995347365666847 4.216591023889227 4.474044943304852 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
2 0.11669294545783403 0.1240864411732041 0.13076983451936627 0.1577023566403734 0.21814085971851238 0.24412473360231543 0.23342693184127794 0.23478569662744378 0.25045759224416075 0.1655864445654801 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
3 3.986246391871327 4.0036840584599265 4.036631284804048 5.181819737850468 8.049378106779114 9.726656508145572 10.347846272943602 10.153930958055298 10.180930099526092 9.76514154671541 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
4 0.5007480785562087 0.4799021407900714 0.4480026237934044 0.4937631980629779 0.6368178177696123 0.7554144522559115 0.7791398692210789 0.6399085777533677 0.5926461339242807 0.462895320235284 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
5 0.6053481422587625 0.7931205475488082 1.0410323339371386 1.7652501821325166 2.9718700164682197 3.8201714723341533 4.258597172473166 4.524014119500349 5.499649287615319 5.6657536360677865 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
6 0.12093247861691134 0.13706288089461477 0.15630267936014708 0.21274583999561975 0.33404406474226467 0.4225443557100875 0.46065118418706874 0.4448824830884584 0.5023883943998283 0.42308685128923723 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
7 0.05377087053061932 0.07010311069438914 0.09691426654271637 0.18550319548418415 0.3273917029527234 0.40429429905950565 0.44657161593953226 0.605305835972278 0.6736420399708912 0.6838737789550647 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
8 0.37380650785913316 0.4102555380058463 0.47086036453921654 0.7239466025898696 1.21131748644635 1.4680808537079215 1.580867220823392 1.6986175643897696 1.6690533327184636 1.611120830232963 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
9 0.3905030352757203 0.5431296634843303 0.7212325908787064 1.1546035648215767 1.9554890889735845 2.394457361639759 2.6220756538563155 3.1168327248043433 3.95624356482605 4.0385703683632 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
10 0.07293230743829128 0.1048612849458796 0.15008200067695457 0.266350344145942 0.4443181907528956 0.5083233274470991 0.5589271904544558 0.7356313370868247 0.9660444693344818 1.1006932465471493 0.00190998517204287 0.0013213868960151888 0.002113635018427315 0.003027122496872414 0.003349885752052871 0.003349885752052871 0.003953939280223716 0.01909985172042871 0.017907295310991854 0.02296307242993762
